#{"t_start": 1776947530.581552, "env_id": "None"}
r,l,t
305.596019,190,7042.158914
304.641126,179,7043.847851
300.626869,176,7045.50159
310.315931,179,7047.18975
310.913281,179,7048.876314
302.748022,179,7050.566399
301.768028,181,7052.261262
306.599712,178,7053.937883
296.292996,182,7058.744967
302.182333,185,7060.491978
302.403196,181,7062.198739
303.104895,157,7063.676605
302.34813,181,7065.376602
305.548265,190,7067.169135
298.531137,182,7068.880341
311.68078,174,7070.518257
311.380678,174,7072.155064
308.599088,178,7073.829998
298.164494,182,7075.54507
297.188025,182,7077.255456
300.330287,190,7079.038794
303.819059,181,7080.741293
296.830214,182,7082.452927
302.661763,157,7083.934575
302.246146,190,7085.726979
310.680347,179,7087.42006
297.545936,190,7089.210566
300.648013,154,7090.66609
306.536578,190,7092.449958
302.825605,154,7093.900391
306.184871,190,7095.688278
298.744548,190,7097.476417
301.165666,185,7099.224554
299.744484,176,7100.882887
304.397288,190,7102.672265
299.180286,190,7104.459271
295.489151,182,7106.172015
301.96599,187,7107.936838
303.005661,187,7109.708503
310.168566,174,7111.35439
303.983167,157,7112.852616
299.220593,182,7114.568683
297.430957,190,7116.362522
309.914044,179,7118.050583
303.249867,154,7119.50121
300.810521,190,7121.289819
299.126789,190,7123.084428
312.162449,174,7124.727086
308.907142,190,7126.518237
309.028177,161,7128.039369
295.458401,182,7129.763755
307.367731,161,7131.282541
296.773361,182,7132.997436
299.498819,176,7134.662423
310.282373,174,7136.302928
302.045851,190,7138.089935
308.776034,190,7139.880364
299.996191,190,7141.670312
300.063595,181,7143.377687
300.822462,190,7145.171608
308.653104,161,7146.689833
308.405422,190,7148.480374
307.723686,161,7149.992449
303.078602,190,7154.833906
297.755434,190,7156.630154
295.696365,182,7158.345812
299.746393,176,7160.004041
302.388899,154,7161.457646
308.122553,190,7163.250604
302.748157,168,7164.837165
310.80373,161,7166.352284
303.996955,157,7167.830599
301.68073,185,7169.578144
303.427181,190,7171.366748
303.970939,168,7172.945118
303.581485,157,7174.422316
311.203514,179,7176.104735
307.728984,190,7177.918108
308.877899,174,7179.560483
307.182344,190,7181.350783
302.994313,181,7183.057791
295.875988,182,7184.778281
296.465985,182,7186.490431
294.566986,182,7188.200432
302.789063,154,7189.652255
312.544537,179,7191.334583
296.98395,190,7193.119701
303.00247,181,7194.818126
299.398436,190,7196.602479
306.376765,190,7198.391985
300.188601,176,7200.047046
303.018145,168,7201.624395
303.916065,190,7203.41507
309.967828,161,7204.932461
298.442033,166,7206.49199
308.635285,161,7208.004751
302.98412,168,7209.58507
299.263511,154,7211.033848
295.353915,182,7212.743217
298.499649,190,7214.529329
297.41485,182,7216.236801
303.688261,181,7217.936838
310.777458,174,7219.573548
308.976623,179,7221.263548
301.142116,154,7222.709128
296.820345,182,7224.421566
294.760654,182,7226.13261
308.317405,161,7227.647807
298.919157,176,7229.301452
303.481647,154,7230.751855
303.602741,190,7232.535722
310.010172,179,7234.218096
310.461566,179,7235.898664
303.494888,190,7237.680174
304.041877,179,7239.362802
306.848077,178,7241.03466
305.017671,190,7242.826677
306.876483,178,7244.500517
306.760027,178,7246.173937
302.277108,168,7247.752713
303.216724,181,7252.569223
307.928142,190,7254.356467
309.378931,179,7256.04229
303.403775,181,7257.748529
303.476257,181,7259.45047
304.736383,190,7261.238177
307.155019,190,7263.02753
295.133667,190,7264.808858
301.436139,154,7266.263415
302.443362,154,7267.71844
301.388425,181,7269.419089
310.861598,179,7271.101315
305.547554,178,7272.777579
312.419872,179,7274.469102
308.707412,190,7276.265021
301.492984,166,7277.834293
311.590184,179,7279.520242
302.992013,190,7281.309083
306.816101,190,7283.098647
300.617661,176,7284.757194
301.024384,154,7286.207416
300.904624,166,7287.772007
303.743265,157,7289.246516
301.794972,168,7290.819241
297.784964,190,7292.603892
296.895927,190,7294.392173
298.091912,190,7296.175124
312.429304,174,7297.80656
298.778986,190,7299.591203
304.686746,179,7301.273118
301.26596,166,7302.829609
303.061409,190,7304.615676
301.694698,154,7306.063592
304.400264,190,7307.851572
301.600647,154,7309.30237
300.231392,176,7310.956862
297.244527,182,7312.668658
298.359019,176,7314.322329
303.997819,190,7316.109034
303.601202,157,7317.585247
311.047286,179,7319.272392
303.165244,190,7321.064358
310.929791,179,7322.744818
304.188006,190,7324.529237
301.250384,154,7325.976518
304.832979,179,7327.659279
297.729653,190,7329.448608
310.687621,174,7331.087453
310.486224,161,7332.605945
301.493947,187,7334.36558
306.204096,178,7336.043252
304.344846,157,7337.527753
303.32346,157,7339.004459
299.223371,166,7340.5723
305.036003,190,7342.359011
307.854647,161,7343.873174
301.614348,190,7345.665322
308.651486,161,7350.244201
306.112434,157,7351.723334
303.431649,185,7353.461247
302.952174,179,7355.14912
311.209949,179,7356.839633
304.651677,190,7358.621091
311.755274,179,7360.304468
302.324832,168,7361.884202
311.641566,179,7363.568621
304.974726,190,7365.352328
301.75261,166,7366.912752
305.641029,190,7368.712938
304.547032,190,7370.499917
309.917174,174,7372.12861
303.206534,181,7373.828782
297.080326,182,7375.542334
305.384536,190,7377.336859
302.318727,154,7378.788067
301.465428,166,7380.349373
302.30591,166,7381.913313
303.142439,179,7383.599396
304.879741,154,7385.05258
301.353172,166,7386.613559
305.496471,190,7388.397439
307.37596,190,7390.182654
303.668756,190,7391.967573
296.861227,190,7393.754113
306.333483,161,7395.267829
301.557263,166,7396.827889
304.185531,190,7398.610524
302.129438,181,7400.311734
296.467371,190,7402.100073
304.99851,190,7403.890739
302.028136,185,7405.631987
301.611566,181,7407.330354
301.518981,185,7409.077494
302.360206,179,7410.770036
305.340374,190,7412.562255
307.437942,178,7414.241596
301.433169,154,7415.691133
302.854548,181,7417.395594
301.137133,190,7419.184546
302.832075,179,7420.867773
308.748843,161,7422.385501
312.448982,179,7424.074037
298.67216,190,7425.868175
301.043474,168,7427.457731
304.063725,190,7429.256676
302.113243,185,7431.001479
312.203181,179,7432.690109
303.542138,190,7434.480408
306.895431,178,7436.163207
302.870599,181,7437.874403
312.061208,179,7439.560984
297.198797,154,7441.012178
306.617396,190,7442.80605
306.133538,190,7447.62612
308.767011,190,7449.413375
302.286877,187,7451.172823
299.219523,190,7452.957779
302.413454,179,7454.643834
307.46083,174,7456.282445
302.579164,154,7457.732415
299.806116,190,7459.520593
302.892094,185,7461.26035
302.530931,168,7462.842922
307.172919,161,7464.354431
297.96575,190,7466.138094
307.790711,190,7467.927374
302.187799,190,7469.716713
305.121471,190,7471.508519
309.241691,179,7473.192338
303.692523,181,7474.899318
300.692714,168,7476.480084
304.184244,181,7478.18465
301.074348,181,7479.886977
307.639195,178,7481.5648
300.711705,154,7483.021768
296.686773,182,7484.73405
297.802634,190,7486.521073
298.556519,166,7488.086799
311.723628,179,7489.779284
303.832223,190,7491.582648
310.018068,174,7493.237662
310.231426,174,7494.883694
308.113255,161,7496.405908
299.609907,176,7498.071798
303.606281,187,7499.838054
300.874048,166,7501.408288
301.775463,179,7503.100133
301.4067,168,7504.686886
301.997231,154,7506.138711
311.196087,174,7507.787011
303.436419,179,7509.488362
307.073614,178,7511.179893
300.981473,168,7512.775558
302.178652,166,7514.347061
300.451243,190,7516.151433
307.942515,178,7517.84221
304.150115,187,7519.615388
303.656344,185,7521.373445
305.01199,190,7523.169095
306.490652,190,7524.966433
307.997981,178,7526.658055
304.460028,190,7528.463288
298.380909,190,7530.255409
298.079351,182,7531.977739
302.574875,185,7533.730841
311.381741,174,7535.380877
304.995952,190,7537.173548
312.662619,179,7538.865487
312.28308,174,7540.52607
303.988084,181,7545.317467
300.176135,168,7546.906715
303.908213,190,7548.69934
303.652394,190,7550.501684
299.746895,166,7552.078871
307.807579,190,7553.88394
301.803443,187,7555.663945
302.855483,190,7557.464753
304.581996,181,7559.180331
300.964575,176,7560.846077
311.873206,179,7562.553012
307.785319,161,7564.07189
308.053008,190,7565.8652
308.093721,179,7567.552938
303.630162,185,7569.300431
302.422867,190,7571.100662
301.705712,168,7572.695068
302.17106,154,7574.152868
298.965878,190,7575.955641
306.585031,190,7577.757753
297.015209,182,7579.484713
301.661959,181,7581.195234
303.076341,157,7582.676477
309.06437,190,7584.473599
302.625846,154,7585.932254
304.008257,154,7587.385984
302.549488,179,7589.083095
305.278131,190,7590.885785
305.360666,157,7592.371068
302.070092,181,7594.084372
308.93818,161,7595.604796
304.488384,157,7597.09028
301.88678,181,7598.804157
309.713952,179,7600.501184
303.775539,190,7602.301791
298.093898,190,7604.103382
304.787506,190,7605.903548
303.309252,179,7607.597056
301.37042,168,7609.184351
303.17312,185,7610.940673
305.178833,190,7612.742785
300.22044,168,7614.332744
301.480085,166,7615.903864
301.456243,166,7617.475938
303.623482,190,7619.268797
304.208754,190,7621.067749
303.284902,179,7622.761365
299.778429,176,7624.423274
305.315255,178,7626.111043
303.011069,179,7627.809525
301.722753,187,7629.579812
303.650621,181,7631.291344
296.356758,190,7633.091976
303.460547,157,7634.573895
302.738097,157,7636.056941
302.946722,190,7637.8541
300.993811,166,7642.482316
301.317292,181,7644.198721
300.455089,176,7645.867741
308.204649,161,7647.389478
309.239036,178,7649.081657
307.689437,190,7650.876993
297.997694,185,7652.625679
301.61682,179,7654.31948
303.457611,181,7656.034854
303.589203,190,7657.831282
302.82567,187,7659.599216
300.761754,166,7661.170054
307.063077,178,7662.857591
303.017595,154,7664.315949
300.266373,166,7665.889117
300.651715,176,7667.557941
298.025898,190,7669.359075
305.111298,190,7671.155668
297.622172,190,7672.951231
303.701541,190,7674.74563
302.22948,187,7676.51591
302.9475,179,7678.21129
300.807894,166,7679.786866
297.631502,190,7681.591175
300.343349,166,7683.162365
304.307716,190,7684.963727
302.9186,187,7686.740404
302.550456,185,7688.488477
302.656223,168,7690.080585
301.297577,190,7691.885746
296.709548,182,7693.616905
306.759793,190,7695.415351
305.09648,178,7697.101103
308.066136,190,7698.89779
303.437214,185,7700.645939
308.184645,161,7702.165269
296.716244,182,7703.888637
302.493108,185,7705.63869
296.525585,182,7707.356712
301.890282,166,7708.933217
298.089254,182,7710.657928
311.203303,174,7712.308678
303.75435,185,7714.068965
304.452782,179,7715.766418
295.636011,190,7717.573154
303.411888,179,7719.276345
297.021863,190,7721.075777
301.61487,190,7722.874289
300.99536,168,7724.466349
301.372171,179,7726.163811
303.962616,190,7727.966088
299.02831,190,7729.762509
297.066532,182,7731.484792
299.701106,154,7732.939242
306.789395,178,7734.624315
296.260874,182,7739.387606
297.721665,182,7741.124353
307.276247,190,7742.932105
308.691258,178,7744.623702
306.720962,190,7746.427684
304.734228,190,7748.24128
305.823005,190,7750.051832
302.610165,154,7751.517989
302.350842,181,7753.242983
301.457769,187,7755.021626
303.507844,185,7756.783466
309.088457,174,7758.454661
301.302256,185,7760.212756
303.632789,179,7761.914085
301.827563,168,7763.509913
303.579904,181,7765.225812
304.575009,190,7767.028238
295.302721,182,7768.751477
312.214158,179,7770.450368
298.641624,190,7772.252652
303.669742,179,7773.95242
301.972787,181,7775.671533
300.794696,166,7777.247252
306.623646,190,7779.051902
303.336024,190,7780.856114
303.843606,157,7782.343823
309.283987,179,7784.038331
302.938805,185,7785.789058
303.77776,190,7787.592872
298.973004,182,7789.321959
305.253962,185,7791.077518
311.566654,179,7792.776167
298.552188,182,7794.500034
308.218549,178,7796.193306
303.553592,190,7797.998609
301.612701,166,7799.580492
302.269078,166,7801.158719
307.016746,178,7802.849543
309.619386,174,7804.50509
305.849596,190,7806.310566
309.160442,178,7808.00239
307.526467,190,7809.811419
300.226767,154,7811.273784
300.275429,154,7812.743313
303.775993,181,7814.466081
302.77875,154,7815.936889
301.976492,176,7817.614488
303.640761,179,7819.318008
302.403107,176,7820.988248
307.897929,178,7822.684433
302.083894,187,7824.463093
304.355835,181,7826.184323
303.229178,185,7827.938243
296.441291,182,7829.665124
297.48952,182,7831.387862
307.781706,161,7832.914827
304.028553,190,7837.785412
304.958734,190,7839.594063
305.363061,190,7841.396284
305.218239,190,7843.204672
308.427859,174,7844.860354
303.985293,157,7846.347838
302.918964,157,7847.840123
310.047647,174,7849.491436
304.359727,190,7851.30312
303.587513,187,7853.083692
312.045564,174,7854.734269
308.899296,178,7856.42084
304.279297,157,7857.922614
308.266324,161,7859.456421
304.548136,190,7861.258551
306.013131,190,7863.054507
306.468328,178,7864.74001
297.894974,182,7866.467078
304.647187,190,7868.265937
298.243364,182,7869.989388
303.684889,181,7871.710276
298.839626,190,7873.516043
302.306359,176,7875.184781
308.795358,161,7876.706302
303.465136,154,7878.16109
297.014834,182,7879.884129
308.173308,190,7881.679404
305.643544,190,7883.472486
302.381358,181,7885.182454
298.887058,190,7886.979077
303.01773,181,7888.691385
302.910056,185,7890.448189
311.081317,179,7892.154272
309.998937,174,7893.812702
300.246639,190,7895.617381
305.399953,190,7897.412141
296.027215,190,7899.222119
303.17356,190,7901.024358
304.770192,157,7902.511843
305.53226,190,7904.317671
311.147959,179,7906.013582
310.472022,174,7907.667459
304.073236,157,7909.154938
298.246153,182,7910.878554
302.061558,190,7912.674797
304.460567,190,7914.473826
301.868354,166,7916.047466
301.531016,168,7917.646705
306.275948,190,7919.451559
301.539711,185,7921.206979
311.137928,174,7922.861578
298.218773,190,7924.665235
307.920822,190,7926.463764
298.462773,190,7928.26488
296.4101,182,7929.997538
307.978457,161,7931.526807
303.062031,168,7936.224138
305.118257,190,7938.029923
303.555543,187,7939.800824
300.732321,176,7941.466823
299.837355,190,7943.269376
301.781159,185,7945.023414
307.149313,190,7946.827722
302.038469,154,7948.288244
302.363169,154,7949.748245
303.901503,185,7951.506782
302.75437,179,7953.202861
303.080913,187,7954.971989
304.976313,157,7956.461212
297.29617,190,7958.268889
306.685881,190,7960.0885
306.007231,190,7961.889148
303.22616,168,7963.482429
303.178294,181,7965.198177
302.923376,185,7966.953435
304.377295,190,7968.750172
305.453774,157,7970.236263
306.981927,178,7971.926331
309.120349,178,7973.616828
304.12285,190,7975.424617
304.187727,190,7977.228749
300.559956,190,7979.028327
304.216606,157,7980.51612
312.082613,174,7982.164464
309.085648,178,7983.846755
303.826267,185,7985.597684
299.232683,190,7987.396193
302.739965,185,7989.14575
302.922644,154,7990.605341
307.020156,178,7992.289304
306.747649,190,7994.282261
296.676008,182,7996.013059
301.497357,168,7997.603977
300.780943,187,7999.37493
298.038941,190,8001.17565
304.063955,179,8002.875619
310.287755,179,8004.574009
308.406542,190,8006.373504
303.639134,187,8008.145448
301.38511,166,8009.718165
301.743491,166,8011.292128
302.790023,168,8012.891093
303.582416,187,8014.662488
305.474257,190,8016.464165
307.94544,190,8018.265394
309.489071,161,8019.797234
299.57739,166,8021.373508
310.292087,179,8023.080055
301.465574,166,8024.659393
305.570344,181,8026.37883
305.332704,179,8028.069836
303.663122,190,8029.863631
303.821569,185,8034.573499
296.832056,182,8036.293632
303.474593,190,8038.08263
309.247225,161,8039.600375
299.134413,176,8041.2588
309.485325,174,8042.900132
302.315138,181,8044.604979
300.527784,168,8046.185891
303.127942,185,8047.929133
306.889199,190,8049.720676
309.590998,178,8051.400637
298.09794,182,8053.120182
302.473661,185,8054.865456
304.030933,190,8056.661742
299.559998,190,8058.45749
307.909985,161,8059.975924
297.401808,190,8061.765939
303.190623,179,8063.45229
303.638733,185,8065.19666
310.316537,174,8066.834825
301.122723,181,8068.539271
302.784853,185,8070.281401
308.9134,161,8071.797299
300.765962,168,8073.376995
304.984982,190,8075.167981
306.842547,178,8076.843134
298.737921,190,8078.633692
299.61603,176,8080.288569
296.098629,182,8082.001091
303.145187,181,8083.70755
303.726475,157,8085.187058
302.748311,190,8086.97648
299.789061,176,8088.635391
302.322964,168,8090.219024
297.740136,182,8091.934074
306.8626,178,8093.610022
304.338923,190,8095.401553
304.229353,179,8097.088909
297.436548,182,8098.802414
303.723335,190,8100.596775
299.40071,182,8102.316249
305.137062,190,8104.108703
305.567987,190,8105.903617
303.026205,181,8107.613701
302.857643,190,8109.406982
303.878167,154,8110.860866
304.523704,179,8112.55262
311.070519,190,8114.349519
299.43217,190,8116.145679
308.150935,178,8117.834324
301.964027,176,8119.496779
308.865662,161,8121.013601
301.574695,185,8122.757972
302.390172,179,8124.444788
305.151136,190,8126.234851
302.000115,166,8130.904068
302.592384,181,8132.618356
303.644883,181,8134.325501
301.36278,176,8135.982837
299.878574,154,8137.442215
303.491374,157,8138.931022
304.798615,190,8140.731776
301.68922,168,8142.317038
309.268204,178,8143.990402
303.494303,181,8145.696632
304.505706,179,8147.383924
306.708483,190,8149.171389
302.425701,187,8150.933425
300.321817,190,8152.720262
302.343121,168,8154.318262
303.117188,157,8155.795448
302.370299,187,8157.558889
310.810726,179,8159.2484
302.320583,187,8161.013874
300.992437,190,8162.804548
302.687155,190,8164.593241
303.191032,166,8166.15721
302.442818,168,8167.740738
307.427763,178,8169.417185
300.167514,182,8171.130649
311.101291,179,8172.822146
303.549281,190,8174.617973
302.434977,181,8176.325779
305.152261,181,8178.032119
308.951939,190,8179.823119
303.860263,154,8181.272763
303.360944,190,8183.062002
308.817734,178,8184.738427
302.104695,187,8186.5011
301.536897,154,8187.956625
304.23678,190,8189.74747
307.186838,190,8191.534544
307.065249,190,8193.323274
298.213242,182,8195.036394
311.6498,174,8196.674437
302.425339,168,8198.258112
311.103326,174,8199.896203
311.308809,174,8201.539698
302.706774,154,8202.992755
301.379182,187,8204.752681
299.975247,190,8206.54094
302.793655,190,8208.334794
304.924313,157,8209.818137
304.503251,181,8211.527244
298.870736,190,8213.319097
303.868219,185,8215.059695
300.56941,176,8216.718514
311.800897,174,8218.358528
310.396774,179,8220.048051
302.821704,181,8221.752059
304.384795,190,8223.546753
310.994769,174,8228.240364
305.914796,190,8230.041299
309.674341,174,8231.680367
299.599361,187,8233.447933
302.140596,190,8235.240569
308.280273,190,8237.032597
303.900461,179,8238.723763
304.138634,190,8240.515904
311.469597,179,8242.204635
302.283789,168,8243.790248
304.348518,157,8245.273877
304.277772,190,8247.074417
306.937387,190,8248.869704
301.867434,185,8250.616875
300.150299,176,8252.279908
306.146958,190,8254.072598
301.920864,185,8255.819997
300.047955,168,8257.404841
309.162004,190,8259.201659
303.298237,181,8260.909299
303.433765,154,8262.364621
299.584135,190,8264.154797
307.325383,178,8265.83846
303.175327,187,8267.604075
311.23931,174,8269.24376
306.671047,181,8270.95009
303.267406,181,8272.654696
304.224143,190,8274.443339
311.294611,179,8276.132033
304.679893,190,8277.925744
300.4112,190,8279.722966
303.315058,187,8281.486453
310.764812,179,8283.173946
308.41003,161,8284.692985
307.085704,178,8286.373988
304.497584,190,8288.166492
301.518091,187,8289.932922
303.096959,168,8291.516513
303.253407,181,8293.232093
311.616167,179,8294.922194
304.115179,190,8296.718238
308.877493,190,8298.512922
309.29411,174,8300.158989
306.337538,190,8301.953446
309.120103,161,8303.471502
302.018641,187,8305.233423
296.38767,182,8306.954944
299.629143,190,8308.749688
298.794721,190,8310.542585
298.071642,182,8312.263304
302.299062,185,8314.010259
307.589249,178,8315.688145
305.53964,157,8317.170961
305.163132,179,8318.861151
309.951331,190,8320.656518
299.834165,190,8322.452476
302.762279,190,8327.312496
303.591269,154,8328.765309
296.313571,190,8330.561218
297.99771,182,8332.281619
308.166041,178,8333.962865
302.596422,185,8335.70745
304.292725,185,8337.457368
297.354718,182,8339.174484
310.715482,174,8340.818023
300.994595,176,8342.47799
309.494618,161,8343.994832
301.911326,168,8345.577374
300.888541,166,8347.157675
301.427455,190,8348.947236
299.561058,182,8350.66653
297.439449,182,8352.386689
312.523273,179,8354.074729
298.525371,182,8355.791847
304.156934,179,8357.4837
304.405368,157,8358.966786
308.794335,178,8360.646561
301.435111,179,8362.335084
303.897135,190,8364.129388
297.453889,182,8365.843874
302.091697,166,8367.408189
311.989275,179,8369.097168
304.174075,157,8370.579469
295.642684,190,8372.367798
303.985452,190,8374.158026
305.569313,190,8376.080513
308.742531,190,8377.896667
309.314049,161,8379.440942
298.065858,182,8381.1807
300.56167,176,8382.863578
300.560749,176,8384.536179
302.610249,187,8386.306039
299.961529,176,8387.966952
303.309928,179,8389.656131
308.784991,190,8391.449881
302.767762,190,8393.242475
302.463052,181,8394.949831
304.650189,181,8396.6553
308.062819,161,8398.176295
302.465496,168,8399.761624
302.165893,168,8401.34926
302.879359,190,8403.141041
301.786065,168,8404.725758
302.670963,154,8406.180091
312.601923,179,8407.868442
301.750722,166,8409.436944
305.745587,190,8411.233928
303.397424,190,8413.033587
298.058399,190,8414.827698
304.816985,181,8416.536147
311.34706,174,8418.182629
305.013503,179,8419.874348
311.981433,174,8424.589054
301.092691,154,8426.044369
303.940137,185,8427.7935
304.611911,157,8429.275309
302.870177,185,8431.0244
298.664365,190,8432.816858
305.682371,190,8434.613098
299.482872,190,8436.405507
305.697365,178,8438.089856
301.203559,190,8439.885184
307.457987,178,8441.574224
300.83857,176,8443.239662
300.340708,176,8444.89951
303.605602,190,8446.691176
304.346265,190,8448.480381
309.123708,161,8450.000942
297.027541,182,8451.720037
301.807439,168,8453.304939
297.998168,182,8455.032319
302.366331,154,8456.487401
299.954382,190,8458.279109
310.80538,179,8459.965369
305.817461,190,8461.7568
309.232724,161,8463.277707
304.666039,190,8465.075045
303.461422,157,8466.558473
312.452464,179,8468.250244
301.708148,179,8469.940079
304.497328,190,8471.731216
300.418854,190,8473.52879
304.036239,190,8475.320595
303.467024,190,8477.115125
309.436803,174,8478.754128
301.278821,168,8480.336359
307.60847,178,8482.01519
305.297699,190,8483.808536
301.249407,168,8485.394988
312.043307,179,8487.082679
303.272706,168,8488.669859
303.795981,190,8490.462338
302.974083,166,8492.028504
303.758012,187,8493.791164
310.16906,161,8495.308767
306.450321,190,8497.099056
298.423423,176,8498.759252
295.641679,182,8500.474348
302.90376,179,8502.163349
305.000598,157,8503.641221
303.059178,190,8505.432758
311.446973,174,8507.072912
303.456881,168,8508.661099
310.049734,161,8510.181954
302.910731,168,8511.764647
308.109678,178,8513.440991
304.065392,179,8515.127173
305.310121,157,8516.607033
296.675962,182,8521.386195
299.638988,190,8523.182055
303.465825,185,8524.927412
308.444347,161,8526.445181
302.671652,157,8527.922597
301.806254,166,8529.486877
303.724314,190,8531.277141
311.368661,174,8532.919172
303.749131,190,8534.710417
303.115106,179,8536.397199
302.983168,190,8538.185981
303.801128,190,8539.972583
297.043747,190,8541.759434
297.644613,190,8543.548333
299.402291,190,8545.340884
299.23265,176,8547.017547
303.440641,190,8548.81347
302.628539,187,8550.5835
301.86203,154,8552.041009
301.489847,166,8553.609338
304.88742,190,8555.403732
304.435593,190,8557.198941
304.88644,190,8558.997664
307.351364,178,8560.680288
303.141759,190,8562.476044
303.737434,154,8563.931197
309.037957,161,8565.451394
304.788222,190,8567.247139
300.437178,176,8568.905854
297.286911,182,8570.6211
309.649174,161,8572.139561
306.101299,190,8573.935091
299.148089,190,8575.733579
302.986088,154,8577.187804
306.537797,190,8578.978726
307.756729,190,8580.769928
312.368318,179,8582.454946
300.200405,190,8584.245976
299.41374,190,8586.037782
305.127636,190,8587.829157
311.483426,174,8589.469957
307.860467,178,8591.148304
302.314652,187,8592.918993
302.514032,185,8594.665168
302.551856,190,8596.456912
303.842504,181,8598.161964
310.646735,174,8599.802668
304.520813,190,8601.594764
302.186383,190,8603.383719
303.942749,190,8605.172576
303.28093,154,8606.622803
302.753361,181,8608.327138
302.744378,181,8610.032753
308.85435,190,8611.82156
305.199455,179,8613.511646
303.412587,154,8614.96186
302.911934,190,8619.837481
308.668268,178,8621.5185
302.44308,181,8623.228431
307.728765,190,8625.020055
304.544305,190,8626.806997
301.476989,190,8628.5959
310.200044,179,8630.283223
304.073151,185,8632.027286
305.096541,190,8633.818287
300.42386,168,8635.400889
311.037882,174,8637.042338
303.932256,190,8638.833156
298.022068,176,8640.493469
297.653943,190,8642.285371
301.629993,190,8644.078811
303.516951,154,8645.533181
299.7343,190,8647.324172
308.19485,161,8648.84048
298.875226,182,8650.55719
301.343311,176,8652.219237
306.619167,190,8654.012446
304.291072,190,8655.80728
310.823574,179,8657.498579
304.044337,157,8658.98017
303.198523,154,8660.434747
306.99107,178,8662.121435
300.122176,176,8663.794787
303.117426,185,8665.550448
303.268592,187,8667.317212
305.198208,190,8669.113588
304.132162,157,8670.597146
303.249027,185,8672.342553
309.283982,161,8673.863379
309.569397,190,8675.657378
301.807232,179,8677.34979
309.600338,179,8679.043427
308.795785,161,8680.561046
303.448761,154,8682.013926
305.880983,190,8683.80941
297.164991,182,8685.525561
304.073235,190,8687.319297
304.156017,190,8689.111733
301.000932,190,8690.907949
306.341983,190,8692.701619
305.269116,190,8694.496487
307.656414,190,8696.288914
304.361947,190,8698.084956
307.854809,161,8699.607074
302.045259,181,8701.317048
300.86115,176,8702.980942
304.690482,157,8704.464847
302.060038,185,8706.212158
303.297839,157,8707.693432
301.578246,187,8709.458951
305.410186,190,8711.251087
309.251563,174,8715.980403
311.91587,179,8717.679775
302.505724,154,8719.136172
301.855708,179,8720.829322
305.251697,190,8722.628205
304.700126,190,8724.421426
302.045194,187,8726.19009
299.401198,176,8727.853773
311.379929,174,8729.4981
300.908324,166,8731.069274
303.464803,187,8732.835924
312.122977,179,8734.531895
308.751428,190,8736.32711
306.219202,190,8738.123261
309.563694,174,8739.772012
302.156456,181,8741.502318
304.418551,154,8742.956598
305.263744,190,8744.748925
303.675314,187,8746.515474
303.887024,190,8748.31046
299.018973,190,8750.10682
310.092132,174,8751.751319
304.454525,181,8753.463768
303.960319,179,8755.158074
302.470137,181,8756.869073
304.807941,157,8758.354391
303.784556,190,8760.151426
300.420252,168,8761.739088
303.665558,179,8763.433044
304.54086,185,8765.18608
305.38261,190,8766.979637
297.112774,190,8768.773702
303.444513,187,8770.539215
300.500465,190,8772.336209
303.610161,179,8774.025529
310.685218,174,8775.669755
303.849172,181,8777.377492
302.86443,181,8779.085885
306.658669,190,8780.879975
300.189353,190,8782.675737
300.414911,166,8784.241583
299.240005,190,8786.034325
307.107197,190,8787.829038
308.952036,190,8789.624484
312.001341,179,8791.31602
308.46272,178,8792.997549
301.503,166,8794.565178
303.628879,181,8796.274067
300.51855,187,8798.04522
308.702484,178,8799.73174
298.712845,190,8801.530131
298.479387,190,8803.325624
298.770045,190,8805.120459
303.48515,190,8806.915188
300.520329,168,8808.502043
311.549099,174,8810.150497
308.684383,190,8815.061913
309.324906,161,8816.573352
304.756628,185,8818.310242
303.596045,154,8819.755375
305.32893,190,8821.537315
308.192474,190,8823.31756
300.672866,190,8825.097923
299.162234,182,8826.805643
303.687502,181,8828.502794
297.488018,182,8830.206093
310.386943,190,8831.987032
301.057928,166,8833.551348
302.036954,179,8835.230439
300.42407,190,8837.012373
300.009338,176,8838.661326
309.88331,161,8840.170939
301.134427,190,8841.953609
305.527423,179,8843.630827
299.074696,190,8845.414583
311.360889,174,8847.047193
302.621577,187,8848.800123
300.180965,190,8850.583834
302.03836,166,8852.136025
304.820707,179,8853.813586
304.00047,166,8855.366826
303.933987,154,8856.807322
299.930786,190,8858.585361
303.297661,187,8860.336492
300.979388,166,8861.88991
305.686212,190,8863.667091
303.1481,185,8865.395125
305.525992,157,8866.865515
298.969145,182,8868.565559
308.44681,178,8870.233942
298.890595,190,8872.012253
299.469077,190,8873.790732
311.417019,174,8875.421063
300.89673,176,8877.069823
299.704175,190,8878.849557
309.88406,161,8880.359835
306.42368,190,8882.141194
302.071527,187,8883.891114
301.10585,154,8885.334422
301.027567,168,8886.90726
306.824674,190,8888.688211
308.553421,178,8890.359075
304.544463,190,8892.141731
305.13092,179,8893.824921
300.620984,179,8895.501065
311.40479,174,8897.127655
301.4532,176,8898.77587
301.163097,190,8900.556161
311.856156,174,8902.18252
303.191209,185,8903.913711
298.988929,190,8905.691471
300.934543,190,8910.513541
309.493407,178,8912.21002
309.151312,161,8913.73331
309.973818,190,8915.525903
304.620186,179,8917.215119
