#{"t_start": 1776947530.581552, "env_id": "None"}
r,l,t
303.142784,174,3718.869991
298.251853,190,3720.607492
298.570468,190,3722.351104
300.207695,190,3724.091698
302.298889,161,3725.560266
296.151963,154,3726.973651
297.929853,168,3728.516724
290.571271,182,3730.183237
298.945916,190,3731.924291
299.045777,190,3733.665129
299.895479,166,3735.186623
297.76296,190,3736.928657
299.565644,190,3738.671234
295.194873,179,3740.31291
298.265608,157,3741.752254
299.894511,168,3743.298633
298.098117,190,3745.054992
294.364426,182,3746.724572
302.770645,190,3748.472583
299.177793,190,3750.21472
295.50167,176,3751.830023
303.509971,161,3753.307102
295.705237,182,3758.025867
298.912443,181,3759.707692
297.961315,190,3761.470612
291.64724,176,3763.105867
294.605427,176,3764.73851
302.013893,190,3766.49723
305.081934,161,3767.987602
296.994355,176,3769.616557
298.39613,187,3771.348605
301.494894,174,3772.958209
297.813734,190,3774.715569
295.464773,190,3776.475875
298.064112,185,3778.189262
302.302131,161,3779.680972
299.186685,154,3781.105169
296.165696,190,3782.861895
306.046015,178,3784.506454
296.693671,154,3785.92982
297.832244,181,3787.605373
300.327343,185,3789.311091
299.925417,179,3790.97022
302.164549,190,3792.730041
301.552551,181,3794.405406
293.719603,182,3796.088694
298.090115,190,3797.848407
299.586328,190,3799.607813
298.804515,157,3801.059906
297.75007,168,3802.613443
301.804548,190,3804.369099
302.062056,166,3805.907403
294.160427,176,3807.534368
295.616782,176,3809.161833
299.760311,185,3810.877698
294.388164,182,3812.559862
303.75902,161,3814.050203
308.31775,179,3815.710804
299.648964,157,3817.16236
297.27452,176,3818.791647
300.43163,187,3820.522454
300.475983,168,3822.077478
297.119158,168,3823.636889
302.420893,190,3825.395799
297.866418,190,3827.153352
294.007014,176,3828.783825
299.413317,190,3830.545135
299.122455,181,3832.224335
298.729199,190,3833.986367
298.159644,187,3835.719204
301.231534,185,3837.434076
296.053469,190,3839.197871
299.611691,179,3840.863216
300.324656,190,3842.635045
295.239489,176,3844.272745
298.578606,166,3845.812421
305.515163,174,3847.426002
292.255387,176,3849.062585
305.848968,174,3853.725321
302.384373,185,3855.447114
305.243531,161,3856.941358
305.116722,178,3858.599036
298.713227,190,3860.367018
306.704715,179,3862.028291
305.42207,161,3863.525594
306.803321,174,3865.143116
306.347676,161,3866.64048
298.346492,181,3868.324188
303.530622,161,3869.824808
304.308965,179,3871.486782
300.117425,190,3873.249642
307.419452,161,3874.745075
303.678835,178,3876.396687
306.621186,161,3877.894432
300.429145,168,3879.454723
300.488956,185,3881.173876
299.914331,166,3882.71245
300.054205,154,3884.139325
302.37564,157,3885.603032
299.50281,187,3887.341648
298.498893,168,3888.899438
301.864261,190,3890.662155
297.576306,176,3892.302096
307.159247,174,3893.924123
306.391058,161,3895.424673
302.880412,178,3897.078851
304.993416,178,3898.730786
305.811176,178,3900.38411
300.907543,190,3902.150458
308.511232,174,3903.761317
298.006234,157,3905.217737
300.325801,181,3906.896454
297.189827,185,3908.61602
300.230731,179,3910.273684
302.525523,157,3911.729473
299.537484,190,3913.495445
305.600126,190,3915.259557
298.889659,190,3917.023354
305.106287,178,3918.674104
301.055394,179,3920.337518
297.192813,154,3921.76219
303.478191,190,3923.525248
295.577927,154,3924.9546
299.884498,157,3926.416239
299.071625,181,3928.100941
306.463443,174,3929.714464
302.47144,157,3931.178617
300.506436,181,3932.883218
301.583104,187,3934.631005
300.98535,190,3936.395181
299.999967,179,3938.054339
302.26022,190,3939.816761
295.652963,182,3941.506383
301.247812,190,3943.266544
300.238479,168,3944.830371
297.960586,190,3949.64223
302.426416,157,3951.098548
295.463894,176,3952.733478
300.191432,166,3954.275002
300.320085,190,3956.036999
293.458795,182,3957.73188
299.595113,181,3959.422435
296.0353,182,3961.121538
301.470113,157,3962.582408
299.803283,179,3964.24588
297.304021,190,3966.013213
300.143319,190,3967.77622
301.61271,185,3969.493059
300.67622,157,3970.950007
298.460049,179,3972.611653
299.082874,166,3974.153671
301.538727,185,3975.870795
296.346717,190,3977.628972
298.294095,166,3979.166337
300.406326,190,3980.929589
300.612431,190,3982.688919
299.693043,166,3984.227157
300.712896,157,3985.684203
305.930995,174,3987.296627
295.463437,176,3988.927433
306.309843,190,3990.689195
307.391175,179,3992.353756
298.710635,190,3994.117825
297.44499,176,3995.750116
300.760209,187,3997.482544
299.299704,179,3999.140861
298.992727,185,4000.86194
304.8519,190,4002.62659
301.992855,185,4004.343574
302.171105,190,4006.109476
304.371405,161,4007.603718
300.883615,168,4009.157645
298.764978,179,4010.819407
298.446248,190,4012.577886
299.974233,187,4014.314713
306.591945,174,4015.925104
299.886284,181,4017.598545
301.092172,157,4019.054954
305.925204,179,4020.715
300.857363,190,4022.479833
302.32263,190,4024.241554
305.646166,161,4025.73665
293.278318,182,4027.426236
305.323707,178,4029.075229
297.832946,179,4030.735915
300.175252,168,4032.29453
295.872457,190,4034.070894
306.691034,174,4035.689239
295.632413,190,4037.45843
300.805546,154,4038.889746
307.213962,174,4040.51075
299.068876,179,4045.300571
297.938753,190,4047.070998
297.413848,190,4048.838419
305.833733,178,4050.491032
308.130068,174,4052.102352
297.0898,181,4053.781999
293.778204,182,4055.469001
297.924687,190,4057.234232
306.060213,178,4058.891499
299.284733,181,4060.573149
303.752513,178,4062.229784
296.848874,190,4063.992754
301.199045,187,4065.725634
307.008451,190,4067.491213
305.133974,190,4069.253289
305.335317,190,4071.021733
300.834014,190,4072.783908
304.774289,179,4074.448731
299.528171,187,4076.184772
303.582494,178,4077.841303
299.165026,190,4079.605759
299.335518,168,4081.164665
298.107991,190,4082.930964
299.728678,154,4084.363707
305.223352,190,4086.133784
299.68043,154,4087.559182
301.504118,190,4089.323521
308.399911,179,4090.986085
302.970151,157,4092.444779
306.923309,161,4093.940673
300.700492,181,4095.624966
302.110224,190,4097.393392
300.87691,168,4098.959826
292.970351,182,4100.652633
297.962607,176,4102.287107
298.162001,182,4103.981552
303.094655,157,4105.438884
302.250729,185,4107.157214
297.56654,190,4108.923187
299.880327,166,4110.469158
294.307355,182,4112.156998
302.224281,190,4113.913821
296.868697,190,4115.671112
298.630744,187,4117.405128
301.20683,166,4118.95256
297.066506,176,4120.588354
302.777319,157,4122.044494
297.382732,190,4123.826919
300.653635,154,4125.25743
302.810468,190,4127.025119
302.404737,168,4128.581841
300.507146,190,4130.345304
297.180891,190,4132.107463
297.76924,176,4133.742473
307.42148,174,4135.355287
299.493354,187,4137.092276
306.238881,178,4141.837275
295.789028,190,4143.604646
298.093655,168,4145.165594
301.002181,185,4146.892018
308.397849,174,4148.510289
299.582905,168,4150.069196
295.870037,190,4151.841963
299.832037,190,4153.621611
298.450865,187,4155.365572
305.010184,178,4157.019716
305.842748,179,4158.687685
302.015157,185,4160.404794
299.233098,168,4161.967064
299.040233,190,4163.73471
297.227922,190,4165.49373
295.722366,190,4167.258178
306.104049,174,4168.878597
306.236011,178,4170.534237
300.55387,190,4172.299209
307.381579,174,4173.919627
308.845986,174,4175.537711
299.999173,190,4177.313277
301.041193,190,4179.081455
304.137107,190,4180.848692
306.080294,161,4182.345916
301.163371,190,4184.112387
300.922514,190,4185.889569
302.802612,157,4187.351076
300.662513,181,4189.032534
302.099865,161,4190.535936
297.188065,190,4192.309207
301.585084,157,4193.773632
302.601526,190,4195.542542
300.47548,168,4197.104939
295.42669,176,4198.740444
305.986385,190,4200.513192
305.747133,178,4202.177065
301.232135,190,4203.943987
299.879265,179,4205.610384
301.360575,166,4207.15677
301.059103,185,4208.878511
300.102482,179,4210.544388
301.502076,187,4212.2832
300.630525,190,4214.048921
306.300646,190,4215.812823
304.380541,178,4217.466718
305.645957,178,4219.119896
301.168643,190,4220.885574
300.788054,190,4222.654627
298.527745,190,4224.421294
306.255065,174,4226.041375
306.445735,161,4227.547101
301.806952,154,4228.982152
305.522145,161,4230.479661
301.667199,179,4232.147534
307.236163,161,4236.645748
306.55584,190,4238.419579
303.959169,190,4240.18218
303.377176,161,4241.681148
299.835453,187,4243.427885
296.05948,190,4245.194242
301.563904,157,4246.660201
301.371241,179,4248.325871
303.679066,157,4249.783706
299.233603,154,4251.213673
299.6239,179,4252.878442
302.452053,190,4254.646447
301.657507,179,4256.308045
300.788578,166,4257.853132
306.021472,178,4259.505887
301.525546,168,4261.066816
310.427808,174,4262.684755
296.681166,182,4264.379463
302.344106,190,4266.148668
299.219297,168,4267.71211
299.873136,154,4269.145329
307.680132,174,4270.758892
300.967339,181,4272.436272
308.701682,178,4274.096479
301.033992,190,4275.867451
298.132068,176,4277.503837
300.885097,190,4279.271066
305.730695,190,4281.038199
308.585589,174,4282.661239
295.900606,182,4284.35194
299.468078,190,4286.122106
303.143843,190,4287.885763
299.655819,181,4289.578341
300.240372,166,4291.122246
306.00247,174,4292.746686
300.501435,168,4294.319313
307.13308,161,4295.819981
301.54944,187,4297.564677
301.359158,190,4299.337916
297.781769,190,4301.107857
302.982984,154,4302.543064
308.52075,174,4304.166401
302.507165,181,4305.846523
306.894798,179,4307.5098
294.411451,190,4309.280276
298.869664,166,4310.825945
302.226469,190,4312.598319
300.73011,181,4314.287437
299.940632,190,4316.061
297.02595,190,4317.828415
300.7632,190,4319.621125
298.685831,179,4321.290607
295.545825,190,4323.061575
295.992054,182,4324.754076
299.147968,187,4326.4965
307.338481,161,4327.992447
303.053276,190,4332.847212
306.768722,174,4334.470193
304.327678,190,4336.241767
304.139328,157,4337.700049
306.851026,161,4339.20378
300.251619,187,4340.941715
295.47061,182,4342.634617
301.965184,190,4344.402074
300.494049,187,4346.141659
301.169174,190,4347.908787
298.910853,166,4349.452667
306.842693,161,4350.951737
303.498145,157,4352.41668
301.158904,181,4354.101074
299.898921,190,4355.870521
302.471886,190,4357.637382
297.305986,190,4359.407175
300.78966,187,4361.150377
305.06046,178,4362.808676
300.672059,187,4364.550143
301.441565,179,4366.219959
297.906669,190,4367.990069
306.719673,178,4369.647139
297.465091,190,4371.41626
303.033213,166,4372.959746
301.111432,190,4374.727216
306.046698,190,4376.495263
302.409441,154,4377.92989
308.998455,179,4379.595099
303.241393,157,4381.053562
297.423839,176,4382.687279
296.825005,176,4384.320824
305.038884,190,4386.087165
303.025038,179,4387.749996
299.996132,181,4389.432067
298.644319,154,4390.862761
302.729578,190,4392.629857
302.188882,190,4394.404523
308.630778,174,4396.02004
300.036315,179,4397.687573
308.871831,179,4399.35035
307.58176,174,4400.974215
299.331361,176,4402.617128
297.156006,190,4404.384288
306.163818,178,4406.040788
306.27792,190,4407.806275
299.151594,154,4409.244568
305.745734,178,4410.908427
298.057297,190,4412.680244
300.353472,157,4414.141848
307.354986,178,4415.794269
300.61012,166,4417.339144
302.024989,187,4419.085198
301.819865,190,4420.855915
300.222215,187,4422.599675
298.570967,176,4424.240604
297.534829,154,4425.673817
299.647857,176,4430.407599
308.089612,179,4432.064087
294.44721,190,4433.817023
299.415325,190,4435.577012
299.005027,190,4437.328847
297.154068,176,4438.955426
298.779966,168,4440.513368
299.017698,190,4442.277671
305.209932,161,4443.764293
299.826381,166,4445.30207
301.176085,190,4447.06107
300.536771,179,4448.721911
307.839419,174,4450.334285
308.987825,174,4451.941797
307.640269,179,4453.603719
309.482381,179,4455.260372
302.892373,185,4456.97308
301.027854,168,4458.518657
302.074042,187,4460.248487
309.186036,179,4461.902388
308.467857,179,4463.553557
307.76601,174,4465.165926
302.035405,179,4466.814964
308.438367,174,4468.421169
306.335032,190,4470.173165
306.765837,178,4471.820639
301.914078,190,4473.567689
305.560653,190,4475.329267
299.628647,157,4476.786622
306.97934,190,4478.552949
300.858908,181,4480.227108
305.200657,178,4481.881524
297.512123,190,4483.6329
302.305446,190,4485.394092
307.351612,179,4487.052488
307.051455,179,4488.713533
300.038512,187,4490.438595
301.643114,190,4492.195569
299.859405,190,4493.946832
304.934366,161,4495.436336
298.082322,190,4497.19613
306.876171,161,4498.683907
301.374885,187,4500.411284
302.262356,190,4502.172214
306.182741,178,4503.820318
299.202255,190,4505.575117
298.305128,190,4507.326622
302.88793,181,4508.995988
301.962463,190,4510.751836
298.178916,176,4512.398334
297.983347,176,4514.017812
300.067079,166,4515.552677
305.668888,178,4517.192489
302.752828,157,4518.643857
298.476051,154,4520.071754
306.946962,178,4524.871831
298.960274,154,4526.309369
296.73556,176,4527.952444
300.053968,179,4529.621953
303.329112,185,4531.354912
303.281937,157,4532.821424
296.256104,182,4534.52007
300.565111,190,4536.296589
301.080508,181,4537.989158
304.181134,190,4539.761496
299.093291,176,4541.397521
300.724297,154,4542.835725
302.478429,190,4544.603122
296.958897,182,4546.295935
303.187381,190,4548.06023
305.556828,178,4549.714883
309.832596,179,4551.380872
300.717571,179,4553.043782
307.687021,161,4554.539752
306.709206,190,4556.306734
302.606176,190,4558.075689
306.369247,190,4559.846049
303.131004,181,4561.528514
299.361742,168,4563.091147
302.716332,190,4564.858056
304.128643,181,4566.541116
302.303099,185,4568.260864
300.54512,187,4569.994869
302.521897,157,4571.450885
301.799696,179,4573.120646
303.29896,190,4574.887947
302.67384,185,4576.611732
299.970945,176,4578.246716
303.698665,157,4579.700309
301.157554,181,4581.378751
295.897892,190,4583.146688
306.346443,161,4584.643523
299.610355,154,4586.07329
300.926363,190,4587.8398
301.48877,185,4589.559124
305.321703,190,4591.325212
302.843345,157,4592.78897
308.207984,161,4594.28944
301.780787,190,4596.053452
303.323991,181,4597.739087
294.722265,182,4599.434505
309.898725,174,4601.054074
302.319365,179,4602.71905
301.734063,185,4604.438724
300.378208,168,4606.003385
300.342666,166,4607.546324
302.058364,185,4609.266
302.735071,157,4610.729874
302.511655,190,4612.499098
301.819973,185,4614.222019
302.168965,168,4615.784848
299.787741,190,4617.553138
297.738512,182,4622.315688
301.018183,190,4624.065355
300.662479,168,4625.613986
297.410021,176,4627.242548
306.179479,190,4628.996788
301.948732,181,4630.663692
302.556754,190,4632.413635
301.533411,179,4634.068789
302.314863,179,4635.727511
295.263385,182,4637.403239
307.108656,179,4639.053742
307.998261,190,4640.809899
302.629169,187,4642.537328
295.971616,182,4644.221427
301.931195,168,4645.77103
303.737078,190,4647.530145
301.706277,166,4649.064296
302.60235,181,4650.7408
307.638384,190,4652.504193
297.905406,176,4654.125062
300.130388,176,4655.748778
296.907075,190,4657.499623
301.65933,181,4659.172742
303.915882,190,4660.925472
302.103637,179,4662.577004
303.336792,166,4664.109846
299.457613,168,4665.666425
303.144028,190,4667.424905
307.424209,178,4669.076676
297.476727,190,4670.835204
301.725243,190,4672.592611
301.545203,190,4674.348433
306.269642,161,4675.837382
302.056904,190,4677.593768
301.239867,168,4679.145505
309.098111,178,4680.79032
301.508315,187,4682.515378
302.66798,190,4684.275448
305.842349,161,4685.764295
299.711418,154,4687.191345
309.275138,174,4688.798162
305.350729,190,4690.55801
310.117447,161,4692.049794
301.693016,187,4693.790648
301.848887,190,4695.539759
294.394244,182,4697.223149
306.773629,190,4698.985195
308.547373,161,4700.476875
308.547795,179,4702.131707
299.535408,166,4703.667822
301.086383,190,4705.421198
297.82735,190,4707.192869
298.641602,168,4708.747911
301.150374,179,4710.406119
303.883389,190,4712.164076
309.377612,161,4716.662236
298.472872,190,4718.430513
297.893039,190,4720.198473
298.666918,190,4721.965516
299.241774,176,4723.605139
310.073758,161,4725.107378
297.992406,166,4726.651633
299.292323,187,4728.387015
301.500051,179,4730.079907
298.973523,190,4731.864539
301.468041,185,4733.606751
310.290249,174,4735.243945
307.35782,161,4736.764393
301.203039,190,4738.559016
305.045774,157,4740.035832
302.432658,185,4741.783805
302.052744,166,4743.351838
309.4889,179,4745.036103
306.918378,161,4746.553069
307.137738,161,4748.066161
301.61888,190,4749.863177
300.269841,154,4751.322689
299.446574,187,4753.095172
307.405916,190,4754.890442
309.407451,179,4756.580061
301.6078,190,4758.367642
308.667824,174,4760.0076
298.894246,176,4761.663996
306.300787,179,4763.356121
303.030054,157,4764.835698
298.888905,190,4766.626896
300.8277,187,4768.387956
301.968758,179,4770.082186
303.883993,185,4771.829388
308.552963,174,4773.470097
302.70122,190,4775.259846
301.707473,157,4776.738829
296.627556,182,4778.452804
307.001303,179,4780.142508
306.380948,174,4781.778791
302.498406,190,4783.572242
301.427062,190,4785.363941
301.400137,190,4787.153295
301.763373,179,4788.837799
307.274945,161,4790.35771
300.06293,190,4792.141068
293.972991,182,4793.852712
303.071943,190,4795.63657
302.429093,168,4797.218328
299.317626,190,4799.001314
297.681869,190,4800.792485
309.344131,179,4802.479816
303.174414,190,4804.268548
302.902764,190,4806.055109
301.362256,187,4807.813573
300.942975,166,4809.374998
304.427288,157,4814.045575
309.562837,161,4815.570651
302.903321,157,4817.04744
301.062981,168,4818.630696
301.093484,190,4820.42383
295.530116,190,4822.213864
307.54084,161,4823.72763
310.111302,174,4825.360823
299.653302,190,4827.151455
301.315825,190,4828.935947
296.442337,190,4830.727857
301.795503,179,4832.409658
301.644457,181,4834.115989
302.186149,179,4835.800801
298.658627,154,4837.250268
302.963921,190,4839.045228
302.326621,187,4840.807362
297.704277,190,4842.595568
302.836388,179,4844.282532
309.244751,161,4845.800453
309.062849,174,4847.434997
302.200914,190,4849.220582
302.697714,157,4850.701214
305.577706,190,4852.495199
302.610822,190,4854.29018
303.549064,185,4856.037528
308.726718,174,4857.676426
300.612577,166,4859.237395
306.625391,178,4860.919627
305.581854,190,4862.706269
306.758141,190,4864.49794
300.822787,166,4866.062327
301.187766,179,4867.749859
308.596726,179,4869.435046
296.081562,182,4871.149425
309.495615,179,4872.840106
305.934264,190,4874.634708
298.295943,176,4876.292841
299.627847,190,4878.085684
300.583266,168,4879.665506
297.144236,182,4881.384177
299.363367,168,4882.96691
308.388249,161,4884.486862
298.12199,190,4886.295322
302.752176,168,4887.880763
300.242997,176,4889.53715
299.120301,154,4890.990235
302.867307,181,4892.69368
306.81502,190,4894.485095
300.954865,179,4896.172685
297.703174,154,4897.62332
302.661602,185,4899.368576
301.956961,179,4901.05506
303.246692,179,4902.740584
309.949183,179,4904.428777
300.406567,185,4906.166991
303.035331,190,4911.057915
303.270114,181,4912.787761
298.006684,176,4914.452926
301.070584,181,4916.161913
301.701115,190,4917.969522
302.969029,190,4919.761711
301.437056,190,4921.55271
302.709294,168,4923.135541
307.365166,190,4924.930261
309.270425,174,4926.571726
301.725369,166,4928.142295
302.04463,179,4929.838808
307.847208,190,4931.634684
302.073329,190,4933.426744
307.263989,161,4934.947065
299.290336,190,4936.744028
298.128265,176,4938.403707
308.554494,161,4939.918265
301.97238,190,4941.707967
302.519133,179,4943.39732
298.559296,176,4945.055113
304.42679,190,4946.848279
300.782746,168,4948.437987
301.08774,166,4950.002549
300.786662,154,4951.456473
303.068813,190,4953.248206
300.182919,168,4954.833218
302.284221,190,4956.623306
301.132903,190,4958.41801
310.780719,179,4960.111092
302.707146,185,4961.85521
306.250171,178,4963.535063
301.813569,181,4965.240586
301.900435,166,4966.806014
303.336365,185,4968.548975
299.484521,190,4970.345698
302.113783,190,4972.143729
298.092028,190,4973.933776
300.76083,179,4975.61632
300.996467,168,4977.199123
295.563781,182,4978.914711
301.714552,168,4980.495369
301.850416,190,4982.287652
303.377313,190,4984.079842
304.711096,157,4985.560891
303.213441,190,4987.350642
305.753008,178,4989.024493
298.886809,176,4990.678687
304.682098,157,4992.159362
306.779592,190,4993.953089
303.661985,190,4995.741268
302.405418,190,4997.531913
301.097269,154,4998.987043
297.479304,190,5000.77395
305.855505,190,5002.562821
302.260997,190,5004.354898
299.590877,190,5009.29643
302.420951,181,5011.010366
303.897123,190,5012.806453
301.723073,179,5014.496738
302.260262,190,5016.292146
308.799498,174,5017.934418
309.669855,179,5019.620759
302.800973,168,5021.201691
302.483332,179,5022.885593
301.549404,190,5024.676646
301.997995,157,5026.159221
296.992509,182,5027.873686
297.567313,190,5029.663629
301.079363,154,5031.114128
302.14357,190,5032.904139
310.109781,174,5034.543229
298.822556,176,5036.204125
298.257391,190,5037.993386
303.256088,190,5039.785977
303.423713,190,5041.577105
297.448507,190,5043.36867
299.59643,168,5044.949953
308.234144,190,5046.745347
297.788372,190,5048.534541
303.50051,190,5050.326935
299.659254,166,5051.890539
296.818477,182,5053.605703
311.17324,174,5055.244461
307.004925,190,5057.035475
297.315995,182,5058.746771
304.64231,157,5060.226922
309.802163,161,5061.743382
306.375863,178,5063.421329
307.404169,190,5065.212814
306.937155,178,5066.887886
307.838673,161,5068.408292
305.962034,190,5070.205599
304.886272,190,5071.997778
302.488155,181,5073.704297
299.320571,176,5075.358014
301.557887,168,5076.957622
301.999741,185,5078.70687
306.718091,178,5080.389482
303.311659,185,5082.136231
308.345938,179,5083.830059
308.564068,161,5085.349362
300.941115,185,5087.091452
300.567059,176,5088.748576
309.515977,174,5090.395355
307.829902,174,5092.042311
298.015569,190,5093.833523
309.414176,174,5095.471158
301.190224,179,5097.158567
296.710434,190,5098.946112
302.353509,179,5100.631634
299.665468,190,5102.422495
299.358717,176,5107.239606
301.062588,187,5109.001951
302.328224,179,5110.688909
300.18281,154,5112.137841
298.206722,190,5113.925315
302.794788,179,5115.611996
303.105574,190,5117.401217
302.672182,190,5119.189019
301.458928,187,5120.946705
297.852259,190,5122.733863
301.237027,190,5124.522584
306.951849,179,5126.20971
299.376734,154,5127.662001
299.969176,168,5129.244405
306.969305,178,5130.923504
302.285378,181,5132.623242
303.854189,157,5134.100253
304.584116,190,5135.885962
307.397763,178,5137.559929
308.257223,161,5139.077196
299.282221,190,5140.869537
300.785762,187,5142.630397
298.281153,190,5144.421953
307.234078,178,5146.098127
299.574111,190,5147.888912
306.75235,161,5149.406275
299.574188,179,5151.092418
303.035278,157,5152.574727
298.950777,190,5154.362517
306.651309,174,5155.998722
296.883121,182,5157.709793
299.056105,190,5159.500017
298.146349,190,5161.289485
300.741899,181,5162.992152
301.462407,190,5164.783131
297.589014,190,5166.572342
301.657968,190,5168.359628
300.586491,166,5169.919894
308.918011,174,5171.558942
299.205166,176,5173.223628
299.521616,166,5174.794675
308.455298,179,5176.481564
308.65663,174,5178.120403
297.937874,166,5179.679901
306.936917,179,5181.370121
295.657791,190,5183.159211
297.503685,182,5184.876493
304.700813,190,5186.670458
299.131075,190,5188.468649
305.433923,190,5190.259146
308.004485,161,5191.783497
306.079915,178,5193.462222
297.580821,190,5195.249536
302.532407,157,5196.722703
308.787143,179,5198.415127
306.276138,178,5203.209306
307.856018,179,5204.901853
299.461666,154,5206.354194
301.427211,187,5208.118318
301.591478,187,5209.883888
308.413409,179,5211.57275
303.331006,181,5213.277046
306.988382,178,5214.952345
301.904449,154,5216.402986
301.327335,154,5217.853349
302.741565,185,5219.593678
306.146489,178,5221.26759
302.99714,190,5223.054576
302.179616,190,5224.847118
301.790182,179,5226.530152
302.862291,157,5228.009626
300.20655,176,5229.667824
301.018746,154,5231.122655
307.727698,178,5232.804386
301.568363,154,5234.258682
302.261695,190,5236.053402
302.624192,190,5237.846467
308.915671,179,5239.53569
301.872707,166,5241.1052
299.186139,190,5242.895468
306.317403,190,5244.690647
296.457199,182,5246.40819
302.618029,190,5248.198799
306.637013,161,5249.716945
302.091932,185,5251.461204
302.972612,190,5253.254511
307.152335,178,5254.930533
300.001237,154,5256.381066
302.215022,190,5258.175986
305.011423,190,5259.968891
308.799015,161,5261.48639
300.744374,179,5263.176481
300.135496,154,5264.628884
300.106426,179,5266.313058
303.837544,190,5268.099737
310.036709,174,5269.742731
303.355059,179,5271.428413
303.739989,190,5273.220198
297.217193,176,5274.882952
309.465259,174,5276.53979
298.863187,176,5278.201966
301.644246,185,5279.94827
302.949679,190,5281.735906
305.268832,161,5283.250377
302.956373,157,5284.731979
298.595483,190,5286.519184
302.361296,190,5288.314731
301.058591,154,5289.770336
301.498595,166,5291.336865
299.161979,190,5293.131156
301.669569,187,5294.901163
305.283188,190,5296.695867
304.897092,190,5301.576877
299.591363,154,5303.026681
301.24225,187,5304.783236
296.864108,190,5306.568866
300.770923,176,5308.215967
308.76944,179,5309.924989
301.210093,168,5311.509957
300.414726,154,5312.957111
307.055116,190,5314.740863
303.407878,181,5316.44621
306.793467,161,5317.958438
308.371111,179,5319.638706
298.472936,190,5321.424328
311.322965,174,5323.056835
307.76721,178,5324.724316
302.414198,157,5326.192286
300.317925,190,5327.975067
301.559453,166,5329.531567
303.365767,190,5331.318637
300.488566,168,5332.895828
302.754028,181,5334.595871
309.323206,174,5336.228524
304.504057,190,5338.006543
302.663671,190,5339.792974
302.648347,181,5341.492006
299.627791,190,5343.268404
299.462227,190,5345.046993
308.298204,178,5346.712563
311.017363,179,5348.388293
302.373948,190,5350.170159
303.067514,190,5351.9481
303.802004,187,5353.701132
307.668251,179,5355.383936
301.403621,185,5357.114995
304.787134,181,5358.815222
300.45161,185,5360.548173
303.468775,168,5362.123901
303.018673,190,5363.903925
302.423868,187,5365.658021
300.691708,166,5367.215308
301.854362,166,5368.768951
301.036579,166,5370.328104
308.210048,190,5372.11145
306.363822,178,5373.780342
304.489569,190,5375.559866
299.152439,190,5377.347514
300.485768,176,5379.006967
301.264221,176,5380.66837
301.366687,181,5382.36614
303.921835,190,5384.147544
304.689281,190,5385.929451
302.43934,168,5387.507917
303.021212,185,5389.237167
308.815717,190,5391.020506
301.520694,181,5392.721798
300.827595,168,5394.296726
302.657766,190,5399.139253
301.670472,166,5400.704689
297.608271,190,5402.493407
302.265538,185,5404.229154
307.720992,161,5405.74073
302.505559,190,5407.523782
297.671593,190,5409.307352
301.809854,154,5410.760529
296.674892,182,5412.477266
304.430181,190,5414.266111
302.885206,181,5415.959151
299.603426,190,5417.741653
301.731983,190,5419.523894
308.834899,179,5421.197585
300.367366,187,5422.947977
303.943558,190,5424.724453
302.568715,181,5426.424642
300.942918,154,5427.868972
303.798391,190,5429.659738
304.371715,190,5431.443796
304.944501,190,5433.235506
307.777016,161,5434.750434
302.772637,154,5436.195958
301.570852,185,5437.928998
303.678562,185,5439.673115
302.792929,157,5441.154065
302.516586,187,5442.905876
301.134099,187,5444.660816
301.057836,187,5446.420407
301.931781,190,5448.202322
304.100843,190,5449.991956
304.344729,190,5451.776495
304.113969,190,5453.568447
299.603155,176,5455.218244
298.966609,154,5456.66598
300.915818,179,5458.345812
303.887359,190,5460.134071
303.687379,157,5461.601952
308.974672,174,5463.2371
303.953973,185,5464.972489
304.690837,157,5466.455909
303.385877,190,5468.25742
300.00677,190,5470.039127
301.012569,166,5471.595021
298.865778,190,5473.38992
303.291042,179,5475.074651
302.50459,185,5476.811568
301.976241,179,5478.491307
303.068275,157,5479.964594
303.389137,190,5481.749255
305.192675,190,5483.5283
303.650298,181,5485.230015
303.317744,179,5486.916807
302.743063,185,5488.660337
301.191914,166,5490.221442
302.272828,190,5495.144611
300.741795,166,5496.719429
303.428036,190,5498.513448
299.637181,187,5500.279954
297.757129,190,5502.071487
311.431897,179,5503.754544
302.302397,190,5505.539425
303.353238,157,5507.013148
301.264298,179,5508.692765
296.707449,182,5510.405257
301.969745,166,5511.96486
305.972296,190,5513.75151
310.715396,174,5515.387235
299.879115,154,5516.835123
301.366584,166,5518.395817
309.449371,174,5520.033557
307.145829,161,5521.547006
301.524818,187,5523.311078
298.31557,154,5524.75844
300.070123,154,5526.205578
300.758322,168,5527.779797
303.443184,185,5529.524223
302.124028,187,5531.277835
305.971102,190,5533.064959
308.096554,161,5534.577387
298.562727,190,5536.364318
309.242995,179,5538.044171
308.531842,178,5539.717818
306.954642,178,5541.382687
302.032684,168,5542.96428
296.320887,182,5544.680702
302.872252,168,5546.265346
301.6004,154,5547.71635
302.938437,190,5549.500941
308.181896,161,5551.014135
309.477432,161,5552.523648
307.112196,161,5554.041194
302.136778,181,5555.745912
310.762267,179,5557.426444
303.881975,185,5559.17029
301.518853,176,5560.827205
296.289199,182,5562.540953
301.817747,168,5564.117344
301.52369,187,5565.869845
296.429654,182,5567.572604
