Fecha;Dias_Plantacion;GDU_Acumulado;Temp_Max_C;Temp_Min_C;Temp_Suelo_C;Humedad_Relativa_pct;Velocidad_Viento_ms;Precipitacion_Hoy_mm;ETo_mm;Riego_Recomendado_mm;Precip_Manana_mm;ETo_Manana_mm;Precio_Agua_Hoy
01/01/2005;0;0,0000;0,1500;-1,9800;0,0000;100,0000;0,9400;0,0000;0,2600;0,0000;0,9550;0,2505;0,0551
02/01/2005;0;0,0000;3,2900;-2,3800;0,0000;100,0000;1,0500;0,0000;0,2500;0,0000;0,0000;0,2571;0,0325
03/01/2005;0;0,0000;6,2300;-4,3100;0,0000;97,1400;0,8800;0,0000;0,2900;0,0000;0,4460;0,2814;0,0234
04/01/2005;0;0,0000;6,5400;-5,1100;-0,5550;93,3000;0,9100;0,0000;0,3100;0,0000;0,4150;0,2732;0,0200
05/01/2005;0;0,0000;-0,1900;-3,7800;-0,7875;99,2000;0,6800;0,0000;0,2800;0,0000;0,2290;0,3615;0,0347
06/01/2005;0;0,0000;7,6800;-5,1100;-0,9375;96,9000;0,7700;0,0000;0,3300;0,0000;0,4860;0,2776;0,0397
07/01/2005;0;0,0000;2,1500;-4,7700;-0,9900;98,5000;0,6800;0,0000;0,2900;0,0000;0,5800;0,2681;0,0452
08/01/2005;0;0,0000;-0,9100;-3,7800;-1,3675;100,0000;0,9500;0,0000;0,2600;0,0000;0,0960;0,2040;0,0248
09/01/2005;0;0,0000;-1,1800;-6,1800;-2,0075;100,0000;0,7200;0,0000;0,2200;0,0000;0,1080;0,2536;0,0356
10/01/2005;0;0,0000;-2,8500;-6,3800;-2,9450;99,9000;0,5800;0,0000;0,2500;0,0000;0,7590;0,3765;0,0439
11/01/2005;0;0,0000;-0,3100;-4,2500;-3,2375;100,0000;0,4400;0,0000;0,2900;0,0000;0,3690;0,3555;0,0690
12/01/2005;0;0,0000;3,6900;-0,3800;-2,2550;100,0000;0,6000;0,5200;0,3300;0,0000;3,5310;0,3073;0,0432
13/01/2005;0;0,0000;5,5500;2,6900;-0,2100;100,0000;0,7000;3,1000;0,3700;0,0000;0,3880;0,3488;0,0413
14/01/2005;0;0,0000;7,0100;2,8200;2,1325;99,9000;1,1000;0,0000;0,3700;0,0000;0,0000;0,4865;0,0235
15/01/2005;0;0,0000;6,5400;0,4900;3,6925;97,4000;1,1600;0,0000;0,4400;0,0000;0,0000;0,4029;0,0336
16/01/2005;0;0,0000;9,2000;-2,5100;3,7125;89,9000;0,7600;0,0000;0,4900;0,0000;0,0000;0,3829;0,0476
17/01/2005;0;0,0000;8,7400;-4,3100;2,8525;92,3000;0,8500;0,0000;0,4700;0,0000;0,3800;1,0815;0,0289
18/01/2005;0;0,0000;8,2800;-3,5800;2,4800;82,0000;4,1400;0,0000;0,9500;0,0000;0,2230;1,1135;0,0308
19/01/2005;0;0,0000;9,8100;-0,1100;2,6700;78,2000;4,4500;0,0000;1,1900;0,0000;0,1760;1,0825;0,0469
20/01/2005;0;0,0000;13,6000;-2,2500;3,5075;74,9000;1,2800;0,0000;0,9800;0,0000;1,5750;0,4511;0,0492
21/01/2005;0;0,0000;6,4100;-5,1800;3,2875;88,7000;0,9200;0,0000;0,4600;0,0000;0,5540;0,3108;0,0306
22/01/2005;0;0,0000;0,6800;-5,0000;2,0750;98,9600;0,7700;0,0000;0,3300;0,0000;0,1110;0,6357;0,0530
23/01/2005;0;0,0000;8,4100;-4,9800;0,8775;95,5000;0,9500;0,0000;0,5100;0,0000;0,0210;1,0369;0,0297
24/01/2005;0;0,0000;6,1400;-5,8400;-0,3650;78,4000;2,1200;0,0000;0,9300;0,0000;0,0000;1,1464;0,0264
25/01/2005;0;0,0000;3,3500;-3,0500;-0,3875;74,6000;3,9400;0,0000;1,1400;0,0000;0,9860;1,9682;0,0378
26/01/2005;0;0,0000;2,5500;-5,8400;-0,3225;65,6300;5,0300;0,0000;1,4400;0,0000;0,0590;1,0231;0,0352
27/01/2005;0;0,0000;1,9500;-5,3800;-0,9275;70,7000;3,7000;0,0000;1,1400;0,0000;0,0360;1,2431;0,0225
28/01/2005;0;0,0000;6,8800;-6,5100;-0,9200;72,2000;2,3900;0,0000;1,1100;0,0000;0,2320;1,2149;0,0496
29/01/2005;0;0,0000;8,1500;-3,1800;-0,4700;75,0000;3,2300;0,0000;1,3900;0,0000;0,5930;1,1293;0,0379
30/01/2005;0;0,0000;8,4000;-5,9100;-0,0750;70,1000;2,1200;0,0000;1,3400;0,0000;0,0000;1,4195;0,0408
31/01/2005;0;0,0000;9,9300;-7,3800;0,6250;69,8500;1,6900;0,0000;1,2500;0,0000;0,0000;0,9790;0,0486
01/02/2005;0;0,0000;11,6000;-5,3100;1,0725;75,7000;0,8200;0,0000;0,8600;0,0000;0,0000;1,2100;0,0357
02/02/2005;0;0,0000;12,4700;-4,4400;1,2225;78,7000;1,3900;0,0000;1,2200;0,0000;0,0000;1,0396;0,0452
03/02/2005;0;0,0000;8,2700;-7,9100;1,0325;80,0000;1,3600;0,0000;0,9500;0,0000;0,7850;0,7833;0,0538
04/02/2005;0;0,0000;6,0800;-6,4400;0,6625;78,8000;1,1800;0,0000;0,8300;0,0000;0,1850;0,9096;0,0702
05/02/2005;0;0,0000;5,4100;-5,6400;0,1800;80,7000;0,8900;0,0000;0,7400;0,0000;0,0000;0,5620;0,0534
06/02/2005;0;0,0000;3,1500;-0,7800;-0,2450;90,9000;0,9900;0,1700;0,5800;0,0000;1,5290;0,5408;0,0294
07/02/2005;0;0,0000;4,1600;-1,0500;0,0300;93,0000;1,7700;1,6800;0,5300;0,0000;0,8780;0,9503;0,0479
08/02/2005;0;0,0000;7,9400;-1,8400;0,9675;80,5000;1,7900;0,0000;1,0100;0,0000;0,3360;1,0686;0,0499
09/02/2005;0;0,0000;9,6700;-3,7100;1,4725;75,9000;1,3900;0,0000;1,1700;0,0000;0,2470;1,2013;0,0200
10/02/2005;0;0,0000;11,5400;-4,4400;1,8975;72,5000;1,1700;0,0000;1,2700;0,0000;0,0810;1,6975;0,0200
11/02/2005;0;0,0000;13,2000;-3,5100;2,8600;63,1100;1,3200;0,0000;1,4600;0,0000;0,0000;1,9599;0,0200
12/02/2005;0;0,0000;12,6800;2,4900;3,7650;65,4500;2,8200;0,0000;1,9700;0,0000;0,0000;2,5377;0,0522
13/02/2005;0;0,0000;12,6700;1,3500;4,8275;71,2000;4,7700;0,0000;2,2600;0,0000;0,0000;1,5736;0,0425
14/02/2005;0;0,0000;7,8800;-2,5800;4,9075;62,0900;3,3300;0,0000;1,8700;0,0000;0,0000;1,8927;0,0324
15/02/2005;0;0,0000;7,5500;-4,1100;4,3050;64,2400;3,4600;0,0000;1,6500;0,0000;1,1600;1,8579;0,0502
16/02/2005;0;0,0000;5,8800;-4,5100;2,7500;65,4800;3,6000;0,0000;1,6800;0,0000;0,0000;1,3149;0,0458
17/02/2005;0;0,0000;6,3400;-5,7100;1,1775;68,0000;3,1400;0,0000;1,5900;0,0000;0,0000;1,1058;0,0515
18/02/2005;0;0,0000;8,1400;-8,5100;0,3575;70,4000;1,2700;0,0000;1,2400;0,0000;0,2730;1,9671;0,0418
19/02/2005;0;0,0000;10,0000;-5,4400;0,3825;65,9100;3,6900;0,0000;2,0000;0,0000;0,0000;1,3331;0,0235
20/02/2005;0;0,0000;8,3500;-2,3100;0,9300;70,9000;3,3600;0,0000;1,5900;0,0000;0,0000;1,8336;0,0238
21/02/2005;0;0,0000;3,8100;-5,4400;0,6325;65,4500;2,5300;0,0000;1,4500;0,0000;0,0000;1,4430;0,0548
22/02/2005;0;0,0000;6,4100;-4,5700;1,1775;74,1000;3,3700;0,0000;1,4900;0,0000;0,0000;0,7307;0,0510
23/02/2005;0;0,0000;2,6200;-4,1200;0,2950;78,1000;0,9800;0,0000;0,8600;0,0000;0,0480;1,1142;0,0412
24/02/2005;0;0,0000;5,4800;-4,9800;-0,3875;69,6200;1,4400;0,0000;1,3400;0,0000;0,3290;1,4465;0,0223
25/02/2005;0;0,0000;4,2700;-7,2500;-0,3075;68,3600;2,8600;0,0000;1,5200;0,0000;0,3470;1,6990;0,0305
26/02/2005;0;0,0000;4,3400;-3,6400;-0,6925;68,8100;3,9900;0,0000;1,6700;0,0000;0,2860;1,4627;0,0236
27/02/2005;0;0,0000;5,6100;-6,7700;-0,7475;69,4800;2,6700;0,0000;1,6200;0,0000;0,0000;1,9048;0,0332
28/02/2005;0;0,0000;2,4900;-10,6400;-1,6025;53,9100;3,7600;0,0000;1,8100;0,0000;0,5290;1,5805;0,0411
01/03/2005;0;0,0000;4,2100;-12,5800;-2,6825;55,9800;1,5400;0,0000;1,5200;0,0000;0,0000;2,0975;0,0200
02/03/2005;0;0,0000;7,3500;-11,5800;-3,1550;61,8200;2,7600;0,0000;2,1200;0,0000;0,0720;1,4661;0,0252
03/03/2005;0;0,0000;5,8800;-7,1800;-2,9700;70,0000;2,9600;0,0000;1,8000;0,0000;0,2350;1,9243;0,0518
04/03/2005;0;0,0000;3,9500;-8,3800;-2,5175;60,4900;3,7900;0,0000;1,8400;0,0000;0,0000;1,9367;0,0541
05/03/2005;0;0,0000;9,9400;-1,3100;-0,4225;66,7200;4,8300;0,0000;2,4700;0,0000;0,3730;2,3767;0,0357
06/03/2005;0;0,0000;6,2100;-5,2500;0,4750;67,8200;3,8300;0,0000;2,0800;0,0000;0,0000;2,2656;0,0555
07/03/2005;0;0,0000;7,3400;-7,3800;0,5025;58,5500;1,8800;0,0000;1,9200;0,0000;0,0000;1,5554;0,0200
08/03/2005;0;0,0000;8,8000;-9,9800;0,5750;64,6400;1,0800;0,0000;1,6700;0,0000;0,2100;1,4623;0,0422
09/03/2005;0;0,0000;13,3400;-8,9800;-0,0275;56,2100;1,0900;0,0000;2,0400;0,0000;1,5560;2,1208;0,0223
10/03/2005;0;0,0000;14,2000;-9,2400;0,0850;54,0400;1,2500;0,0000;2,3000;0,0000;0,0000;1,7949;0,0411
11/03/2005;0;0,0000;12,5400;-7,3700;0,6025;54,2200;1,2700;0,0000;2,2300;0,0000;0,2420;2,1941;0,0529
12/03/2005;0;0,0000;15,2600;-7,8400;1,9825;49,6400;1,3000;0,0000;2,4400;0,0000;0,0000;2,6776;0,0477
13/03/2005;0;0,0000;16,6700;-3,6400;3,4975;55,7900;1,4700;0,0000;2,5200;0,0000;0,0000;2,1304;0,0347
14/03/2005;0;0,0000;15,2000;-1,3100;4,8800;69,4200;1,1700;0,0000;2,0300;0,0000;0,3670;2,8111;0,0200
15/03/2005;0;0,0000;18,2700;-0,9100;6,5275;66,5200;1,6800;0,0000;2,7900;0,0000;0,0270;2,4762;0,0336
16/03/2005;0;0,0000;19,3400;-0,0400;7,9300;62,4100;1,7700;0,0000;2,9000;0,0000;0,0000;2,7718;0,0292
17/03/2005;0;0,0000;18,8700;1,8800;8,8150;59,9800;1,8800;0,0000;2,8200;0,0000;0,0000;3,8696;0,0520
18/03/2005;0;0,0000;20,4600;2,8200;9,8575;50,6900;2,0000;0,0000;3,4500;0,0000;0,4830;3,4910;0,0338
19/03/2005;0;0,0000;19,3400;0,7600;10,5575;50,6600;1,8300;0,0000;2,9200;0,0000;0,0720;2,7602;0,0232
20/03/2005;0;0,0000;18,1300;4,2900;11,0050;71,1000;2,1600;0,0000;2,5400;0,0000;0,8820;1,0108;0,0252
21/03/2005;0;0,0000;13,8100;7,6100;11,1675;88,2000;4,3600;1,0300;1,2800;0,0000;0,0000;2,6414;0,0324
22/03/2005;0;0,0000;14,2100;3,1500;10,4075;70,1000;3,2800;0,0000;2,8600;0,0000;0,0000;1,6320;0,0563
23/03/2005;0;0,0000;11,9400;1,6800;9,4575;83,8000;2,9600;0,0000;1,6400;0,0000;0,0000;1,5936;0,0200
24/03/2005;0;0,0000;13,6700;3,4200;8,7500;76,1000;2,3200;0,0000;2,2300;0,0000;3,3200;1,3296;0,0476
25/03/2005;0;0,0000;11,2900;3,5500;7,7950;83,7000;3,0000;4,0200;1,4000;0,0000;1,9470;1,7855;0,0623
26/03/2005;0;0,0000;13,0000;4,2900;7,5925;84,4000;4,0100;5,2000;2,2900;0,0000;0,0060;1,8672;0,0475
27/03/2005;0;0,0000;12,0700;3,0900;7,5950;77,9000;2,5700;0,0000;2,2200;0,0000;0,0000;1,6880;0,0652
28/03/2005;0;0,0000;13,1500;4,2200;7,4750;85,0000;2,8700;0,0000;1,6700;0,0000;0,1860;3,1375;0,0347
29/03/2005;0;0,0000;13,3400;4,2200;7,9725;75,9000;3,3200;0,0000;2,3800;0,0000;0,5030;1,8320;0,0446
30/03/2005;0;0,0000;15,6100;4,9600;8,5600;74,0000;3,3500;0,0000;2,7400;0,0000;0,2260;3,2856;0,0420
31/03/2005;0;0,0000;18,4700;1,9500;9,3375;72,8000;1,4200;0,0000;2,9200;0,0000;10,7150;1,8534;0,0600
01/04/2005;0;0,0000;18,3400;5,3500;10,1000;75,2000;2,1300;14,7000;2,6000;0,0000;4,4940;2,1904;0,0320
02/04/2005;0;0,0000;14,3400;6,7500;10,1075;84,1000;2,2600;5,2000;2,1500;0,0000;2,3250;1,2729;0,0200
03/04/2005;0;0,0000;11,6700;7,5500;9,8200;89,9000;2,1300;2,1700;1,3600;0,0000;1,0590;1,9787;0,0200
04/04/2005;0;0,0000;15,1300;7,9500;9,8425;84,0000;1,6700;1,3600;2,2400;0,0000;0,0470;2,6351;0,0367
05/04/2005;0;0,0000;15,6100;3,6900;9,6550;80,8000;1,2200;0,0000;2,5300;0,0000;0,6660;2,6406;0,0304
06/04/2005;0;0,0000;17,6100;5,8900;10,2325;76,4000;1,9000;0,0000;2,7000;0,0000;1,1280;1,9263;0,0528
07/04/2005;0;0,0000;16,6700;5,1600;10,5650;79,8000;1,6100;1,0300;2,0900;0,0000;0,1830;3,5711;0,0200
08/04/2005;0;0,0000;9,0800;-0,5800;9,1275;67,6100;4,3400;0,0000;2,8200;0,0000;0,0000;2,4870;0,0400
09/04/2005;0;0,0000;7,6800;-2,5800;7,2500;64,1100;4,2900;0,0000;2,5500;0,0000;0,4660;4,7438;0,0265
10/04/2005;0;0,0000;13,3400;-3,9000;5,3825;61,8200;2,4800;0,0000;3,2300;0,0000;0,0000;3,4158;0,0352
11/04/2005;0;0,0000;16,5300;-2,0500;4,5325;62,8900;2,1400;0,0000;3,5700;0,0000;0,1530;3,8365;0,0330
12/04/2005;0;0,0000;15,8000;-0,3700;5,3675;68,4700;1,5900;0,0000;3,2400;0,0000;0,6850;3,6085;0,0347
13/04/2005;0;0,0000;17,6000;-0,2400;6,8025;71,7000;1,6200;0,8600;3,3400;0,0000;0,0300;1,6953;0,0427
14/04/2005;0;0,0000;10,4200;1,1500;7,5425;73,6000;4,2700;0,0000;2,1400;0,0000;0,0000;2,6136;0,0378
15/04/2005;0;0,0000;8,1500;0,0900;6,7350;75,4000;5,0500;0,0000;2,3900;0,0000;0,0000;3,5995;0,0228
16/04/2005;0;0,0000;10,1500;0,6900;6,1325;69,3800;4,7400;0,0000;2,8700;0,0000;0,0000;1,7723;0,0438
17/04/2005;0;0,0000;12,8700;5,6300;6,3375;77,6000;3,9800;0,0000;2,1800;0,0000;0,0000;3,4016;0,0663
18/04/2005;0;0,0000;11,5400;1,8200;6,3000;70,8000;5,0100;0,0000;3,0000;0,0000;0,9550;2,9628;0,0429
19/04/2005;0;0,0000;11,3400;3,1500;7,0200;76,6000;4,5300;0,0000;2,4200;0,0000;0,0000;1,5233;0,0467
20/04/2005;0;0,0000;11,6800;5,2200;7,6500;77,3000;4,4400;0,0000;2,0800;0,0000;0,3220;2,3693;0,0314
21/04/2005;0;0,0000;15,3400;7,7500;8,0600;79,1000;4,1100;0,0000;2,4400;0,0000;3,6180;2,7071;0,0440
22/04/2005;0;0,0000;16,0700;4,4900;8,9875;75,2000;2,3500;3,2700;2,6600;0,0000;0,0000;2,0409;0,0509
23/04/2005;1;1,1700;12,3400;2,1500;9,1825;81,3000;3,1800;0,0000;2,1800;0,0000;0,0000;2,0278;0,0290
24/04/2005;2;2,4400;12,5400;2,5500;8,9700;76,7000;3,5900;0,1200;2,6100;0,0000;1,0050;3,4207;0,0545
25/04/2005;3;5,6400;16,4000;1,7500;8,5650;67,3000;3,0700;0,1090;3,9300;3,2910;0,0000;4,6999;0,0458
26/04/2005;4;9,5400;17,8000;2,0200;8,4400;71,0000;2,2500;0,0000;3,7000;4,6910;0,6020;4,2677;0,0436
27/04/2005;5;14,9400;20,8000;1,0200;9,4800;60,2100;1,6200;0,5930;4,3000;4,7660;0,0000;5,7922;0,0668
28/04/2005;6;21,7400;23,6000;4,8900;11,2350;52,8800;2,0700;0,0000;4,9600;4,7620;0,0000;4,9944;0,0200
29/04/2005;7;29,4700;25,4600;4,5600;12,9300;49,9800;1,6400;0,0000;5,0600;5,9530;0,8180;4,8921;0,0324
30/04/2005;8;36,3400;23,7400;6,7600;14,4425;54,0100;2,5100;0,2120;4,9000;5,1560;0,5610;3,8981;0,0323
01/05/2005;9;41,5400;20,4000;9,1500;15,2300;65,3100;2,9700;0,5860;4,1600;5,3510;1,1070;3,7790;0,0579
02/05/2005;10;45,8100;18,5400;6,0200;14,6650;65,5300;4,0600;0,1130;4,5600;4,2660;0,0070;2,8574;0,0404
03/05/2005;11;49,5100;17,4000;1,2300;13,2500;68,1700;1,6300;0,0000;3,2500;5,1920;0,0000;4,3086;0,0270
04/05/2005;12;53,4450;17,8700;3,6900;11,9925;65,2700;2,5400;0,0610;4,0000;4,2220;0,2820;3,9841;0,0293
05/05/2005;13;57,8450;18,8000;0,7000;10,7975;59,1600;1,7700;0,0000;4,4200;4,9200;0,3680;4,5917;0,0800
06/05/2005;14;63,4450;21,2000;0,3600;10,7400;55,1000;1,5100;0,4140;4,6400;5,4350;0,3790;5,2098;0,0376
07/05/2005;15;70,2450;23,6000;2,7500;11,6100;51,0500;1,3800;0,2110;4,9200;5,3420;0,5810;3,7630;0,0627
08/05/2005;16;77,5750;24,6600;5,6300;12,8225;48,3000;1,7900;0,5560;5,2500;5,7110;0,0000;4,9631;0,0382
09/05/2005;17;83,8450;22,5400;8,6800;13,9750;62,2700;3,1700;0,0000;5,0000;0,0000;0,0000;2,8300;0,0208
10/05/2005;18;86,5150;15,3400;5,5600;13,6600;76,9000;2,1300;0,0000;2,6000;0,0000;3,2240;2,2791;0,0570
11/05/2005;19;88,5200;14,0100;3,8200;12,5800;87,0000;1,5100;2,3920;1,7800;5,5270;2,0820;2,5646;0,0296
12/05/2005;20;91,9550;16,8700;6,3500;11,3225;84,5000;1,3700;1,4670;2,8400;0,0000;0,0000;2,6452;0,0638
13/05/2005;21;93,9250;13,9400;5,2900;10,0050;83,0000;2,4700;0,0000;2,5800;4,5500;0,0680;4,8443;0,0237
14/05/2005;22;96,3950;14,9400;5,2900;9,8950;71,5000;3,2300;0,1580;3,7800;3,4640;0,4730;2,9235;0,0353
15/05/2005;23;98,9000;15,0100;6,4100;9,9150;70,3000;3,8700;0,6060;3,7900;0,0000;3,9530;1,8376;0,0518
16/05/2005;24;99,0100;10,2200;5,0900;8,9750;83,1000;2,4900;3,5370;1,8200;7,5690;0,0000;3,8906;0,0228
17/05/2005;25;101,5450;15,0700;3,3500;8,8975;67,8400;2,8900;0,3680;3,9700;0,0000;0,0000;4,4313;0,0249
18/05/2005;26;106,6150;20,1400;1,2300;9,2350;64,6400;1,7200;0,0000;4,5400;3,7660;0,0000;7,2765;0,0250
19/05/2005;27;113,5150;23,8000;3,9600;10,5900;56,9200;2,0200;0,0000;5,2600;5,4240;0,5510;4,6482;0,0422
20/05/2005;28;120,4150;23,8000;7,1600;12,6775;59,0000;2,6200;0,9890;5,4400;5,1790;0,0000;4,0953;0,0433
21/05/2005;29;124,0550;17,2800;7,3500;13,5875;66,6800;2,4900;0,1580;3,5000;4,7790;0,0120;4,4687;0,0309
22/05/2005;30;126,9250;15,7400;4,9600;13,2050;62,1700;4,0500;0,2200;4,6500;4,2070;0,0000;5,6629;0,0439
23/05/2005;31;131,1900;18,5300;2,5500;12,2000;57,9000;1,5000;0,1330;4,6100;5,4840;0,0120;4,5783;0,0646
24/05/2005;32;138,5500;24,7200;4,0900;12,1225;47,9700;1,3400;0,4430;5,2500;5,8070;0,1420;6,2780;0,0588
25/05/2005;33;147,9800;28,8600;7,6200;13,7650;47,7600;1,9800;0,0000;6,3700;5,9230;0,3280;6,3754;0,0200
26/05/2005;34;158,1800;29,7200;10,6800;16,4675;49,3600;1,9000;0,0720;6,4300;7,3160;0,4330;8,5737;0,0721
27/05/2005;35;167,2250;26,4000;11,6900;18,5650;52,3900;3,2900;0,0000;6,7500;6,8120;0,0000;7,3074;0,0286
28/05/2005;36;175,9050;26,2700;11,0900;19,2500;58,2500;2,5700;0,0000;5,8300;6,1970;0,5070;3,3803;0,0460
29/05/2005;37;181,9750;22,1400;9,8200;18,2850;74,3000;2,2200;0,0000;3,3300;6,2690;0,0000;5,9865;0,0439
30/05/2005;38;188,0950;22,2400;8,1900;16,9725;62,6800;2,4700;0,0000;5,4300;0,0000;0,0000;3,9505;0,0387
31/05/2005;39;195,2300;24,2700;3,0900;15,7875;45,0000;1,8500;0,0000;5,4500;10,7420;0,0000;7,0851;0,0444
01/06/2005;40;203,1600;25,8600;4,0900;15,3975;45,2400;1,5900;0,0000;5,8100;5,7370;0,5110;5,8962;0,0200
02/06/2005;41;212,2550;28,1900;7,7600;16,3875;49,6200;1,5500;0,6500;5,9300;6,9080;1,2550;9,9000;0,0439
03/06/2005;42;219,9500;25,3900;9,3500;17,1650;48,3400;3,4300;0,4320;6,6000;5,7710;1,0680;6,5355;0,0313
04/06/2005;43;228,0800;26,2600;6,7600;17,6225;53,7200;1,3500;0,0550;5,6600;6,8850;0,2090;4,6220;0,0200
05/06/2005;44;237,1750;28,1900;6,7600;17,9550;54,3400;1,2800;0,0000;5,8700;6,3790;1,3420;6,3261;0,0502
06/06/2005;45;245,8700;27,3900;7,5600;17,7675;46,7200;1,8700;1,0250;6,0800;6,5730;0,0000;6,2978;0,0344
07/06/2005;46;254,0000;26,2600;7,4200;17,5575;51,3400;2,1300;0,3950;6,2200;6,2460;0,0000;6,2894;0,0464
08/06/2005;47;263,8300;29,6600;7,4800;18,3825;37,9200;2,0300;0,0000;6,9000;6,8540;0,5030;6,7354;0,0481
09/06/2005;48;273,7600;29,8600;6,6900;18,8675;35,4600;1,5400;0,0000;6,4700;7,0950;0,2690;4,4495;0,0402
10/06/2005;49;281,8300;26,1400;6,6900;18,7675;42,6700;1,7900;0,0940;5,2200;7,2020;0,0000;5,0456;0,0573
11/06/2005;50;291,6000;28,9200;10,6200;19,3100;50,1700;2,1200;0,0000;6,5100;6,6160;0,2380;7,0178;0,0303
12/06/2005;51;299,4000;25,6000;8,8200;18,8800;53,9000;2,3700;0,0000;6,1900;0,0000;0,6490;4,6991;0,0523
13/06/2005;52;305,1450;20,5400;10,9500;17,5975;70,1000;2,3600;0,0000;3,9800;12,2470;0,0460;5,6069;0,0200
14/06/2005;53;311,5450;22,8000;9,6200;17,0300;62,3500;2,6700;0,3360;5,1600;0,0000;0,5520;6,1511;0,0479
15/06/2005;54;318,7100;24,3300;9,6200;16,4125;61,8900;2,5500;0,0940;5,4800;9,9920;0,5120;4,5197;0,0200
16/06/2005;55;327,9150;28,2600;10,1500;16,9150;56,8300;1,4700;0,1170;6,0200;6,6590;0,5440;5,7145;0,0691
17/06/2005;56;338,3250;31,3300;10,8200;18,8550;51,1400;1,4100;0,3700;6,4000;7,1570;0,6150;6,8390;0,0337
18/06/2005;57;350,5000;32,7900;14,3500;20,9200;46,9500;2,0700;0,0390;6,9900;5,8010;0,0000;5,9452;0,0253
19/06/2005;58;362,0450;31,9300;13,0900;22,1325;54,1000;2,0700;0,0000;6,4400;7,7970;0,0000;6,9410;0,0200
20/06/2005;59;373,0550;30,3300;12,0200;22,3750;60,3300;1,5300;0,0000;5,7700;6,4850;0,0000;6,8193;0,0355
21/06/2005;60;383,5250;29,5900;11,3500;22,1200;59,0800;1,4800;0,0000;5,9000;0,0000;0,4490;5,2512;0,0200
22/06/2005;61;394,0000;31,7300;10,9500;21,6000;55,6500;1,4500;0,0610;5,6900;9,9110;0,2750;5,8956;0,0435
23/06/2005;62;405,6700;26,8600;16,4800;21,3500;57,9900;2,9800;0,0000;5,7500;0,0000;0,2820;5,7269;0,0380
24/06/2005;63;416,9400;28,3900;14,1500;21,1600;62,6700;2,2400;0,0000;5,8400;12,6030;0,0000;4,8897;0,0514
25/06/2005;64;427,2400;26,6600;13,9400;20,5475;66,6100;2,1400;0,0400;5,4800;0,0000;0,8550;6,0840;0,0242
26/06/2005;65;436,4450;27,9900;10,4200;19,9775;58,2000;1,4700;0,7380;5,9100;11,7150;0,0000;5,7647;0,0402
27/06/2005;66;445,3100;27,7300;9,8200;19,4950;47,8400;2,5200;0,0790;6,3400;0,0000;1,1410;6,4074;0,0597
28/06/2005;67;451,4100;22,2000;9,4200;18,3525;63,9400;3,1900;0,0000;5,4700;10,6100;0,0190;5,2109;0,0201
29/06/2005;68;456,6800;20,5400;8,4100;17,4425;65,0200;3,2800;0,3000;4,9600;0,0000;0,0640;3,8731;0,0588
30/06/2005;69;463,3800;23,4000;9,0800;16,6700;61,0100;3,3500;0,1390;5,9000;0,0000;0,5230;5,9697;0,0352
01/07/2005;70;471,4750;26,1900;7,8800;16,2350;56,5700;1,4500;0,5230;5,5600;18,1470;0,0170;7,4360;0,0500
02/07/2005;71;481,4750;29,7200;10,2800;17,5325;58,4400;1,2200;0,0120;5,9400;0,0000;0,0000;8,3882;0,0609
03/07/2005;72;493,5800;31,9300;14,2100;19,3300;56,2700;2,7800;0,0000;7,6200;12,6410;0,0000;6,6359;0,0364
04/07/2005;73;500,8200;24,0600;10,4200;19,4400;54,3900;2,9700;0,1220;6,2900;6,5240;0,0380;6,9203;0,0505
05/07/2005;74;509,3950;27,1300;10,0200;19,5400;58,3200;1,8500;0,0000;5,9600;0,0000;0,0000;6,4370;0,0612
06/07/2005;75;518,7700;26,7300;12,0200;18,9650;62,5700;1,6300;0,0000;5,8700;12,8170;0,0000;6,9528;0,0284
07/07/2005;76;526,9050;26,2700;8,9500;17,5900;54,1100;2,1100;0,1080;6,1100;0,0000;0,0000;6,5446;0,0275
08/07/2005;77;534,5700;25,3300;6,4300;17,3650;59,4300;1,5800;0,0000;5,5700;11,4260;0,6170;5,1086;0,0200
09/07/2005;78;542,5700;26,0000;7,6200;17,1325;62,1600;1,5100;0,0000;5,5400;0,0000;0,7910;5,9640;0,0566
10/07/2005;79;550,2350;25,3300;7,9500;16,7400;56,4300;1,8800;0,3760;5,7900;0,0000;0,0000;5,7955;0,0371
11/07/2005;80;559,0650;27,6600;8,0300;17,2125;53,5800;1,5200;0,1240;5,9900;18,0700;0,0080;6,9821;0,0335
12/07/2005;81;568,6350;28,9200;10,2200;18,3425;53,2300;1,8900;0,0290;6,2000;0,0000;0,4110;7,3268;0,0377
13/07/2005;82;579,0700;29,3200;11,5500;19,3125;55,5800;1,6900;0,5380;5,9800;13,0370;0,0000;6,6179;0,0290
14/07/2005;83;590,3450;32,3300;12,5500;20,7350;52,4500;1,8000;0,0000;6,7700;0,0000;0,4430;6,4860;0,0413
15/07/2005;84;601,3550;30,5300;12,0200;21,4150;56,1900;1,7800;0,0000;6,4700;12,6430;0,7710;6,4158;0,0235
16/07/2005;85;610,9600;29,1900;10,0200;21,2275;54,4200;1,9000;0,7760;6,4100;0,0000;0,4540;5,1019;0,0404
17/07/2005;86;618,8650;25,4600;10,3500;20,4150;66,7300;1,9000;0,2060;5,1400;0,0000;0,6210;6,4528;0,0231
18/07/2005;87;626,6700;24,0600;11,5500;19,0400;61,2000;2,7800;0,0000;5,7800;0,0000;0,0000;5,2435;0,0569
