Fecha;Temporada;Dias_Plantacion;Dr_TAW_Ratio;Lluvia_Hoy_mm;ETo_Hoy_mm;Riego_Decidido_IA_mm
04/08/2018;2018;110;0,0;0,0;5,45;28,29
05/08/2018;2018;111;0,0;0,0;5,34;27,3
06/08/2018;2018;112;0,0;0,0;5,69;17,11
07/08/2018;2018;113;0,0;0,0;5,48;23,55
08/08/2018;2018;114;0,0;0,0;5,03;6,06
09/08/2018;2018;115;0,0;0,0;4,69;8,88
10/08/2018;2018;116;0,0;0,682;4,41;3,99
11/08/2018;2018;117;0,001;0,0;4,88;10,52
12/08/2018;2018;118;0,0;0,0;4,82;26,68
13/08/2018;2018;119;0,0;0,43;4,97;28,34
14/08/2018;2018;120;0,0;0,066;4,41;29,64
15/08/2018;2018;121;0,0;0,324;4,51;29,2
16/08/2018;2018;122;0,0;0,0;5,25;27,24
17/08/2018;2018;123;0,0;0,005;4,1;12,46
18/08/2018;2018;124;0,0;0,0;4,18;28,94
19/08/2018;2018;125;0,0;0,657;4,75;28,92
20/08/2018;2018;126;0,0;0,0;4,58;15,29
21/08/2018;2018;127;0,0;0,83;4,44;25,95
22/08/2018;2018;128;0,0;0,0;4,3;4,83
23/08/2018;2018;129;0,0;0,15;4,66;25,43
24/08/2018;2018;130;0,0;0,385;3,82;29,07
25/08/2018;2018;131;0,0;0,005;3,71;28,79
26/08/2018;2018;132;0,0;0,0;3,79;3,24
27/08/2018;2018;133;0,005;0,049;3,96;5,98
28/08/2018;2018;134;0,0;0,585;4,22;12,34
29/08/2018;2018;135;0,0;0,185;4,12;10,86
30/08/2018;2018;136;0,0;0,936;3,85;27,69
31/08/2018;2018;137;0,0;0,0;3,96;20,97
01/09/2018;2018;138;0,0;0,0;4,09;25,41
02/09/2018;2018;139;0,0;0,192;4,46;6,53
03/09/2018;2018;140;0,0;0,295;3,73;5,97
04/09/2018;2018;141;0,0;0,0;3,9;29,69
05/09/2018;2018;142;0,0;1,973;2,66;17,89
06/09/2018;2018;143;0,0;0,0;2,98;28,63
07/09/2018;2018;144;0,0;0,0;3,38;3,82
08/09/2018;2018;145;0,0;0,0;3,72;21,2
09/09/2018;2018;146;0,0;0,488;2,55;13,18
10/09/2018;2018;147;0,0;0,0;3,4;3,55
11/09/2018;2018;148;0,0;0,0;3,74;11,97
12/09/2018;2018;149;0,0;0,77;3,73;29,1
13/09/2018;2018;150;0,0;0,0;3,45;17,82
14/09/2018;2018;151;0,0;0,478;3,4;11,18
15/09/2018;2018;152;0,0;0,0;3,45;26,24
16/09/2018;2018;153;0,0;0,0;3,16;16,26
17/09/2018;2018;154;0,0;0,309;3,37;2,94
18/09/2018;2018;155;0,003;0,0;3,72;29,26
19/09/2018;2018;156;0,0;0,596;3,35;15,26
20/09/2018;2018;157;0,0;0,564;3,97;29,93
21/09/2018;2018;158;0,0;0,141;3,26;24,83
22/09/2018;2018;159;0,0;0,0;3,24;28,13
23/09/2018;2018;160;0,0;0,0;3,87;18,18
24/09/2018;2018;161;0,0;0,0;2,8;8,35
25/09/2018;2018;162;0,0;0,0;2,66;10,89
26/09/2018;2018;163;0,0;0,345;3,11;26,22
27/09/2018;2018;164;0,0;0,0;3,03;7,86
28/09/2018;2018;165;0,0;0,0;3,21;6,16
29/09/2018;2018;166;0,0;0,0;3,28;29,18
30/09/2018;2018;167;0,0;0,03;3,24;10,36
01/10/2018;2018;168;0,0;0,0;2,45;19,12
02/10/2018;2018;169;0,0;0,182;2,65;10,5
03/10/2018;2018;170;0,0;0,344;3,54;22,86
04/10/2018;2018;171;0,0;0,321;2,78;6,93
05/10/2018;2018;172;0,0;0,0;2,92;20,9
06/10/2018;2018;173;0,0;0,0;2,38;5,03
07/10/2018;2018;174;0,0;0,039;2,16;29,47
08/10/2018;2018;175;0,0;0,0;2,13;17,73
09/10/2018;2018;176;0,0;0,407;2,29;22,59
10/10/2018;2018;177;0,0;0,673;2,2;21,17
11/10/2018;2018;178;0,0;0,735;2,06;17,95
12/10/2018;2018;179;0,0;0,0;2,05;15,32
13/10/2018;2018;180;0,0;0,67;2,2;20,84
15/04/2019;2019;1;0,0;0,865;2,82;29,36
16/04/2019;2019;2;0,0;0,027;3,3;29,17
17/04/2019;2019;3;0,0;0,0;3,28;27,89
18/04/2019;2019;4;0,0;2,845;1,76;3,26
19/04/2019;2019;5;0,0;0,722;2,19;1,25
20/04/2019;2019;6;0,048;0,0;4,55;17,55
21/04/2019;2019;7;0,0;0,436;3,37;15,96
22/04/2019;2019;8;0,0;0,0;3,14;25,73
23/04/2019;2019;9;0,0;0,024;2,71;8,43
24/04/2019;2019;10;0,0;1,625;1,83;4,49
25/04/2019;2019;11;0,0;0,0;2,6;8,19
26/04/2019;2019;12;0,0;0,0;2,99;15,67
27/04/2019;2019;13;0,0;0,0;4,08;22,77
28/04/2019;2019;14;0,0;0,204;4,14;21,56
29/04/2019;2019;15;0,0;0,009;4,58;20,5
30/04/2019;2019;16;0,0;0,878;4,32;15,14
01/05/2019;2019;17;0,0;0,592;4,44;27,1
02/05/2019;2019;18;0,0;0,515;4,3;21,36
03/05/2019;2019;19;0,0;0,887;4,12;18,94
04/05/2019;2019;20;0,0;0,061;4,62;15,29
05/05/2019;2019;21;0,0;0,603;3,63;15,65
06/05/2019;2019;22;0,0;0,301;4,48;19,97
07/05/2019;2019;23;0,0;0,0;3,41;21,7
08/05/2019;2019;24;0,0;0,209;4,18;28,85
09/05/2019;2019;25;0,0;0,0;2,14;7,61
10/05/2019;2019;26;0,0;0,0;4,49;12,17
11/05/2019;2019;27;0,0;1,091;4,86;28,53
12/05/2019;2019;28;0,0;0,0;4,67;27,78
13/05/2019;2019;29;0,0;0,216;5,28;20,81
14/05/2019;2019;30;0,0;0,0;5,2;27,51
15/05/2019;2019;31;0,0;0,688;5,56;26,21
16/05/2019;2019;32;0,0;0,666;3,87;24,58
17/05/2019;2019;33;0,0;0,598;3,36;23,94
18/05/2019;2019;34;0,0;0,0;2,8;8,61
19/05/2019;2019;35;0,0;0,0;4,33;29,64
20/05/2019;2019;36;0,0;0,0;3,91;27,24
21/05/2019;2019;37;0,0;0,15;4,75;27,43
22/05/2019;2019;38;0,0;0,494;4,79;20,68
23/05/2019;2019;39;0,0;0,0;4,4;15,92
24/05/2019;2019;40;0,0;0,0;4,4;28,14
25/05/2019;2019;41;0,0;0,0;5,02;29,49
26/05/2019;2019;42;0,0;0,673;5,34;29,12
27/05/2019;2019;43;0,0;0,0;4,72;22,85
28/05/2019;2019;44;0,0;0,197;4,97;20,27
29/05/2019;2019;45;0,0;0,299;4,96;28,56
30/05/2019;2019;46;0,0;0,303;5,3;15,06
31/05/2019;2019;47;0,0;0,0;5,77;23,88
01/06/2019;2019;48;0,0;0,019;6,15;22,58
02/06/2019;2019;49;0,0;0,655;4,93;15,09
03/06/2019;2019;50;0,0;0,0;5,68;1,42
04/06/2019;2019;51;0,136;0,0;3,78;4,97
05/06/2019;2019;52;0,114;0,0;4,04;20,17
06/06/2019;2019;53;0,0;0,0;3,1;27,37
07/06/2019;2019;54;0,0;0,0;4,36;26,19
08/06/2019;2019;55;0,0;0,0;4,3;13,82
09/06/2019;2019;56;0,0;0,0;3,99;28,92
10/06/2019;2019;57;0,0;0,567;4,45;12,67
11/06/2019;2019;58;0,0;0,0;4,86;29,03
12/06/2019;2019;59;0,0;0,81;4,53;27,07
13/06/2019;2019;60;0,0;0,514;5,26;5,0
14/06/2019;2019;61;0,015;0,0;5,05;5,82
15/06/2019;2019;62;0,017;0,0;4,89;29,73
16/06/2019;2019;63;0,0;0,26;5,37;23,31
17/06/2019;2019;64;0,0;1,097;5,29;6,12
18/06/2019;2019;65;0,0;0,0;5,4;2,19
19/06/2019;2019;66;0,082;0,908;3,69;25,52
20/06/2019;2019;67;0,0;0,0;3,72;25,6
21/06/2019;2019;68;0,0;0,56;4,95;6,28
22/06/2019;2019;69;0,0;0,549;5,31;3,92
23/06/2019;2019;70;0,03;0,28;4,16;28,63
24/06/2019;2019;71;0,0;29,513;0,95;28,37
25/06/2019;2019;72;0,0;0,408;3,24;0,24
26/06/2019;2019;73;0,046;0,392;5,23;24,49
27/06/2019;2019;74;0,0;0,0;6,09;17,11
28/06/2019;2019;75;0,0;0,0;6,0;24,76
29/06/2019;2019;76;0,0;0,017;6,24;29,26
30/06/2019;2019;77;0,0;0,924;6,5;9,09
01/07/2019;2019;78;0,0;0,184;5,63;27,2
02/07/2019;2019;79;0,0;0,0;5,78;27,26
03/07/2019;2019;80;0,0;1,055;5,52;28,33
04/07/2019;2019;81;0,0;0,708;3,97;11,92
05/07/2019;2019;82;0,0;0,599;5,56;10,21
06/07/2019;2019;83;0,0;0,669;5,53;28,57
07/07/2019;2019;84;0,0;0,145;5,62;15,11
08/07/2019;2019;85;0,0;9,14;4,16;20,15
09/07/2019;2019;86;0,0;0,0;5,16;25,49
10/07/2019;2019;87;0,0;0,177;5,07;25,99
11/07/2019;2019;88;0,0;0,0;5,62;27,92
12/07/2019;2019;89;0,0;0,0;5,4;29,31
13/07/2019;2019;90;0,0;0,0;4,73;2,25
14/07/2019;2019;91;0,026;1,115;5,15;9,71
15/07/2019;2019;92;0,0;0,617;5,01;19,27
16/07/2019;2019;93;0,0;0,0;4,42;23,82
17/07/2019;2019;94;0,0;0,319;5,6;11,84
18/07/2019;2019;95;0,0;0,0;5,04;8,15
19/07/2019;2019;96;0,0;0,264;5,69;9,17
20/07/2019;2019;97;0,0;0,277;6,06;7,03
21/07/2019;2019;98;0,0;0,106;5,22;28,74
22/07/2019;2019;99;0,0;0,991;5,79;21,33
23/07/2019;2019;100;0,0;0,741;4,51;11,7
24/07/2019;2019;101;0,0;0,0;5,56;16,9
25/07/2019;2019;102;0,0;0,0;5,38;12,69
26/07/2019;2019;103;0,0;0,0;5,48;12,74
27/07/2019;2019;104;0,0;0,729;3,08;0,87
28/07/2019;2019;105;0,011;0,0;4,51;2,89
29/07/2019;2019;106;0,023;0,0;4,82;26,49
30/07/2019;2019;107;0,0;0,0;4,97;26,72
31/07/2019;2019;108;0,0;0,145;4,23;20,95
01/08/2019;2019;109;0,0;0,0;4,77;5,35
02/08/2019;2019;110;0,0;0,0;5,02;23,68
03/08/2019;2019;111;0,0;0,27;5,24;24,32
04/08/2019;2019;112;0,0;0,047;5,73;7,51
05/08/2019;2019;113;0,0;1,085;5,22;27,32
06/08/2019;2019;114;0,0;0,0;3,9;28,63
07/08/2019;2019;115;0,0;0,278;3,12;2,44
08/08/2019;2019;116;0,004;0,0;3,21;28,44
09/08/2019;2019;117;0,0;0,478;4,45;27,85
10/08/2019;2019;118;0,0;0,0;4,74;21,36
11/08/2019;2019;119;0,0;0,0;4,26;9,88
12/08/2019;2019;120;0,0;0,239;4,04;17,15
13/08/2019;2019;121;0,0;0,132;4,08;15,87
14/08/2019;2019;122;0,0;0,285;5,03;13,83
15/08/2019;2019;123;0,0;0,609;4,85;21,92
16/08/2019;2019;124;0,0;0,0;5,07;26,01
17/08/2019;2019;125;0,0;0,0;5,22;6,32
18/08/2019;2019;126;0,0;0,0;3,53;4,94
19/08/2019;2019;127;0,0;0,0;3,77;21,36
20/08/2019;2019;128;0,0;0,0;4,36;21,74
21/08/2019;2019;129;0,0;0,0;4,44;25,38
22/08/2019;2019;130;0,0;0,257;4,57;17,5
23/08/2019;2019;131;0,0;0,357;4,7;26,32
24/08/2019;2019;132;0,0;0,0;4,67;28,16
25/08/2019;2019;133;0,0;2,567;3,05;9,86
26/08/2019;2019;134;0,0;0,0;3,52;28,69
27/08/2019;2019;135;0,0;0,036;3,9;27,08
28/08/2019;2019;136;0,0;0,0;4,16;8,91
29/08/2019;2019;137;0,0;0,0;4,27;26,45
30/08/2019;2019;138;0,0;0,009;4,42;22,19
31/08/2019;2019;139;0,0;0,645;4,63;3,26
01/09/2019;2019;140;0,007;0,523;4,12;7,19
02/09/2019;2019;141;0,0;0,091;3,92;25,54
03/09/2019;2019;142;0,0;0,151;3,75;20,98
04/09/2019;2019;143;0,0;0,937;4,37;17,51
05/09/2019;2019;144;0,0;0,0;3,97;10,26
06/09/2019;2019;145;0,0;0,0;3,54;25,83
07/09/2019;2019;146;0,0;0,0;3,6;7,62
08/09/2019;2019;147;0,0;1,036;3,4;2,8
09/09/2019;2019;148;0,0;0,191;3,95;27,06
10/09/2019;2019;149;0,0;0,723;3,11;8,4
11/09/2019;2019;150;0,0;0,0;3,74;3,47
12/09/2019;2019;151;0,004;0,091;3,73;4,11
13/09/2019;2019;152;0,003;0,0;4,79;19,67
14/09/2019;2019;153;0,0;0,0;4,1;6,21
15/09/2019;2019;154;0,0;0,254;2,23;12,57
16/09/2019;2019;155;0,0;0,0;3,42;29,14
17/09/2019;2019;156;0,0;5,161;3,55;3,33
18/09/2019;2019;157;0,0;0,0;3,02;18,52
19/09/2019;2019;158;0,0;0,0;3,26;11,34
20/09/2019;2019;159;0,0;0,0;3,11;13,19
21/09/2019;2019;160;0,0;0,584;1,18;29,71
22/09/2019;2019;161;0,0;0,39;2,33;10,46
23/09/2019;2019;162;0,0;0,161;2,03;20,09
24/09/2019;2019;163;0,0;0,026;2,95;27,67
25/09/2019;2019;164;0,0;0,0;2,99;18,33
26/09/2019;2019;165;0,0;0,0;3,78;17,53
27/09/2019;2019;166;0,0;0,0;3,15;16,28
28/09/2019;2019;167;0,0;0,0;2,71;9,04
29/09/2019;2019;168;0,0;0,102;3,42;29,94
30/09/2019;2019;169;0,0;0,0;2,89;4,12
01/10/2019;2019;170;0,0;0,0;3,11;23,78
02/10/2019;2019;171;0,0;0,0;2,66;14,57
03/10/2019;2019;172;0,0;0,017;3,12;27,79
04/10/2019;2019;173;0,0;0,246;2,63;15,09
05/10/2019;2019;174;0,0;0,468;2,69;26,93
06/10/2019;2019;175;0,0;0,0;3,15;13,67
07/10/2019;2019;176;0,0;0,0;2,68;10,01
08/10/2019;2019;177;0,0;0,0;2,98;16,58
09/10/2019;2019;178;0,0;0,216;2,9;13,14
10/10/2019;2019;179;0,0;0,0;2,14;10,15
11/10/2019;2019;180;0,0;0,0;2,94;8,59
15/04/2020;2020;1;0,0;0,74;1,26;2,16
16/04/2020;2020;2;0,0;4,258;1,27;2,68
17/04/2020;2020;3;0,0;2,498;2,02;20,88
18/04/2020;2020;4;0,0;0,0;3,1;28,12
19/04/2020;2020;5;0,0;0,333;2,9;19,18
20/04/2020;2020;6;0,0;0,346;2,57;28,12
21/04/2020;2020;7;0,0;0,324;2,24;6,01
22/04/2020;2020;8;0,0;0,0;3,34;25,63
23/04/2020;2020;9;0,0;0,0;2,53;1,78
24/04/2020;2020;10;0,086;0,0;3,38;22,27
25/04/2020;2020;11;0,0;0,511;2,86;19,74
26/04/2020;2020;12;0,0;1,213;2,13;3,24
27/04/2020;2020;13;0,0;0,384;1,86;9,87
28/04/2020;2020;14;0,0;0,0;2,71;29,04
29/04/2020;2020;15;0,0;0,554;2,18;12,48
30/04/2020;2020;16;0,0;0,484;1,72;5,94
01/05/2020;2020;17;0,0;3,749;1,57;0,31
02/05/2020;2020;18;0,0;0,944;3,31;0,75
03/05/2020;2020;19;0,16;0,0;4,71;29,55
04/05/2020;2020;20;0,0;0,0;4,15;26,75
05/05/2020;2020;21;0,0;0,216;4,37;28,46
06/05/2020;2020;22;0,0;0,77;3,86;4,1
07/05/2020;2020;23;0,0;0,16;4,62;1,91
08/05/2020;2020;24;0,256;6,125;3,12;14,7
09/05/2020;2020;25;0,0;0,0;3,47;22,43
10/05/2020;2020;26;0,0;0,963;2,6;6,81
11/05/2020;2020;27;0,0;0,0;3,82;19,86
12/05/2020;2020;28;0,0;0,0;2,25;20,47
13/05/2020;2020;29;0,0;0,394;3,24;29,45
14/05/2020;2020;30;0,0;8,792;1,28;29,26
15/05/2020;2020;31;0,0;0,0;2,36;27,04
16/05/2020;2020;32;0,0;0,0;4,09;22,78
17/05/2020;2020;33;0,0;0,687;4,51;26,89
18/05/2020;2020;34;0,0;0,793;4,99;27,41
19/05/2020;2020;35;0,0;0,0;4,5;6,59
20/05/2020;2020;36;0,0;0,594;5,46;23,84
21/05/2020;2020;37;0,0;0,257;5,6;11,81
22/05/2020;2020;38;0,0;0,0;5,99;1,55
23/05/2020;2020;39;0,217;0,745;4,68;28,48
24/05/2020;2020;40;0,0;0,416;4,91;25,25
25/05/2020;2020;41;0,0;0,0;4,62;28,61
26/05/2020;2020;42;0,0;0,078;5,41;17,91
27/05/2020;2020;43;0,0;0,0;5,18;27,4
28/05/2020;2020;44;0,0;0,0;5,69;14,96
29/05/2020;2020;45;0,0;0,258;5,79;23,18
30/05/2020;2020;46;0,0;0,0;5,56;17,45
31/05/2020;2020;47;0,0;0,505;3,53;0,4
01/06/2020;2020;48;0,08;0,0;5,18;29,34
02/06/2020;2020;49;0,0;0,0;4,9;12,93
03/06/2020;2020;50;0,0;7,795;3,88;20,11
04/06/2020;2020;51;0,0;0,0;3,72;26,69
05/06/2020;2020;52;0,0;1,434;5,38;29,11
06/06/2020;2020;53;0,0;0,22;4,57;27,02
07/06/2020;2020;54;0,0;0,0;2,55;3,23
08/06/2020;2020;55;0,0;0,0;3,67;12,46
09/06/2020;2020;56;0,0;0,0;4,36;25,13
10/06/2020;2020;57;0,0;0,0;4,68;6,96
11/06/2020;2020;58;0,0;0,0;4,18;16,24
12/06/2020;2020;59;0,0;0,0;2,79;3,04
13/06/2020;2020;60;0,005;0,491;2,71;3,91
14/06/2020;2020;61;0,0;0,0;2,98;6,77
15/06/2020;2020;62;0,0;0,0;4,07;27,09
16/06/2020;2020;63;0,0;0,0;4,34;14,86
17/06/2020;2020;64;0,0;0,0;3,58;16,75
18/06/2020;2020;65;0,0;0,538;4,63;22,05
19/06/2020;2020;66;0,0;0,667;5,22;29,11
20/06/2020;2020;67;0,0;0,543;5,77;29,31
21/06/2020;2020;68;0,0;0,099;6,03;5,61
22/06/2020;2020;69;0,021;0,699;5,86;28,65
23/06/2020;2020;70;0,0;0,0;6,55;10,58
24/06/2020;2020;71;0,0;0,34;4,88;11,94
25/06/2020;2020;72;0,0;0,0;5,91;8,4
26/06/2020;2020;73;0,0;0,0;5,29;22,39
27/06/2020;2020;74;0,0;0,765;3,99;4,62
28/06/2020;2020;75;0,0;0,0;5,82;1,1
29/06/2020;2020;76;0,07;0,0;5,46;28,93
30/06/2020;2020;77;0,0;0,0;5,42;28,63
01/07/2020;2020;78;0,0;0,0;6,44;1,54
02/07/2020;2020;79;0,068;0,489;5,34;26,72
03/07/2020;2020;80;0,0;0,0;5,09;26,06
04/07/2020;2020;81;0,0;0,137;5,47;29,76
05/07/2020;2020;82;0,0;0,0;5,63;27,72
06/07/2020;2020;83;0,0;0,0;5,72;13,12
07/07/2020;2020;84;0,0;0,009;5,79;20,88
08/07/2020;2020;85;0,0;1,981;6,68;0,06
09/07/2020;2020;86;0,053;0,0;5,74;29,91
10/07/2020;2020;87;0,0;0,357;5,43;26,7
11/07/2020;2020;88;0,0;0,202;5,64;27,77
12/07/2020;2020;89;0,0;1,769;5,87;0,84
13/07/2020;2020;90;0,032;0,0;5,41;18,79
14/07/2020;2020;91;0,0;0,574;5,33;27,47
15/07/2020;2020;92;0,0;0,197;5,27;28,59
16/07/2020;2020;93;0,0;0,0;5,38;25,18
17/07/2020;2020;94;0,0;0,0;5,45;10,11
18/07/2020;2020;95;0,0;0,0;5,35;20,25
19/07/2020;2020;96;0,0;0,0;5,92;10,52
20/07/2020;2020;97;0,0;0,338;5,51;23,19
21/07/2020;2020;98;0,0;0,592;4,78;17,84
22/07/2020;2020;99;0,0;0,468;5,0;7,72
23/07/2020;2020;100;0,0;0,882;5,99;17,7
24/07/2020;2020;101;0,0;0,372;5,13;5,69
25/07/2020;2020;102;0,0;0,241;5,85;14,12
26/07/2020;2020;103;0,0;0,744;5,3;6,99
27/07/2020;2020;104;0,0;0,225;6,05;19,07
28/07/2020;2020;105;0,0;0,0;5,4;4,87
29/07/2020;2020;106;0,006;0,149;5,29;2,23
30/07/2020;2020;107;0,026;0,0;5,65;13,69
31/07/2020;2020;108;0,0;0,0;5,95;9,49
01/08/2020;2020;109;0,0;0,0;5,48;7,17
02/08/2020;2020;110;0,0;0,0;4,3;29,67
03/08/2020;2020;111;0,0;0,0;4,59;28,74
04/08/2020;2020;112;0,0;0,0;4,5;27,24
05/08/2020;2020;113;0,0;0,205;5,21;7,93
06/08/2020;2020;114;0,0;0,0;5,52;19,21
07/08/2020;2020;115;0,0;0,184;5,62;24,13
08/08/2020;2020;116;0,0;0,892;5,66;28,66
09/08/2020;2020;117;0,0;0,0;5,3;4,22
10/08/2020;2020;118;0,01;0,0;5,5;2,96
11/08/2020;2020;119;0,029;0,154;3,46;9,98
12/08/2020;2020;120;0,0;0,745;1,91;29,88
13/08/2020;2020;121;0,0;0,0;4,76;9,05
14/08/2020;2020;122;0,0;0,0;4,61;23,8
15/08/2020;2020;123;0,0;0,776;3,83;9,78
16/08/2020;2020;124;0,0;0,127;3,77;28,69
17/08/2020;2020;125;0,0;3,845;1,53;14,19
18/08/2020;2020;126;0,0;0,495;1,95;21,09
19/08/2020;2020;127;0,0;0,0;4,81;2,31
20/08/2020;2020;128;0,02;8,142;2,18;28,91
21/08/2020;2020;129;0,0;0,0;3,97;12,68
22/08/2020;2020;130;0,0;0,0;3,83;12,32
23/08/2020;2020;131;0,0;0,0;3,89;27,39
24/08/2020;2020;132;0,0;0,0;3,37;13,91
25/08/2020;2020;133;0,0;0,0;4,84;28,46
26/08/2020;2020;134;0,0;0,003;4,56;6,22
27/08/2020;2020;135;0,0;0,0;4,69;26,75
28/08/2020;2020;136;0,0;0,0;4,42;16,14
29/08/2020;2020;137;0,0;0,504;2,92;28,91
30/08/2020;2020;138;0,0;0,532;3,45;28,07
31/08/2020;2020;139;0,0;0,006;2,89;22,64
01/09/2020;2020;140;0,0;0,0;3,74;22,3
02/09/2020;2020;141;0,0;0,107;3,5;3,63
03/09/2020;2020;142;0,0;0,0;3,93;3,44
04/09/2020;2020;143;0,004;0,197;4,38;29,83
05/09/2020;2020;144;0,0;0,339;4,15;16,99
06/09/2020;2020;145;0,0;0,0;3,5;25,55
07/09/2020;2020;146;0,0;0,0;3,39;26,42
08/09/2020;2020;147;0,0;0,0;3,65;22,38
09/09/2020;2020;148;0,0;0,477;3,69;29,63
10/09/2020;2020;149;0,0;0,789;3,68;17,18
11/09/2020;2020;150;0,0;0,167;3,61;20,61
12/09/2020;2020;151;0,0;0,0;3,83;23,16
13/09/2020;2020;152;0,0;0,0;4,02;29,88
14/09/2020;2020;153;0,0;0,0;3,02;11,04
15/09/2020;2020;154;0,0;0,0;3,07;21,84
16/09/2020;2020;155;0,0;0,46;3,19;11,12
17/09/2020;2020;156;0,0;9,406;2,33;25,36
18/09/2020;2020;157;0,0;0,758;2,37;27,29
19/09/2020;2020;158;0,0;0,0;1,85;29,69
20/09/2020;2020;159;0,0;5,42;1,29;29,61
21/09/2020;2020;160;0,0;0,592;1,93;27,44
22/09/2020;2020;161;0,0;0,107;2,07;21,4
23/09/2020;2020;162;0,0;0,152;2,13;24,77
24/09/2020;2020;163;0,0;0,263;2,81;6,56
25/09/2020;2020;164;0,0;0,006;2,57;0,39
26/09/2020;2020;165;0,017;0,315;2,18;0,73
27/09/2020;2020;166;0,026;0,402;2,83;25,74
28/09/2020;2020;167;0,0;0,444;1,97;8,98
29/09/2020;2020;168;0,0;0,468;2,5;6,06
30/09/2020;2020;169;0,0;0,563;2,93;29,62
01/10/2020;2020;170;0,0;0,0;2,48;28,15
02/10/2020;2020;171;0,0;0,278;1,97;7,4
03/10/2020;2020;172;0,0;0,327;1,86;27,01
04/10/2020;2020;173;0,0;0,262;2,15;5,79
05/10/2020;2020;174;0,0;0,06;2,44;26,05
06/10/2020;2020;175;0,0;0,1;2,25;8,8
07/10/2020;2020;176;0,0;0,023;2,52;11,21
08/10/2020;2020;177;0,0;0,23;2,01;12,28
09/10/2020;2020;178;0,0;0,0;2,65;10,78
10/10/2020;2020;179;0,0;0,0;2,23;25,32
20/04/2021;2021;1;0,0;3,18;2,78;6,22
21/04/2021;2021;2;0,0;0,521;2,1;28,82
22/04/2021;2021;3;0,0;0,144;2,34;0,62
23/04/2021;2021;4;0,148;0,0;2,24;28,25
24/04/2021;2021;5;0,0;0,005;2,54;0,41
25/04/2021;2021;6;0,196;0,0;2,03;23,91
26/04/2021;2021;7;0,0;0,0;2,68;26,64
27/04/2021;2021;8;0,0;3,98;1,92;29,56
28/04/2021;2021;9;0,0;5,745;1,45;15,2
29/04/2021;2021;10;0,0;5,883;1,58;1,97
30/04/2021;2021;11;0,0;14,254;2,51;1,78
01/05/2021;2021;12;0,0;4,653;2,55;28,34
02/05/2021;2021;13;0,0;0,0;3,14;19,29
03/05/2021;2021;14;0,0;0,168;3,49;28,86
04/05/2021;2021;15;0,0;0,221;4,63;12,15
05/05/2021;2021;16;0,0;0,0;4,27;29,43
06/05/2021;2021;17;0,0;0,148;4,49;14,15
07/05/2021;2021;18;0,0;0,179;4,63;4,13
08/05/2021;2021;19;0,087;0,021;5,25;26,48
09/05/2021;2021;20;0,0;0,955;1,77;5,49
10/05/2021;2021;21;0,0;4,616;2,01;2,23
11/05/2021;2021;22;0,0;0,359;2,92;14,19
12/05/2021;2021;23;0,0;0,666;2,91;3,81
13/05/2021;2021;24;0,0;2,836;1,88;4,05
14/05/2021;2021;25;0,0;0,0;4,03;28,09
15/05/2021;2021;26;0,0;0,0;1,78;12,81
16/05/2021;2021;27;0,0;0,0;4,1;28,4
17/05/2021;2021;28;0,0;0,076;4,91;27,2
18/05/2021;2021;29;0,0;0,0;4,29;24,55
19/05/2021;2021;30;0,0;0,348;4,46;23,95
20/05/2021;2021;31;0,0;0,227;5,43;28,59
21/05/2021;2021;32;0,0;0,87;4,05;22,09
22/05/2021;2021;33;0,0;0,0;3,67;19,72
23/05/2021;2021;34;0,0;0,0;4,41;22,59
24/05/2021;2021;35;0,0;0,0;4,23;28,36
25/05/2021;2021;36;0,0;0,776;4,33;24,28
26/05/2021;2021;37;0,0;0,372;4,19;8,92
27/05/2021;2021;38;0,0;0,065;4,76;23,76
28/05/2021;2021;39;0,0;0,318;4,02;0,62
29/05/2021;2021;40;0,171;0,356;3,87;29,1
30/05/2021;2021;41;0,0;0,0;4,74;13,16
31/05/2021;2021;42;0,0;0,906;5,75;23,82
01/06/2021;2021;43;0,0;5,238;4,31;3,4
02/06/2021;2021;44;0,0;0,377;3,29;19,46
03/06/2021;2021;45;0,0;0,0;4,69;16,0
04/06/2021;2021;46;0,0;0,097;5,31;28,63
05/06/2021;2021;47;0,0;0,0;5,24;25,45
06/06/2021;2021;48;0,0;0,62;5,39;22,11
07/06/2021;2021;49;0,0;0,102;5,6;28,82
08/06/2021;2021;50;0,0;0,453;5,99;21,56
09/06/2021;2021;51;0,0;0,581;5,81;14,44
10/06/2021;2021;52;0,0;0,497;5,71;26,85
11/06/2021;2021;53;0,0;0,759;6,24;3,17
12/06/2021;2021;54;0,084;0,334;6,77;12,07
13/06/2021;2021;55;0,0;0,0;5,61;19,95
14/06/2021;2021;56;0,0;0,856;5,73;25,91
15/06/2021;2021;57;0,0;0,132;6,41;27,21
16/06/2021;2021;58;0,0;21,725;4,21;0,46
17/06/2021;2021;59;0,0;3,781;1,66;1,36
18/06/2021;2021;60;0,0;8,858;2,29;24,87
19/06/2021;2021;61;0,0;0,682;4,04;29,23
20/06/2021;2021;62;0,0;1,603;3,28;13,85
21/06/2021;2021;63;0,0;0,633;3,07;24,63
22/06/2021;2021;64;0,0;0,481;3,14;7,07
23/06/2021;2021;65;0,0;0,31;3,68;16,27
24/06/2021;2021;66;0,0;0,077;4,72;29,33
25/06/2021;2021;67;0,0;0,068;5,25;20,37
