#{"t_start": 1776869739.7235544, "env_id": "None"}
r,l,t
312.904317,179,4068.771851
310.911913,179,4070.533681
315.718172,178,4072.293998
307.463328,182,4074.080722
308.103462,166,4075.726929
313.02116,154,4077.25359
312.204785,176,4078.986218
313.92958,190,4080.847781
312.196737,190,4082.732417
310.55095,187,4084.563986
311.256285,190,4086.423461
315.822936,161,4088.016144
313.226745,190,4089.885079
311.294775,185,4091.710386
310.266678,190,4093.575818
317.786196,161,4095.212002
314.175519,190,4097.077919
313.188995,179,4098.838667
311.6703,181,4100.623859
311.033206,166,4102.285322
309.730082,190,4104.150208
311.17646,179,4105.90847
312.150571,154,4107.429052
311.257941,176,4109.157933
313.402924,190,4111.02048
315.443969,178,4112.769864
316.992233,179,4114.535734
309.49399,182,4116.323648
313.963353,190,4118.187402
310.703011,190,4120.065179
313.208585,157,4121.623383
310.709694,166,4123.263241
318.326189,174,4124.983598
313.558011,190,4126.848858
319.52742,174,4128.568067
309.64786,187,4130.41336
313.154506,190,4132.285315
315.674047,190,4134.158846
314.494502,178,4138.944684
312.838503,176,4140.679702
316.283603,190,4142.56269
309.320924,182,4144.352416
313.984965,168,4146.010468
312.438761,187,4147.843919
308.959156,190,4149.710948
308.359378,190,4151.572385
312.806932,179,4153.330713
313.14619,166,4154.978466
313.837893,190,4156.846965
310.013579,190,4158.713875
315.217465,190,4160.579545
317.526691,179,4162.349059
312.187206,190,4164.207284
315.756112,178,4165.955243
313.510138,185,4167.76981
315.824444,181,4169.547939
312.323228,154,4171.074459
313.24277,179,4172.83052
314.079809,190,4174.690692
315.064113,185,4176.502631
314.461744,190,4178.363593
309.095183,182,4180.151657
317.411386,174,4181.882509
312.615421,166,4183.526721
312.217228,187,4185.371267
314.313965,181,4187.155274
315.090376,190,4189.026637
315.24078,174,4190.743036
309.923121,168,4192.415788
315.205981,168,4194.072453
312.016598,187,4195.905651
307.367521,190,4197.766288
312.470946,190,4199.630487
311.945074,166,4201.281809
312.020541,166,4202.918826
314.474647,181,4204.691947
308.693786,182,4206.481276
313.709145,179,4208.240976
310.87068,190,4210.103551
311.533773,190,4211.965664
317.809875,190,4213.831838
318.827625,179,4215.594676
312.599667,179,4217.362436
315.060193,178,4219.122318
311.776893,187,4220.980408
315.98926,190,4222.843531
317.723533,174,4224.564627
318.549299,161,4226.155018
311.25053,166,4227.793245
317.81594,161,4229.383847
313.545923,168,4231.041823
310.360913,176,4232.776339
312.425725,154,4234.317139
310.047333,176,4236.061396
308.437158,190,4241.032899
314.013582,168,4242.864744
318.706257,179,4244.622571
309.814618,190,4246.480354
311.088448,179,4248.237621
313.29674,190,4250.096144
312.250305,190,4251.953897
314.447677,178,4253.702497
316.021612,178,4255.45641
312.200682,157,4257.005792
315.066612,190,4258.877229
307.30363,190,4260.746461
309.332001,190,4262.629113
316.380339,190,4264.494337
311.980678,154,4266.020265
315.976178,190,4267.882775
314.81524,178,4269.630804
317.420157,161,4271.219846
312.264032,190,4273.077342
313.577149,185,4274.890029
307.178993,182,4276.676641
311.209504,166,4278.315118
311.849568,166,4279.95513
311.782653,176,4281.864422
319.151627,174,4283.738044
313.037623,157,4285.453752
311.961781,179,4287.380447
313.489918,166,4289.183594
308.897051,190,4291.21318
313.738776,190,4293.241786
317.433561,174,4295.116694
314.063578,178,4297.02761
309.344646,182,4298.979328
312.996958,190,4301.004135
312.798183,185,4303.001832
312.266885,187,4304.844759
318.463588,179,4306.609991
313.795398,190,4308.476236
315.541544,190,4310.34269
311.326994,190,4312.207484
310.242759,190,4314.071395
307.894058,182,4315.861034
309.595556,190,4317.724706
314.391505,190,4319.590812
312.877956,190,4321.45264
312.182556,166,4323.102748
312.782523,187,4324.933279
312.836829,190,4326.790906
312.203919,168,4328.442528
314.206874,178,4330.192113
312.198695,179,4332.116633
315.127846,190,4334.14862
309.804328,190,4336.057146
315.415111,168,4337.717322
315.005569,181,4339.49514
312.398803,168,4341.14862
310.339609,176,4345.841578
318.074489,174,4347.554951
313.040716,190,4349.417738
306.641535,190,4351.275202
310.933552,154,4352.800247
315.275812,181,4354.583936
308.12168,166,4356.226546
316.905354,190,4358.087705
317.75049,161,4359.676284
315.859812,190,4361.544716
313.337343,168,4363.214535
308.49544,190,4365.072602
318.095178,174,4366.78281
318.612522,174,4368.490943
312.605512,185,4370.304752
311.418466,176,4372.035093
309.281706,182,4373.822107
310.150596,176,4375.552488
317.66289,174,4377.268318
313.428967,190,4379.131855
311.995146,154,4380.668543
311.804243,187,4382.502387
312.371909,185,4384.318
311.957043,185,4386.132706
312.502096,157,4387.687357
314.96812,181,4389.471458
307.257298,190,4391.338967
314.215208,157,4392.893606
311.023667,154,4394.424414
309.599973,182,4396.210629
316.59312,161,4397.806792
318.45204,174,4399.543892
311.510594,190,4401.417741
318.695842,174,4403.138764
315.257994,157,4404.700725
311.055937,154,4406.232448
317.877717,161,4407.830883
317.978446,161,4409.428452
314.391837,190,4411.305475
308.778946,176,4413.042319
317.090154,161,4414.638518
313.381578,190,4416.518971
313.208314,157,4418.076473
314.055493,185,4419.894837
307.329409,182,4421.684027
317.469291,161,4423.275599
312.465154,174,4425.005082
319.542513,179,4426.765438
314.804018,181,4428.552331
319.286117,179,4430.316492
311.222079,179,4432.096999
313.684285,157,4433.667566
313.126188,185,4435.49378
317.66357,179,4437.262327
315.069439,157,4438.832356
312.66044,166,4440.482999
310.343004,190,4442.363266
316.30106,161,4446.971174
312.96701,154,4448.510732
319.166501,179,4450.285684
314.383418,185,4452.111725
315.222979,181,4453.900997
311.310511,190,4455.800216
316.713188,190,4457.665315
314.670418,190,4459.527488
317.81444,161,4461.118933
318.254775,161,4462.699464
313.677434,181,4464.452583
311.62458,187,4466.26334
312.394246,154,4467.76856
311.804297,179,4469.512151
316.09586,190,4471.343165
310.3322,168,4472.973369
319.446975,179,4474.717881
312.156083,190,4476.562006
316.542637,161,4478.121993
318.776974,179,4479.842961
310.880644,176,4481.540096
313.591459,168,4483.170813
312.103872,154,4484.667109
311.282594,176,4486.361953
313.319988,168,4487.984215
318.4583,174,4489.673197
318.57782,161,4491.245916
310.132009,176,4492.937468
311.483093,187,4494.727898
312.052856,157,4496.421408
313.870455,168,4498.201544
312.070879,190,4500.186632
314.315772,190,4502.171946
311.100175,176,4504.030489
315.931695,178,4505.905476
309.693069,190,4507.890564
316.965804,190,4509.891539
315.657923,161,4511.451713
314.393173,178,4513.167628
318.009045,174,4514.852391
309.391091,190,4516.682988
303.673884,190,4518.506286
317.00528,190,4520.325373
318.215944,161,4521.883925
318.511556,174,4523.560506
316.541489,190,4525.426035
312.934221,168,4527.050871
313.233275,190,4528.876332
314.498004,181,4530.621072
312.461835,179,4532.341419
311.585326,179,4534.069277
318.653623,161,4535.633058
313.038538,166,4537.248791
317.013616,161,4538.807617
308.123292,190,4540.629215
314.231942,190,4542.466995
317.841326,174,4544.146928
312.180411,179,4548.91296
314.195137,178,4550.62811
311.631911,187,4552.427318
315.231478,178,4554.140734
317.853929,174,4555.820202
315.807425,190,4557.644039
314.444102,190,4559.468215
311.427884,179,4561.204587
312.167254,190,4563.054828
310.147983,190,4564.886819
308.610539,190,4566.711083
309.728553,168,4568.334378
319.287763,174,4570.019096
312.574923,190,4571.844023
318.30701,174,4573.523848
308.975457,190,4575.346911
310.672679,176,4577.041989
313.543978,168,4578.66446
308.970413,190,4580.48646
310.795893,179,4582.221688
315.250946,178,4583.93787
313.686594,190,4585.763149
312.458257,154,4587.263452
314.044539,181,4589.003733
313.025008,168,4590.627219
312.494141,187,4592.418628
316.777948,190,4594.239795
313.321053,185,4596.012686
314.994994,178,4597.724452
317.018888,161,4599.280125
310.605603,176,4600.988675
311.99231,168,4602.606585
313.328333,157,4604.132076
313.98173,181,4605.873365
309.147907,182,4607.62522
313.244077,190,4609.452426
312.183169,168,4611.07747
310.927996,176,4612.768636
312.190846,190,4614.590087
311.292557,176,4616.289106
306.525505,190,4618.119365
312.736519,190,4619.959124
314.013711,190,4621.784447
312.636142,179,4623.506752
308.149801,190,4625.33275
308.419876,187,4627.128211
317.556851,174,4628.80107
319.001872,174,4630.484008
316.847546,190,4632.308928
308.327693,182,4634.05743
314.040199,185,4635.833631
313.541066,190,4637.657579
308.848162,176,4639.371691
306.753473,190,4641.19672
313.905541,178,4642.909381
311.030499,181,4647.615811
317.633452,161,4649.180236
314.433452,190,4651.007635
318.222494,190,4652.834924
313.970143,190,4654.665987
315.223034,178,4656.383552
314.063144,185,4658.165764
309.19885,182,4659.935001
318.158782,179,4661.660785
312.014341,176,4663.362493
308.345587,182,4665.117173
310.327899,190,4666.945971
312.738901,185,4668.726104
313.983331,157,4670.248971
315.18326,181,4671.98888
310.242239,190,4673.814372
314.82969,190,4675.642362
318.437872,179,4677.372667
316.18551,190,4679.217454
309.915016,190,4681.0471
313.551805,157,4682.573724
316.380311,178,4684.289523
313.039175,166,4685.899545
312.383429,187,4687.696363
318.918771,161,4689.26876
314.217366,178,4690.992357
316.539147,181,4692.741606
315.63286,190,4694.570583
314.426944,178,4696.302422
311.161046,176,4698.002336
313.274577,190,4699.830696
311.607972,166,4701.436369
314.71768,190,4703.262688
314.081505,181,4705.007792
313.153065,190,4706.834213
316.497663,161,4708.395415
317.50819,190,4710.229613
313.827216,190,4712.078339
312.860997,185,4713.861157
311.089738,187,4715.663303
309.104687,190,4717.490957
312.46592,179,4719.220151
310.263599,176,4720.918244
312.022671,168,4722.54235
313.050168,185,4724.332154
318.646426,174,4726.021031
311.360435,187,4727.81999
309.487902,190,4729.662203
312.884728,176,4731.358181
312.142691,190,4733.217648
313.916425,168,4734.840381
309.718849,190,4736.664946
313.274144,179,4738.386473
311.697871,187,4740.345638
313.74955,190,4742.333344
311.419153,187,4747.25789
317.106582,190,4749.254522
309.848193,190,4751.267475
313.872898,178,4753.154352
312.719815,154,4754.819261
313.455728,178,4756.701383
318.062056,161,4758.431253
310.426972,190,4760.42498
314.709266,190,4762.421258
312.754404,190,4764.417583
307.122707,190,4766.414341
318.021824,174,4768.316908
318.611497,179,4770.210488
310.051872,190,4772.204899
312.584713,185,4774.000895
309.367344,190,4775.839919
313.756658,181,4777.585633
311.858283,166,4779.192997
315.324082,181,4780.940452
313.892943,178,4782.664661
311.62404,154,4784.333362
313.119078,168,4785.978752
311.936752,187,4787.780712
310.921358,187,4789.581553
311.664967,154,4791.08125
314.655357,190,4792.91023
311.196102,154,4794.415051
311.243919,190,4796.248212
313.304292,190,4798.080479
310.48265,190,4799.911158
311.315959,176,4801.617385
314.731254,190,4803.448576
316.047464,178,4805.196035
307.029142,190,4807.041329
315.236513,190,4808.891698
316.684688,190,4810.737341
309.419906,182,4812.511301
310.812439,190,4814.355715
311.24171,187,4816.176755
312.594837,154,4817.691592
313.936812,157,4819.235084
312.485533,190,4821.067557
313.106461,168,4822.715075
309.267857,190,4824.546659
311.650126,190,4826.38142
312.677363,168,4828.008537
318.393329,179,4829.743155
310.996939,176,4831.443319
310.862423,176,4833.143926
310.523857,187,4834.946446
314.127591,190,4836.779918
310.894923,157,4838.31307
314.325002,181,4840.059332
307.935758,190,4841.903022
318.845995,161,4843.472618
314.770234,178,4845.190452
314.155659,190,4850.012492
307.254455,190,4851.847296
311.759886,179,4853.577682
318.25865,161,4855.142058
309.606511,179,4856.869397
311.305735,176,4858.58471
312.490645,187,4860.386319
313.934756,185,4862.167572
313.992807,190,4864.160187
310.193212,176,4866.025551
307.850634,182,4867.785353
311.949579,185,4869.572272
313.477623,179,4871.302511
313.167096,185,4873.091626
318.560702,161,4874.657013
318.674901,161,4876.23633
316.128988,190,4878.066536
311.575546,166,4879.675344
309.718985,190,4881.505805
313.755593,157,4883.039025
304.886021,154,4884.53755
316.605695,190,4886.364722
313.87867,168,4887.991061
313.915582,157,4889.514377
313.073941,190,4891.341416
316.909207,190,4893.186201
313.370211,157,4894.74508
312.545958,179,4896.485379
313.982678,190,4898.328586
310.424982,190,4900.172028
314.690921,190,4902.022807
313.02731,168,4903.671965
310.050948,154,4905.189089
317.620364,161,4906.768634
315.059246,190,4908.602
312.601606,166,4910.212053
314.253028,190,4912.059327
314.053412,181,4913.814531
318.224907,174,4915.502944
317.980344,174,4917.348727
312.921225,179,4919.243132
312.625768,168,4921.035883
317.870165,179,4922.931532
311.883592,168,4924.722082
308.593041,182,4926.64646
311.889992,176,4928.513721
318.660826,174,4930.219763
309.952969,190,4932.072288
309.185102,182,4933.834792
313.135744,168,4935.466271
311.265043,190,4937.304049
309.781721,182,4939.077107
309.241143,187,4940.899601
312.878112,166,4942.524899
318.501372,179,4944.272942
318.714018,179,4946.023572
312.749336,179,4950.80701
312.359366,185,4952.598552
310.014318,176,4954.302821
306.643036,182,4956.058255
311.837031,187,4958.033542
309.986584,190,4960.02613
318.600934,179,4961.921158
310.652527,166,4963.536982
310.619676,182,4965.461178
312.615639,190,4967.475993
313.787643,190,4969.47254
312.96467,168,4971.261416
309.517919,190,4973.252777
311.831556,187,4975.21811
314.124376,154,4976.882829
309.587897,176,4978.593475
313.894937,190,4980.428457
319.051874,179,4982.161869
310.404284,190,4983.994822
312.49437,166,4985.62019
316.10186,190,4987.450416
312.935345,190,4989.283508
311.661956,166,4990.901458
312.677079,185,4992.686962
310.830666,190,4994.519489
313.572221,190,4996.349206
312.076099,187,4998.15456
317.494012,161,4999.742444
313.870518,157,5001.275213
315.663345,179,5003.007339
308.052555,190,5004.83811
311.260303,185,5006.620295
312.001785,179,5008.353003
318.789771,179,5010.085667
313.35099,190,5011.923953
315.196691,174,5013.611326
313.505024,190,5015.445293
309.039078,190,5017.291172
309.132794,166,5018.903539
312.354384,190,5020.735173
320.003966,179,5022.466001
312.794223,157,5024.001549
310.149505,190,5025.83991
314.281646,190,5027.677006
319.446373,179,5029.411863
311.473732,187,5031.224283
312.972053,168,5032.859027
314.743711,178,5034.584507
314.083567,190,5036.431869
312.902646,190,5038.26265
309.812621,190,5040.259374
319.477614,179,5042.155895
315.315025,190,5044.147893
317.168124,161,5045.874758
315.044781,190,5047.867025
312.934277,187,5052.75332
313.945376,181,5054.668076
314.343482,178,5056.408198
311.769492,179,5058.14439
313.1448,166,5059.762059
314.165831,168,5061.393722
313.509612,190,5063.226581
309.797616,182,5064.989421
319.604187,179,5066.726369
310.130555,176,5068.433276
311.969053,190,5070.270762
316.894797,190,5072.109966
310.52049,190,5073.962718
316.624175,190,5075.793592
317.931891,161,5077.361094
311.652452,176,5079.065019
317.135387,161,5080.633291
314.262644,190,5082.46915
317.679603,190,5084.300879
318.150119,174,5085.98514
312.275165,190,5087.816684
307.385029,182,5089.576363
308.166564,190,5091.426313
312.09871,166,5093.037426
314.377903,181,5094.783308
313.130777,154,5096.280158
309.654835,176,5097.97998
312.101292,190,5099.813531
311.231794,187,5101.620153
315.241151,178,5103.505624
311.288197,154,5105.17409
312.839735,166,5106.957617
311.452832,176,5108.834159
312.368071,154,5110.335913
314.406505,185,5112.11902
316.151594,190,5113.949811
317.950373,190,5115.782598
311.917299,187,5117.588815
311.050482,190,5119.424178
314.249062,190,5121.266835
315.410747,178,5122.996745
317.998255,190,5124.862166
310.303525,187,5126.665265
313.113262,166,5128.314734
318.963253,179,5130.058968
312.688785,187,5131.878276
315.125485,190,5133.726936
313.931694,190,5135.572596
310.808926,190,5137.420599
313.979699,190,5139.26482
312.092048,187,5141.071507
315.286817,190,5142.913009
312.786794,154,5144.416182
312.377629,181,5146.182354
312.933152,190,5148.184194
313.697936,168,5149.982265
315.990353,190,5154.982529
313.342964,190,5156.990077
314.169109,190,5158.990406
314.914733,190,5160.988877
314.418049,190,5162.987687
313.460847,168,5164.622026
314.354849,168,5166.253089
311.361152,168,5167.899361
309.116404,182,5169.653652
311.954849,166,5171.263793
319.114474,174,5172.951749
314.049038,190,5174.789335
312.585734,179,5176.524437
312.213178,154,5178.030446
309.666229,187,5179.836933
313.262974,166,5181.452366
315.736492,190,5183.28315
319.249191,179,5185.029734
318.26992,179,5186.757277
315.045755,178,5188.48139
312.816866,190,5190.317229
312.254834,168,5191.945476
311.558052,190,5193.779596
319.577957,174,5195.46839
313.426386,157,5196.998414
311.120978,190,5198.834231
313.59291,179,5200.567603
311.931749,176,5202.297003
307.080707,168,5204.095958
317.671879,190,5205.932473
314.834587,168,5207.7271
312.248184,187,5209.697234
311.438467,190,5211.692965
316.879794,190,5213.690277
318.431624,161,5215.417986
316.74495,174,5217.267238
318.469733,161,5218.845821
314.263377,157,5220.396839
313.743454,185,5222.185524
314.847283,178,5223.909114
312.521814,187,5225.726073
313.809135,178,5227.460497
312.708264,154,5228.979565
309.119546,190,5230.830834
314.058507,157,5232.375162
316.119464,181,5234.142382
313.00831,190,5235.985753
309.219135,182,5237.770891
314.906506,190,5239.617917
312.346254,179,5241.362628
315.739419,190,5243.208481
308.877947,176,5244.930159
311.949286,190,5246.774436
316.929775,190,5248.620393
310.632539,190,5250.468712
313.435622,168,5252.118355
316.349014,161,5256.685712
318.928329,161,5258.26027
318.145939,161,5259.845109
311.888101,190,5261.689291
311.10803,176,5263.407587
317.782919,161,5264.970604
313.528828,157,5266.496749
315.522636,190,5268.33025
313.916056,157,5269.86321
309.142619,182,5271.624474
312.713734,179,5273.37575
312.762427,166,5274.993008
309.551757,182,5276.752947
315.7895,178,5278.471137
312.84797,154,5279.970306
308.457626,190,5281.799599
313.660202,190,5283.631813
312.643987,190,5285.460456
317.004003,161,5287.024955
314.01858,154,5288.525058
311.498582,190,5290.375115
318.55826,174,5292.063164
312.40064,190,5293.897712
311.467664,179,5295.629839
318.643994,179,5297.364135
312.284778,187,5299.169996
312.082845,190,5301.032835
311.864147,176,5302.737243
309.855569,182,5304.495379
317.996291,161,5306.060463
316.963653,190,5307.908227
313.197889,185,5309.695048
312.420289,190,5311.538587
312.908282,166,5313.150647
308.585893,190,5314.98271
313.448877,190,5316.834272
314.776567,190,5318.679404
312.276169,179,5320.424817
314.314761,178,5322.161593
312.698331,166,5323.810149
309.507761,182,5325.582648
314.408394,190,5327.575054
312.806036,190,5329.571162
312.904837,190,5331.56939
312.930424,190,5333.566003
309.730347,168,5335.357008
313.685279,181,5337.269305
318.683441,161,5338.839056
314.481196,190,5340.674607
313.825869,190,5342.526363
312.474262,166,5344.138188
314.181378,157,5345.666498
308.369407,182,5347.424017
314.09925,190,5349.258037
314.941317,190,5351.088483
311.646312,166,5352.699682
313.913102,179,5357.394885
312.747629,154,5358.894593
312.493809,185,5360.699696
317.932614,179,5362.428011
313.508976,185,5364.214086
318.329132,174,5365.908022
313.666329,168,5367.535305
312.544469,187,5369.339603
318.200877,161,5370.905859
312.199806,166,5372.522173
307.90742,182,5374.28078
318.84695,174,5375.963506
314.513505,190,5377.807504
319.153435,179,5379.537271
313.349582,190,5381.36862
313.769866,157,5382.897636
316.013954,190,5384.732539
312.955554,166,5386.343436
317.134102,161,5387.905814
310.442676,190,5389.738844
313.503905,185,5391.525535
309.922414,190,5393.358082
311.306938,166,5394.984805
311.057417,187,5396.786852
311.864736,187,5398.625275
308.155479,182,5400.383596
309.990799,182,5402.140971
318.686326,174,5403.82673
312.344307,154,5405.327425
319.043002,179,5407.062031
313.202903,185,5409.01194
309.700728,182,5410.92463
313.430715,190,5412.949456
316.215787,190,5414.951496
318.58605,161,5416.687509
313.057329,190,5418.690097
311.960655,190,5420.525707
318.123641,190,5422.362804
311.782709,166,5423.980136
319.200096,174,5425.675177
311.976853,176,5427.387347
318.14497,190,5429.234338
314.210217,157,5430.790487
320.478856,179,5432.547162
312.134123,179,5434.282306
312.40951,185,5436.072273
317.585499,179,5437.806397
312.617431,157,5439.353874
315.609191,190,5441.204597
314.837913,190,5443.055098
312.397426,185,5444.86796
312.207913,190,5446.720833
311.716251,179,5448.473611
312.213673,187,5450.283317
309.579001,182,5452.047467
309.596977,182,5453.81555
313.312393,190,5458.576901
313.815665,190,5460.417605
314.805839,190,5462.258211
313.481115,154,5463.764379
314.701202,157,5465.353062
314.413977,181,5467.109161
313.819012,190,5468.953129
313.311047,187,5470.767018
312.684901,185,5472.560383
312.053751,187,5474.371556
315.528419,181,5476.127026
312.535011,154,5477.635279
313.357058,181,5479.393505
316.094618,190,5481.232541
313.810856,154,5482.752153
311.35241,190,5484.593703
313.382779,168,5486.231113
316.098344,178,5487.959607
308.39819,190,5489.802927
312.33048,187,5491.61998
309.421865,190,5493.462353
318.299622,161,5495.032584
312.816258,166,5496.664403
317.860073,190,5498.504194
313.427264,168,5500.14221
313.146977,190,5501.984009
310.561199,190,5503.830369
312.288255,179,5505.579317
313.041089,179,5507.322829
311.127084,168,5508.962103
314.307924,157,5510.498351
314.554034,166,5512.145523
314.332692,157,5513.69087
311.92012,176,5515.413046
313.915431,190,5517.262168
310.54816,182,5519.041447
319.599904,179,5520.79099
313.867039,185,5522.594478
307.486053,182,5524.371719
313.464411,168,5526.006715
318.593702,174,5527.714141
316.905889,190,5529.559004
316.223633,190,5531.402522
311.340817,190,5533.243582
313.652748,190,5535.083208
314.446807,178,5536.810405
312.87107,181,5538.567529
318.071492,174,5540.257237
309.877523,190,5542.100974
314.538512,190,5543.944489
312.643993,185,5545.754251
313.263308,176,5547.468255
315.152254,157,5549.005066
312.105292,168,5550.639161
307.652691,190,5552.485049
312.673997,190,5554.330665
313.874072,166,5558.954486
309.518207,182,5560.724891
309.680676,190,5562.568048
311.404336,176,5564.300214
317.005286,179,5566.045526
311.109096,187,5567.861353
318.730714,161,5569.435594
310.306682,190,5571.279276
314.259168,190,5573.11964
313.204654,190,5574.960797
314.924743,181,5576.720469
314.787522,190,5578.579376
313.906336,181,5580.336408
311.15781,185,5582.144787
310.104413,190,5583.983224
317.009849,190,5585.822813
312.22509,190,5587.663978
318.845374,174,5589.353063
317.702729,174,5591.04492
314.750214,157,5592.576703
317.582743,190,5594.41613
312.270492,190,5596.254286
311.742416,166,5597.874334
316.510082,161,5599.484432
312.056713,179,5601.219796
310.610417,190,5603.07407
318.536982,174,5604.77022
318.232077,161,5606.345235
311.493446,179,5608.09037
311.64057,176,5609.96917
316.166632,190,5611.977237
309.669665,190,5613.981732
312.259893,166,5615.783718
317.890785,190,5617.788193
308.841749,182,5619.716733
316.863353,190,5621.722082
306.251177,182,5623.493377
310.853681,190,5625.33421
313.035556,185,5627.126082
317.859642,161,5628.697211
313.922338,190,5630.534624
313.28296,190,5632.389751
317.485892,190,5634.249532
315.792469,161,5635.819274
312.795184,185,5637.612545
303.285697,182,5639.376454
311.70919,187,5641.188403
317.831702,190,5643.029968
308.385067,182,5644.799361
313.538514,166,5646.419758
313.665356,157,5647.959352
312.992175,176,5649.697878
310.259609,190,5651.536168
313.165671,168,5653.173971
312.546112,154,5654.680907
318.336094,179,5656.417779
317.930596,179,5661.090512
319.065855,174,5662.783426
318.553835,179,5664.52132
312.440015,187,5666.332385
312.19051,190,5668.171192
314.488529,178,5669.920338
312.32429,187,5671.736101
312.746821,166,5673.359171
321.477093,179,5675.098324
316.995466,190,5676.933981
308.615299,190,5678.7754
312.131049,187,5680.587617
314.354395,179,5682.322772
311.865343,185,5684.119175
315.392054,157,5685.670041
313.261024,168,5687.308841
320.639762,179,5689.047671
315.121516,190,5690.885691
311.893538,176,5692.617923
314.122255,181,5694.535866
312.846916,187,5696.343638
317.263519,179,5698.078573
316.382272,190,5699.916651
314.243874,181,5701.686268
316.375558,157,5703.216122
313.094972,190,5705.077648
307.477575,190,5707.06754
310.281305,182,5709.452064
313.486165,185,5711.59037
312.103847,187,5713.923841
318.758969,174,5715.704218
313.969621,190,5717.6828
312.709849,166,5719.465147
315.989958,190,5721.403973
314.195665,168,5723.115609
314.462249,190,5725.089157
311.257522,190,5727.038149
315.193031,190,5729.004284
310.939357,190,5730.924823
312.415764,166,5732.602092
314.291305,190,5734.50776
318.280307,174,5736.294171
312.615027,190,5738.248377
314.580829,157,5739.920661
312.320061,179,5741.754298
312.231558,166,5743.477782
312.787369,190,5745.426092
320.637178,179,5747.258752
313.931992,190,5749.265793
313.043272,190,5751.234626
312.933569,154,5752.837363
312.102371,154,5754.433355
309.324128,182,5756.293649
311.266434,190,5758.248071
315.107238,157,5759.907971
317.634623,161,5764.588773
311.165072,190,5766.49172
311.559444,185,5768.413681
316.074356,181,5770.321282
311.002015,187,5772.234787
313.922654,179,5774.093663
311.88225,185,5775.999047
312.982327,179,5777.81577
316.098115,181,5779.663236
311.341489,190,5781.574127
312.787649,154,5783.166907
307.617017,190,5785.081757
315.183739,168,5786.941091
314.563526,179,5788.802371
314.967736,190,5790.924913
316.189607,190,5792.897428
318.574993,174,5794.708126
311.979165,154,5796.320494
308.84857,182,5798.163793
313.301453,190,5800.086697
315.633982,178,5801.892702
312.233466,190,5803.857937
315.497695,181,5805.732399
313.17045,154,5807.312621
316.402607,161,5809.011893
312.783361,179,5810.883364
314.220583,190,5812.813927
311.821789,179,5814.668697
314.900886,190,5816.638707
314.454211,190,5818.569795
313.981301,190,5820.555939
316.882965,179,5822.392461
310.551867,176,5824.226253
313.135531,181,5826.094084
313.490039,181,5827.943857
313.014992,166,5829.671497
314.02315,185,5831.603857
314.22838,181,5833.445829
318.836544,161,5835.086202
312.607885,157,5836.70316
313.235938,168,5838.439663
317.139585,161,5840.107602
313.987508,154,5841.723666
313.629646,190,5843.657407
314.995007,178,5845.518077
315.561388,190,5847.520928
312.220134,185,5849.44866
314.024407,157,5851.099753
307.901394,182,5852.967265
314.399337,168,5854.73482
313.856846,179,5856.591049
312.223021,190,5858.541953
318.293018,174,5860.31357
312.286963,176,5862.089951
307.939473,190,5864.187917
316.121241,179,5866.074204
310.86981,190,5868.00939
317.033377,179,5872.662376
314.119944,168,5874.412789
313.878975,157,5876.0848
314.666468,166,5877.810099
304.592472,182,5879.741664
320.549451,179,5881.599275
311.007919,187,5883.48307
314.491678,190,5885.454163
309.188968,190,5887.390875
316.857072,190,5889.344732
313.667897,168,5891.119577
312.826147,190,5893.037784
314.717043,157,5894.69184
312.828999,190,5896.643707
315.588632,190,5898.562725
310.437563,185,5900.487249
315.859126,190,5902.445555
312.486484,168,5904.162256
313.912429,168,5905.922262
316.081483,190,5907.866519
310.090468,182,5909.755601
309.614488,190,5911.706249
313.14758,190,5913.623926
310.802843,190,5915.602798
319.294705,179,5917.429847
307.291862,190,5919.393968
311.951231,154,5921.019829
309.661879,190,5922.973348
308.155322,190,5924.963257
314.012922,190,5926.914737
318.455619,179,5928.735672
313.218651,168,5930.485216
312.798345,187,5932.411225
314.521391,157,5934.026784
313.436766,190,5935.964646
309.281637,190,5937.885067
314.924421,181,5939.900791
311.518898,176,5941.723337
318.710458,174,5943.474717
310.717892,182,5945.379575
316.361895,174,5947.193429
317.379803,174,5949.000879
317.023722,174,5950.807881
313.810205,190,5952.75919
313.562531,190,5954.891913
315.786662,190,5957.135228
313.308835,185,5959.149208
314.866584,190,5961.47236
313.407527,187,5963.513977
313.185728,190,5965.825308
317.894222,174,5967.738731
318.651958,190,5969.821227
312.970829,154,5971.768121
313.681211,157,5973.552777
313.673208,190,5975.543378
315.208273,185,5980.569353
308.175946,182,5982.43512
309.6452,182,5984.286984
315.780253,161,5986.25573
312.07598,179,5988.152937
317.514017,161,5989.806353
314.781388,168,5991.671005
314.391264,190,5993.58892
315.534881,181,5995.752903
312.157563,181,5997.7861
314.742402,190,5999.875863
315.119247,190,6001.802756
318.213323,161,6003.451837
319.56244,174,6005.294971
310.915924,181,6007.403781
318.559681,161,6009.078326
311.927903,176,6010.945352
312.906112,168,6012.713467
313.724904,190,6014.650358
315.086319,178,6016.685195
314.836804,185,6018.602849
319.657397,174,6020.649707
318.41439,174,6022.597523
312.91923,176,6024.424369
309.341424,190,6026.436627
313.667699,166,6028.173396
310.008093,187,6030.087367
313.039965,190,6032.034598
309.739194,154,6033.659003
316.152808,190,6035.619574
