Año;Fecha;Riego_Optimo_FAO_mm
2009;13/05/2009;3,7798936966836143
2009;14/05/2009;4,868731592239169
2009;15/05/2009;4,004423601173629
2009;16/05/2009;6,005191847656814
2009;17/05/2009;3,2793460829481598
2009;18/05/2009;2,5423235701668583
2009;19/05/2009;6,167126236911784
2009;20/05/2009;5,393028018546779
2009;21/05/2009;5,64032194102221
2009;22/05/2009;8,077966631564111
2009;23/05/2009;0,5460137413279802
2009;24/05/2009;0,0
2009;25/05/2009;0,0
2009;26/05/2009;0,0
2009;27/05/2009;2,994381072184302
2009;28/05/2009;5,194942353265745
2009;29/05/2009;8,286511261719511
2009;30/05/2009;7,993069380182274
2009;31/05/2009;7,2931655466752865
2009;01/06/2009;6,766561972455509
2009;02/06/2009;6,131973339597817
2009;03/06/2009;0,0
2009;04/06/2009;5,252152137711447
2009;05/06/2009;3,6002832571431536
2009;06/06/2009;0,0
2009;07/06/2009;0,0
2009;08/06/2009;0,0
2009;09/06/2009;0,0
2009;10/06/2009;0,0
2009;11/06/2009;4,478155080924356
2009;12/06/2009;7,70514527507832
2009;13/06/2009;8,433178664797863
2009;14/06/2009;6,834391404156558
2009;15/06/2009;0,23871808727149757
2009;16/06/2009;8,097527308712689
2009;17/06/2009;2,0833270483443744
2009;18/06/2009;11,766891923449833
2009;19/06/2009;9,528709508532454
2009;20/06/2009;10,851407987576934
2009;21/06/2009;8,182117853409645
2009;22/06/2009;4,815500697718676
2009;23/06/2009;8,593668627668178
2009;24/06/2009;7,700995916079476
2009;25/06/2009;4,604080055734753
2009;26/06/2009;0,0
2009;27/06/2009;3,1831532717499984
2009;28/06/2009;7,105254605199463
2009;29/06/2009;4,872209570587701
2009;30/06/2009;4,4527387746920235
2009;01/07/2009;7,918836927400768
2009;02/07/2009;6,857082286241118
2009;03/07/2009;6,498788980598876
2009;04/07/2009;2,3053104964607574
2009;05/07/2009;7,879001879539047
2009;06/07/2009;4,408264280685622
2009;07/07/2009;5,236398107999436
2009;08/07/2009;2,936345944198141
2009;09/07/2009;4,461519955036877
2009;10/07/2009;5,417685199284999
2009;11/07/2009;5,826167684392751
2009;12/07/2009;7,33396894530809
2009;13/07/2009;6,216820891935963
2009;14/07/2009;6,629105185671174
2009;15/07/2009;0,0
2009;16/07/2009;7,562698131420698
2009;17/07/2009;7,3810392880601725
2009;18/07/2009;0,0
2009;19/07/2009;3,622024004294003
2009;20/07/2009;7,9255684159844355
2009;21/07/2009;5,952516944173046
2009;22/07/2009;0,0
2009;23/07/2009;0,0
2009;24/07/2009;0,0
2009;25/07/2009;6,296568864045222
2009;26/07/2009;6,305836194646799
2009;27/07/2009;8,983166773681377
2009;28/07/2009;5,708471255586648
2009;29/07/2009;5,746494294028945
2009;30/07/2009;4,257661637523693
2009;31/07/2009;3,2620629422213807
2009;01/08/2009;0,0
2009;02/08/2009;0,0
2009;03/08/2009;0,0
2009;04/08/2009;7,893541816737446
2009;05/08/2009;5,299910607153318
2009;06/08/2009;6,101311297013304
2009;07/08/2009;0,44278275238942544
2009;08/08/2009;7,32002468127711
2009;09/08/2009;3,956154646818838
2009;10/08/2009;3,9963665166108067
2009;11/08/2009;3,241554954314469
2009;12/08/2009;4,912469848772507
2009;13/08/2009;5,71906771980592
2009;14/08/2009;4,505049937076624
2009;15/08/2009;4,071122803032397
2009;16/08/2009;4,3857527308170186
2009;17/08/2009;4,672623894793261
2009;18/08/2009;4,996915842426836
2009;19/08/2009;3,885254036428946
2009;20/08/2009;4,601025339065485
2009;21/08/2009;3,622146862269272
2009;22/08/2009;2,779117282557078
2009;23/08/2009;3,8886500899190013
2009;24/08/2009;4,857338127312789
2009;25/08/2009;0,0
2009;26/08/2009;3,7425161639680526
2009;27/08/2009;2,527421780887686
2009;28/08/2009;2,8969789774215116
2009;29/08/2009;1,714287284262992
2009;30/08/2009;1,8864344461093134
2009;31/08/2009;1,9791252547954756
2009;01/09/2009;0,0
2010;17/04/2010;25,0
2010;18/04/2010;25,0
2010;19/04/2010;25,0
2010;20/04/2010;18,887999999999998
2010;21/04/2010;0,0
2010;22/04/2010;0,0
2010;23/04/2010;3,0200000000000022
2010;24/04/2010;5,303700269459897
2010;25/04/2010;4,408896836953054
2010;26/04/2010;5,422464520872787
2010;27/04/2010;5,150741964544329
2010;28/04/2010;5,526264863093539
2010;29/04/2010;3,0118759158648274
2010;30/04/2010;2,94441647614494
2010;01/05/2010;4,149123513523321
2010;02/05/2010;4,082303914838565
2010;03/05/2010;4,250464261631982
2010;04/05/2010;2,633487140087574
2010;05/05/2010;3,3250005918640366
2010;06/05/2010;4,298103205733517
2010;07/05/2010;2,8270992173721075
2010;08/05/2010;0,0
2010;09/05/2010;0,0
2010;10/05/2010;1,127333890272582
2010;11/05/2010;0,3348302163899426
2010;12/05/2010;0,0
2010;13/05/2010;0,0
2010;14/05/2010;2,8629616199043757
2010;15/05/2010;4,973491055575296
2010;16/05/2010;7,538694991262331
2010;17/05/2010;7,328845460673119
2010;18/05/2010;5,095744856393037
2010;19/05/2010;5,868734775893424
2010;20/05/2010;5,773369584165254
2010;21/05/2010;5,617526055942571
2010;22/05/2010;6,653160837363881
2010;23/05/2010;6,741816773897584
2010;24/05/2010;5,199019918474199
2010;25/05/2010;2,6917317139229975
2010;26/05/2010;0,0
2010;27/05/2010;3,6215572363192274
2010;28/05/2010;2,5128304451135595
2010;29/05/2010;5,171309288478428
2010;30/05/2010;5,0829990916905565
2010;31/05/2010;7,277887439377386
2010;01/06/2010;5,760366305817879
2010;02/06/2010;0,0
2010;03/06/2010;1,6187250015461072
2010;04/06/2010;9,47557415229663
2010;05/06/2010;5,958554245884982
2010;06/06/2010;8,39310909540102
2010;07/06/2010;1,9758740965498522
2010;08/06/2010;0,0
2010;09/06/2010;0,0
2010;10/06/2010;0,0
2010;11/06/2010;0,0
2010;12/06/2010;0,0
2010;13/06/2010;0,0
2010;14/06/2010;4,624387642042306
2010;15/06/2010;0,0
2010;16/06/2010;0,0
2010;17/06/2010;1,8260685815000404
2010;18/06/2010;3,408266984634672
2010;19/06/2010;6,757917769302124
2010;20/06/2010;5,263262517311185
2010;21/06/2010;3,4538643170236947
2010;22/06/2010;4,506117390676975
2010;23/06/2010;7,916180355143078
2010;24/06/2010;6,954907829062074
2010;25/06/2010;7,1152745905056545
2010;26/06/2010;0,0
2010;27/06/2010;7,612166944541363
2010;28/06/2010;6,029060206396497
2010;29/06/2010;6,356610729101508
2010;30/06/2010;5,6986408186370605
2010;01/07/2010;5,902883555941554
2010;02/07/2010;6,526227274939671
2010;03/07/2010;3,3668953271668594
2010;04/07/2010;7,842181579599904
2010;05/07/2010;5,189187398932398
2010;06/07/2010;6,438397701944369
2010;07/07/2010;5,454369000302028
2010;08/07/2010;6,5987657563576985
2010;09/07/2010;5,09049985976457
2010;10/07/2010;6,576711776162795
2010;11/07/2010;5,48456397624458
2010;12/07/2010;6,547759134012168
2010;13/07/2010;5,812942453095048
2010;14/07/2010;3,679809164142843
2010;15/07/2010;3,3162641450246797
2010;16/07/2010;5,156844374407885
2010;17/07/2010;6,7517379793766175
2010;18/07/2010;3,799916349989406
2010;19/07/2010;6,470545588995917
2010;20/07/2010;5,769397671544855
2010;21/07/2010;5,989226565161915
2010;22/07/2010;1,3244116173684168
2010;23/07/2010;5,069767936529327
2010;24/07/2010;4,001602936588984
2010;25/07/2010;4,706641568678448
2010;26/07/2010;5,572161202470299
2010;27/07/2010;4,20913910542079
2010;28/07/2010;5,512432920348602
2010;29/07/2010;5,524036706029675
2010;30/07/2010;4,868174163288803
2010;31/07/2010;3,2916174310827264
2010;01/08/2010;6,333173800062947
2010;02/08/2010;4,633240916538789
2010;03/08/2010;3,7102027139866154
2010;04/08/2010;3,819003737272181
2010;05/08/2010;5,22762225151633
2010;06/08/2010;2,7208876211012782
2010;07/08/2010;4,386606165980987
2010;08/08/2010;5,144353547337523
2010;09/08/2010;2,9685443019790356
2010;10/08/2010;6,035466239057403
2010;11/08/2010;4,1430876987336855
2010;12/08/2010;4,35358312527356
2010;13/08/2010;2,3279701531759747
2010;14/08/2010;0,9865958848789673
2010;15/08/2010;1,758400609446924
2010;16/08/2010;2,754546015166438
2010;17/08/2010;3,2812772553763327
2010;18/08/2010;3,319941138529407
2010;19/08/2010;2,417195233087497
2010;20/08/2010;2,920713040414503
2010;21/08/2010;2,719026691918909
