Fecha;Riego_Decidido_mm;Lluvia_mm;Evaporacion_Suelo_mm;Transpiracion_Planta_mm;Estrés_Hídrico_pct
16/06/2006;2,1776148376128033;0,2;0,05819444539370086;1,8956001082047147;0,0
17/06/2006;2,3137945535984095;0,6;0,08308293845061533;4,138595135961512;-2,220446049250313e-14
18/06/2006;8,011678074412135;0,2;0,0820335438026857;4,668004660412906;0,0
19/06/2006;8,880038204215587;0,0;0,07582712722357209;4,902244990742295;0,0
20/06/2006;8,978072117965867;0,0;0,07034328880961811;4,888670319239438;-2,220446049250313e-14
21/06/2006;7,109013608049061;0,0;0,07643705715115771;6,11459974784172;0,0
22/06/2006;9,311036804992883;0,0;0,06387162830355854;5,734420712366178;0,0
23/06/2006;5,497644836955728;0,0;0,07293982719002222;7,266852281217063;0,0
24/06/2006;9,09979210840709;0,0;0,05204124042748152;5,219453627568857;0,0
25/06/2006;1,5033794881134912;0,0;0,037393219495769174;3,4523850830023948;0,0
26/06/2006;4,299778302498167;0,0;0,03891451662971918;4,08195939216114;0,0
27/06/2006;5,150873908790861;0,0;0,04550777271922653;5,254224528282376;0,0
28/06/2006;6,599732301001613;0,0;0,045317986802233125;5,834226254518496;0,0
29/06/2006;6,489544241320743;0,0;0,04089703193316298;5,251969372605036;0,0
30/06/2006;4,531226061795918;0,0;0,041038433953721955;5,928686265442078;-2,220446049250313e-14
01/07/2006;7,159724699395811;0,0;0,04259289685651665;6,349464524707025;0,0
02/07/2006;6,8720574215635315;0,0;0,03625705870443867;5,553799788173425;-2,220446049250313e-14
03/07/2006;4,567855334250085;0,0;0,0366123702129453;5,386673248291665;-2,220446049250313e-14
04/07/2006;0,0;6,4;0,023777625031044556;3,1467763941349283;0,0
05/07/2006;0,0;0,0;0,02635667959790389;3,247789903630765;0,0
06/07/2006;5,55414658322867;0,0;0,0334648055992479;4,28308401529581;0,0
07/07/2006;5,376548820895063;0,2;0,03308738297970751;4,876762743557682;0,0
08/07/2006;5,559850126537396;0,0;0,037239031794651795;5,889197734118052;0,0
09/07/2006;6,966436765912696;0,0;0,03742774310442199;5,902083086807056;0,0
10/07/2006;5,959510829911488;0,0;0,04157939191936628;6,537928261666267;0,0
11/07/2006;7,219507653585648;0,0;0,03447126591802227;5,404630177423714;0,0
12/07/2006;3,9358639247714535;0,0;0,03994389390135792;6,24456590475407;0,0
13/07/2006;7,964509798655423;0,2;0,03918904866227715;6,1088017557147225;0,0
14/07/2006;3,6678181367199287;2,4;0,037742261954038986;5,866175105616832;0,0
15/07/2006;5,463399364599643;0,2;0,033968035758635086;5,264166637805402;0,0
16/07/2006;4,696839666135949;0,0;0,03755355064426879;5,802813113503196;0,0
17/07/2006;6,810366664147463;0,0;0,03830839588334957;5,902094993506107;0,0
18/07/2006;6,080403389389471;0,0;0,022267934552883;3,4206848021923726;0,0
19/07/2006;0,0;2,4;0,02855831154522283;4,23041071275712;0,0
20/07/2006;5,108969024302351;0,0;0,037993877033732575;5,801992515444865;0,0
21/07/2006;7,639986392478609;0,0;0,038811626042736753;5,909284244050685;0,0
22/07/2006;6,1080958700934325;0,0;0,037930973263809176;5,758013429713843;0,0
23/07/2006;5,5955127338349495;0,0;0,03616966770595403;5,474254469239391;-2,220446049250313e-14
24/07/2006;5,3099924678026404;0,0;0,03906324112243035;5,8944952259413315;0,0
25/07/2006;6,503558467063755;0,0;0,0408245466802855;6,141771917379349;0,0
26/07/2006;6,452596464059645;0,0;0,03692451294503481;5,538308158203991;0,0
27/07/2006;0,0;7,0;0,02446956650020194;3,3997289112760054;-2,220446049250313e-14
28/07/2006;0,0;0,2;0,03069703972261837;4,095429634496579;0,0
29/07/2006;6,846126674219196;0,0;0,035603533776643444;5,152346416962276;0,0
30/07/2006;6,557949950738924;0,0;0,032521249050396925;4,818920885691863;-2,220446049250313e-14
31/07/2006;4,510708297199655;0,0;0,040195508981051516;5,801999786732301;0,0
01/08/2006;7,072195295713357;0,0;0,03786806949388578;5,576883813823966;0,0
02/08/2006;5,334147546518078;0,0;0,037993877033732575;5,578196596324472;0,0
03/08/2006;5,8161904733582075;0,0;0,033968035758635086;4,468397144538513;0,0
04/08/2006;3,039213995555425;0,0;0,03157769250154595;3,643085334797692;0,0
05/08/2006;3,8646630272992355;0,0;0,03315028674963091;4,466623692563236;0,0
06/08/2006;5,409773979312878;0,0;0,033276094289477705;4,583068365095598;0,0
07/08/2006;4,766344459385081;0,0;0,03308738297970751;4,4428218814667;0,0
08/08/2006;4,295520762217996;0,0;0,033213190519554306;4,167296237511703;0,0
09/08/2006;3,9800345919742997;0,0;0,03365351690901809;4,424583948818703;0,0
10/08/2006;4,878237465727737;0,0;0,05595126440115477;4,410811990866524;0,0
11/08/2006;4,4967632552676795;0,0;0,07886528106945154;4,211516754947252;0,0
12/08/2006;4,049864033045476;0,0;0,10631678824568322;3,921105585900427;0,0
13/08/2006;3,907163372660514;0,0;0,11724017449269099;2,002143557063283;0,0
14/08/2006;0,0;0,0;0,13533375740436349;2,4182441694425;0,0
15/08/2006;4,363577926846865;0,0;0,1874554559998915;3,2218157491403048;0,0
16/08/2006;0,0;5,2;0,07013717025636762;0,25674740044139477;0,0
17/08/2006;0,0;0,2;0,17315295969117275;0,509740842619303;0,0
18/08/2006;0,0;9,4;0,11862540021331573;0,2677068468505478;0,0
19/08/2006;0,0;0,4;0,23693779478462018;0,6731901438527095;-2,220446049250313e-14
20/08/2006;0,0;0,0;0,3631489049045824;1,7980904597280203;0,0
21/08/2006;3,562910156586657;0,0;0,4559869289565484;2,6803611933837916;0,0
22/08/2006;4,3763481223403495;0,0;0,5447090290229207;2,8883010583822193;0,0
23/08/2006;3,8130100874051496;0,0;0,6647852810727939;2,9405685006146225;0,0
24/08/2006;3,805353781687433;0,0;0,636293063181665;2,1668224995818735;0,0
25/08/2006;1,7408277163072143;0,0;0,6645278961242348;1,8962651551321938;-2,220446049250313e-14
26/08/2006;3,0507930512564374;0,0;0,7787284098411981;1,7766316149988983;0,0
27/08/2006;2,6153600248400988;0,0;0,8622238085784814;1,7042311350386443;0,0
28/08/2006;2,6064549436171176;0,0;1,0490880819207367;1,6595101187584267;0,0
29/08/2006;2,848598200679178;0,0;1,0904017845261946;1,2893023868981766;0,0
30/08/2006;1,9387544993104258;0,0;1,1374414090088385;0,859301553629242;0,0
31/08/2006;1,8764839611524846;0,0;1,4027814302316592;0,6431776497920902;0,0
01/09/2006;2,195959080023755;0,0;1,7366369971645002;0,39523445602609236;0,0
02/09/2006;0,0;0,0;0,0;0,0;0,0
15/04/2007;25,0;0,0;4,0920000000000005;0,0;0,0
16/04/2007;25,0;0,0;4,664000000000001;0,0;0,0
17/04/2007;25,0;0,6;4,0920000000000005;0,0;0,0
18/04/2007;25,0;0,0;4,587000000000001;0,0;0,0
19/04/2007;14,416999999999998;0,0;5,082000000000001;0,0;0,0
20/04/2007;5,591999999999992;0,0;4,829;0,0;0,0
21/04/2007;4,30899999999999;0,0;4,9155258115913725;0,0;0,0
22/04/2007;5,277999999999995;0,0;5,148588290665479;0,02367508214968038;0,0
23/04/2007;5,412263372815155;0,0;5,151814131693068;0,03354220430254361;0,0
24/04/2007;5,1953563359956165;0,0;4,4904195377066936;0,04042846606788594;-2,220446049250313e-14
25/04/2007;0,0;24,2;1,0850233635389743;0,00029393391586972334;0,0
26/04/2007;0,0;8,2;1,4503949189031349;0,000183806818790568;0,0
27/04/2007;0,0;2,6;3,0274278781845116;0,007955255552574238;0,0
28/04/2007;0,0;7,8;3,1946514578760525;0,014465843398430546;0,0
29/04/2007;0,0;8,0;2,689119847045503;0,005632397051969353;0,0
30/04/2007;0,0;3,8;2,932439189717929;0,0002464866386527928;0,0
01/05/2007;0,0;0,2;2,3042181482022275;0,0;0,0
02/05/2007;1,7656875267858694;2,0;2,0544135565341923;0,0019140170760016382;-2,220446049250313e-14
03/05/2007;1,5563012717098077;0,2;3,3738344806965572;0,018336541714717193;0,0
04/05/2007;5,142428126367607;0,0;3,6570236843368855;0,01995926518557415;0,0
05/05/2007;3,826982949522465;0,0;3,955633341597389;0,0037473137914876362;-2,220446049250313e-14
06/05/2007;4,239896327318034;0,0;4,9514084950783355;0,04493874754912128;0,0
07/05/2007;6,073967743632531;0,0;4,675393804137832;0,1894298328962175;0,0
08/05/2007;4,624802595513744;0,0;5,589846827465743;0,36541882109824625;-2,220446049250313e-14
09/05/2007;7,276077155718323;0,0;5,2164106463674935;0,37611734647070094;-2,220446049250313e-14
10/05/2007;5,0524806494175385;0,0;5,471892018719701;0,6152798897140981;0,0
11/05/2007;6,965697917467483;0,0;4,421230812287552;0,584049776844716;0,0
12/05/2007;3,645161353850588;0,0;4,302326439357356;0,4379133688673557;0,0
13/05/2007;5,226830045215913;0,2;2,9150521012381523;0,03558154766637734;0,0
14/05/2007;0,6904355079217257;0,0;2,9404150045980026;0,019077133208895793;0,0
15/05/2007;4,99367792333075;0,0;3,427268090230459;0,12493677033878753;0,0
16/05/2007;4,0122048605692395;0,0;3,8692205585711097;1,3870235925601642;0,0
