Fecha;GDU_Acumulado;Temp_Max_C;Temp_Min_C;Temp_Suelo_C;Humedad_Relativa_pct;Velocidad_Viento_ms;Precipitacion_Hoy_mm;ETo_mm;Precip_Manana_mm;ETo_Manana_mm;Precio_Agua_Hoy
01/01/2005;0,0000;0,1004;0,4505;0,2058;1,0000;0,1053;0,0000;0,0341;0,0000;0,0252;0,5368
02/01/2005;0,0000;0,1793;0,4396;0,2058;1,0000;0,1205;0,0000;0,0328;0,0000;0,0323;0,4357
03/01/2005;0,0000;0,2531;0,3868;0,2058;0,9714;0,0970;0,0000;0,0381;0,0000;0,0320;0,0564
04/01/2005;0,0000;0,2609;0,3649;0,1889;0,9330;0,1011;0,0000;0,0407;0,0000;0,0318;0,2767
05/01/2005;0,0000;0,0919;0,4013;0,1819;0,9920;0,0693;0,0000;0,0367;0,0000;0,0295;0,8164
06/01/2005;0,0000;0,2895;0,3649;0,1773;0,9690;0,0817;0,0000;0,0433;0,0000;0,0322;0,5545
07/01/2005;0,0000;0,1506;0,3742;0,1757;0,9850;0,0693;0,0000;0,0381;0,0000;0,0323;0,6949
08/01/2005;0,0000;0,0738;0,4013;0,1642;1,0000;0,1066;0,0000;0,0341;0,0107;0,0275;0,1975
09/01/2005;0,0000;0,0670;0,3356;0,1448;1,0000;0,0748;0,0000;0,0289;0,0167;0,0222;0,4757
10/01/2005;0,0000;0,0251;0,3301;0,1163;0,9990;0,0554;0,0000;0,0328;0,0097;0,0273;0,0000
11/01/2005;0,0000;0,0889;0,3884;0,1074;1,0000;0,0360;0,0000;0,0381;0,0217;0,0312;0,0000
12/01/2005;0,0000;0,1893;0,4943;0,1373;1,0000;0,0582;0,0155;0,0433;0,1629;0,0436;0,6394
13/01/2005;0,0000;0,2360;0,5782;0,1994;1,0000;0,0720;0,0922;0,0486;0,0000;0,0425;0,3485
14/01/2005;0,0000;0,2727;0,5818;0,2707;0,9990;0,1274;0,0000;0,0486;0,0000;0,0442;0,4289
15/01/2005;0,0000;0,2609;0,5181;0,3181;0,9740;0,1357;0,0000;0,0577;0,0022;0,0587;0,6914
16/01/2005;0,0000;0,3276;0,4360;0,3187;0,8990;0,0803;0,0000;0,0643;0,0189;0,0373;0,0000
17/01/2005;0,0000;0,3161;0,3868;0,2925;0,9230;0,0928;0,0000;0,0617;0,0228;0,1198;0,6275
18/01/2005;0,0000;0,3045;0,4067;0,2812;0,8200;0,5485;0,0000;0,1247;0,0000;0,1323;0,7471
19/01/2005;0,0000;0,3430;0,5016;0,2870;0,7820;0,5914;0,0000;0,1562;0,0070;0,0997;0,4360
20/01/2005;0,0000;0,4381;0,4431;0,3125;0,7490;0,1524;0,0000;0,1286;0,0000;0,0400;0,4988
21/01/2005;0,0000;0,2576;0,3630;0,3058;0,8870;0,1025;0,0000;0,0604;0,0000;0,0395;0,6894
22/01/2005;0,0000;0,1137;0,3679;0,2689;0,9896;0,0817;0,0000;0,0433;0,0000;0,0654;0,3108
23/01/2005;0,0000;0,3078;0,3684;0,2325;0,9550;0,1066;0,0000;0,0669;0,0000;0,0886;0,4636
24/01/2005;0,0000;0,2508;0,3449;0,1947;0,7840;0,2687;0,0000;0,1220;0,0082;0,1025;0,1725
25/01/2005;0,0000;0,1808;0,4212;0,1940;0,7460;0,5208;0,0000;0,1496;0,0211;0,1448;0,6329
26/01/2005;0,0000;0,1607;0,3449;0,1960;0,6563;0,6717;0,0000;0,1890;0,0094;0,0977;0,3067
27/01/2005;0,0000;0,1456;0,3575;0,1776;0,7070;0,4875;0,0000;0,1496;0,0208;0,1220;0,0573
28/01/2005;0,0000;0,2694;0,3266;0,1779;0,7220;0,3061;0,0000;0,1457;0,0489;0,1616;0,3949
29/01/2005;0,0000;0,3013;0,4177;0,1915;0,7500;0,4224;0,0000;0,1824;0,0000;0,1267;0,2994
30/01/2005;0,0000;0,3076;0,3430;0,2035;0,7010;0,2687;0,0000;0,1759;0,0024;0,1387;0,0980
31/01/2005;0,0000;0,3460;0,3028;0,2248;0,6985;0,2091;0,0000;0,1640;0,0000;0,0967;0,1438
01/02/2005;0,0000;0,3879;0,3594;0,2384;0,7570;0,0886;0,0000;0,1129;0,0341;0,0995;0,5453
02/02/2005;0,0000;0,4097;0,3832;0,2430;0,7870;0,1676;0,0000;0,1601;0,0000;0,0984;0,4831
03/02/2005;0,0000;0,3043;0,2883;0,2372;0,8000;0,1634;0,0000;0,1247;0,0293;0,1031;0,3240
04/02/2005;0,0000;0,2493;0,3285;0,2260;0,7880;0,1385;0,0000;0,1089;0,0123;0,0764;0,0000
05/02/2005;0,0000;0,2325;0,3504;0,2113;0,8070;0,0983;0,0000;0,0971;0,0157;0,0609;0,0088
06/02/2005;0,0000;0,1757;0,4833;0,1984;0,9090;0,1122;0,0051;0,0761;0,0545;0,0468;0,0858
07/02/2005;0,0000;0,2011;0,4759;0,2067;0,9300;0,2202;0,0500;0,0696;0,0000;0,1327;0,4125
08/02/2005;0,0000;0,2960;0,4543;0,2352;0,8050;0,2230;0,0000;0,1325;0,0000;0,1138;0,0262
09/02/2005;0,0000;0,3394;0,4032;0,2506;0,7590;0,1676;0,0000;0,1535;0,0122;0,1703;0,1005
10/02/2005;0,0000;0,3864;0,3832;0,2635;0,7250;0,1371;0,0000;0,1667;0,0000;0,1522;0,2985
11/02/2005;0,0000;0,4281;0,4086;0,2928;0,6311;0,1579;0,0000;0,1916;0,0000;0,2178;0,3379
12/02/2005;0,0000;0,4150;0,5728;0,3203;0,6545;0,3657;0,0000;0,2585;0,0043;0,2057;0,2142
13/02/2005;0,0000;0,4148;0,5416;0,3526;0,7120;0,6357;0,0000;0,2966;0,0123;0,2160;0,4482
14/02/2005;0,0000;0,2945;0,4341;0,3550;0,6209;0,4363;0,0000;0,2454;0,0116;0,1431;0,4097
15/02/2005;0,0000;0,2862;0,3922;0,3367;0,6424;0,4543;0,0000;0,2165;0,0000;0,1813;0,2385
16/02/2005;0,0000;0,2443;0,3813;0,2894;0,6548;0,4737;0,0000;0,2205;0,0087;0,1876;0,3201
17/02/2005;0,0000;0,2558;0,3485;0,2416;0,6800;0,4100;0,0000;0,2087;0,0314;0,1251;0,0000
18/02/2005;0,0000;0,3010;0,2719;0,2167;0,7040;0,1510;0,0000;0,1627;0,0089;0,1543;0,2560
19/02/2005;0,0000;0,3477;0,3559;0,2175;0,6591;0,4861;0,0000;0,2625;0,0057;0,2135;0,1675
20/02/2005;0,0000;0,3063;0,4415;0,2341;0,7090;0,4404;0,0000;0,2087;0,0202;0,1594;0,2239
21/02/2005;0,0000;0,1923;0,3559;0,2251;0,6545;0,3255;0,0000;0,1903;0,0076;0,1746;0,1488
22/02/2005;0,0000;0,2576;0,3796;0,2416;0,7410;0,4418;0,0000;0,1955;0,0236;0,0705;0,0036
23/02/2005;0,0000;0,1624;0,3920;0,2148;0,7810;0,1108;0,0000;0,1129;0,0000;0,1548;0,5193
24/02/2005;0,0000;0,2342;0,3684;0,1940;0,6962;0,1745;0,0000;0,1759;0,0006;0,1996;0,0000
25/02/2005;0,0000;0,2039;0,3063;0,1965;0,6836;0,3712;0,0000;0,1995;0,0000;0,2094;0,4255
26/02/2005;0,0000;0,2056;0,4051;0,1848;0,6881;0,5277;0,0000;0,2192;0,0000;0,1737;0,6290
27/02/2005;0,0000;0,2375;0,3195;0,1831;0,6948;0,3449;0,0000;0,2126;0,0140;0,2543;0,2187
28/02/2005;0,0000;0,1592;0,2136;0,1571;0,5391;0,4958;0,0000;0,2375;0,0000;0,1422;0,1628
01/03/2005;0,0000;0,2024;0,1606;0,1243;0,5598;0,1884;0,0000;0,1995;0,0248;0,2751;0,3783
02/03/2005;0,0000;0,2812;0,1879;0,1099;0,6182;0,3573;0,0000;0,2782;0,0317;0,2014;0,2099
03/03/2005;0,0000;0,2443;0,3083;0,1155;0,7000;0,3850;0,0000;0,2362;0,0279;0,2409;0,5004
04/03/2005;0,0000;0,1958;0,2754;0,1293;0,6049;0,5000;0,0000;0,2415;0,0118;0,2675;0,4724
05/03/2005;0,0000;0,3462;0,4688;0,1930;0,6672;0,6440;0,0000;0,3241;0,0077;0,1922;0,8024
06/03/2005;0,0000;0,2526;0,3611;0,2203;0,6782;0,5055;0,0000;0,2730;0,0000;0,1687;0,2887
07/03/2005;0,0000;0,2809;0,3028;0,2211;0,5855;0,2355;0,0000;0,2520;0,0009;0,1684;0,2884
08/03/2005;0,0000;0,3176;0,2317;0,2233;0,6464;0,1247;0,0000;0,2192;0,0000;0,1984;0,3683
09/03/2005;0,0000;0,4316;0,2590;0,2050;0,5621;0,1260;0,0000;0,2677;0,0000;0,2830;0,4367
10/03/2005;0,0000;0,4532;0,2519;0,2084;0,5404;0,1482;0,0000;0,3018;0,0101;0,1614;0,5451
11/03/2005;0,0000;0,4115;0,3031;0,2241;0,5422;0,1510;0,0000;0,2927;0,0000;0,3060;0,0976
12/03/2005;0,0000;0,4798;0,2902;0,2661;0,4964;0,1551;0,0000;0,3202;0,0200;0,3420;0,4324
13/03/2005;0,0000;0,5152;0,4051;0,3122;0,5579;0,1787;0,0000;0,3307;0,0231;0,2155;0,1807
14/03/2005;0,0000;0,4783;0,4688;0,3542;0,6942;0,1371;0,0000;0,2664;0,0011;0,2406;0,4678
15/03/2005;0,0000;0,5554;0,4798;0,4043;0,6652;0,2078;0,0000;0,3661;0,0000;0,3307;0,1321
16/03/2005;0,0000;0,5822;0,5036;0,4469;0,6241;0,2202;0,0000;0,3806;0,0000;0,3338;0,0317
17/03/2005;0,0000;0,5704;0,5561;0,4738;0,5998;0,2355;0,0000;0,3701;0,0213;0,4381;0,4607
18/03/2005;0,0000;0,6103;0,5818;0,5055;0,5069;0,2521;0,0000;0,4528;0,0006;0,3208;0,2410
19/03/2005;0,0000;0,5822;0,5254;0,5268;0,5066;0,2285;0,0000;0,3832;0,0000;0,3161;0,7161
20/03/2005;0,0000;0,5518;0,6220;0,5404;0,7110;0,2742;0,0000;0,3333;0,0477;0,1325;0,4964
21/03/2005;0,0000;0,4434;0,7128;0,5453;0,8820;0,5789;0,0306;0,1680;0,0227;0,3330;0,1549
22/03/2005;0,0000;0,4534;0,5908;0,5222;0,7010;0,4294;0,0000;0,3753;0,0000;0,1770;0,2831
23/03/2005;0,0000;0,3964;0,5506;0,4933;0,8380;0,3850;0,0000;0,2152;0,0112;0,1873;0,6228
24/03/2005;0,0000;0,4399;0,5982;0,4718;0,7610;0,2964;0,0000;0,2927;0,1497;0,1265;0,0000
25/03/2005;0,0000;0,3801;0,6018;0,4428;0,8370;0,3906;0,1196;0,1837;0,1812;0,2294;0,5316
26/03/2005;0,0000;0,4230;0,6220;0,4366;0,8440;0,5305;0,1547;0,3005;0,0116;0,2428;0,2280
27/03/2005;0,0000;0,3997;0,5892;0,4367;0,7790;0,3310;0,0000;0,2913;0,0000;0,1768;0,2730
28/03/2005;0,0000;0,4268;0,6201;0,4331;0,8500;0,3726;0,0000;0,2192;0,0262;0,2659;0,0969
29/03/2005;0,0000;0,4316;0,6201;0,4482;0,7590;0,4349;0,0000;0,3123;0,0113;0,3131;0,1595
30/03/2005;0,0000;0,4886;0,6403;0,4661;0,7400;0,4391;0,0000;0,3596;0,0190;0,2883;0,3186
31/03/2005;0,0000;0,5604;0,5580;0,4897;0,7280;0,1717;0,0000;0,3832;0,4807;0,2311;0,0000
01/04/2005;0,0000;0,5571;0,6510;0,5129;0,7520;0,2701;0,4374;0,3412;0,2124;0,2347;0,0000
02/04/2005;0,0000;0,4567;0,6893;0,5131;0,8410;0,2881;0,1547;0,2822;0,0915;0,1586;0,0403
03/04/2005;0,0000;0,3897;0,7112;0,5044;0,8990;0,2701;0,0646;0,1785;0,0488;0,2228;0,3393
04/04/2005;0,0000;0,4765;0,7221;0,5051;0,8400;0,2064;0,0405;0,2940;0,0050;0,2692;0,3107
05/04/2005;0,0000;0,4886;0,6056;0,4994;0,8080;0,1440;0,0000;0,3320;0,0000;0,3091;0,6704
06/04/2005;0,0000;0,5388;0,6658;0,5169;0,7640;0,2382;0,0000;0,3543;0,0299;0,2056;0,1775
07/04/2005;0,0000;0,5152;0,6458;0,5270;0,7980;0,1981;0,0306;0,2743;0,0000;0,3060;0,2997
08/04/2005;0,0000;0,3246;0,4888;0,4833;0,6761;0,5762;0,0000;0,3701;0,0177;0,2731;0,4154
09/04/2005;0,0000;0,2895;0,4341;0,4262;0,6411;0,5693;0,0000;0,3346;0,0000;0,3083;0,4805
10/04/2005;0,0000;0,4316;0,3980;0,3695;0,6182;0,3186;0,0000;0,4239;0,0115;0,4198;0,6542
11/04/2005;0,0000;0,5117;0,4486;0,3436;0,6289;0,2715;0,0000;0,4685;0,0000;0,4205;0,2529
12/04/2005;0,0000;0,4933;0,4945;0,3690;0,6847;0,1953;0,0000;0,4252;0,0280;0,3069;0,6592
13/04/2005;0,0000;0,5385;0,4981;0,4126;0,7170;0,1994;0,0256;0,4383;0,0058;0,2631;0,1720
14/04/2005;0,0000;0,3583;0,5361;0,4351;0,7360;0,5665;0,0000;0,2808;0,0091;0,3069;0,1285
15/04/2005;0,0000;0,3013;0,5071;0,4106;0,7540;0,6745;0,0000;0,3136;0,0015;0,2720;0,7159
16/04/2005;0,0000;0,3515;0,5235;0,3923;0,6938;0,6316;0,0000;0,3766;0,0034;0,2296;0,1744
17/04/2005;0,0000;0,4198;0,6586;0,3985;0,7760;0,5263;0,0000;0,2861;0,0000;0,2799;0,0481
18/04/2005;0,0000;0,3864;0,5544;0,3974;0,7080;0,6690;0,0000;0,3937;0,0194;0,2685;0,3992
19/04/2005;0,0000;0,3814;0,5908;0,4192;0,7660;0,6025;0,0000;0,3176;0,0006;0,2159;0,2599
20/04/2005;0,0000;0,3899;0,6474;0,4384;0,7730;0,5900;0,0000;0,2730;0,0085;0,3247;0,0901
21/04/2005;0,0000;0,4818;0,7166;0,4509;0,7910;0,5443;0,0000;0,3202;0,1648;0,2166;0,2784
22/04/2005;0,0000;0,5001;0,6275;0,4791;0,7520;0,3006;0,0973;0,3491;0,0000;0,2061;0,4514
23/04/2005;0,0009;0,4065;0,5635;0,4850;0,8130;0,4155;0,0000;0,2861;0,0087;0,2586;0,0992
24/04/2005;0,0019;0,4115;0,5744;0,4785;0,7670;0,4723;0,0127;0,3425;0,0000;0,4052;0,4247
25/04/2005;0,0044;0,5084;0,5525;0,4662;0,6730;0,4003;0,0000;0,5157;0,0000;0,4318;0,5695
26/04/2005;0,0074;0,5436;0,5599;0,4624;0,7100;0,2867;0,0000;0,4856;0,0000;0,5208;0,2732
27/04/2005;0,0117;0,6189;0,5325;0,4940;0,6021;0,1994;0,0000;0,5643;0,0264;0,4306;0,4516
28/04/2005;0,0170;0,6892;0,6384;0,5474;0,5288;0,2618;0,0000;0,6509;0,0289;0,5131;0,2449
29/04/2005;0,0230;0,7359;0,6294;0,5989;0,4998;0,2022;0,0279;0,6640;0,0000;0,4638;0,4308
30/04/2005;0,0284;0,6927;0,6896;0,6449;0,5401;0,3227;0,0050;0,6430;0,0000;0,4280;0,3385
01/05/2005;0,0324;0,6088;0,7549;0,6688;0,6531;0,3864;0,0000;0,5459;0,0000;0,4210;0,3552
02/05/2005;0,0357;0,5621;0,6693;0,6517;0,6553;0,5374;0,0000;0,5984;0,0000;0,3669;0,3291
03/05/2005;0,0386;0,5335;0,5383;0,6086;0,6817;0,2008;0,0030;0,4265;0,0229;0,3480;0,7158
04/05/2005;0,0417;0,5453;0,6056;0,5704;0,6527;0,3269;0,0202;0,5249;0,0000;0,3826;0,0000
05/05/2005;0,0451;0,5687;0,5238;0,5341;0,5916;0,2202;0,0000;0,5801;0,0085;0,4858;0,0820
06/05/2005;0,0495;0,6289;0,5145;0,5323;0,5510;0,1842;0,0000;0,6089;0,0000;0,6236;0,2336
07/05/2005;0,0548;0,6892;0,5799;0,5588;0,5105;0,1662;0,0000;0,6457;0,0129;0,5322;0,5842
08/05/2005;0,0605;0,7158;0,6586;0,5957;0,4830;0,2230;0,0000;0,6890;0,0000;0,4184;0,2075
09/05/2005;0,0654;0,6626;0,7421;0,6307;0,6227;0,4141;0,0054;0,6562;0,0241;0,2603;0,5062
10/05/2005;0,0675;0,4818;0,6567;0,6211;0,7690;0,2701;0,0109;0,3412;0,2140;0,2081;0,8538
11/05/2005;0,0691;0,4484;0,6091;0,5883;0,8700;0,1842;0,1231;0,2336;0,0514;0,3840;0,0391
12/05/2005;0,0718;0,5202;0,6783;0,5500;0,8450;0,1648;0,0450;0,3727;0,0000;0,2293;0,4151
13/05/2005;0,0733;0,4466;0,6493;0,5100;0,8300;0,3172;0,0000;0,3386;0,0195;0,3236;0,3663
14/05/2005;0,0752;0,4718;0,6493;0,5067;0,7150;0,4224;0,0201;0,4961;0,0000;0,5265;0,9443
15/05/2005;0,0772;0,4735;0,6800;0,5073;0,7030;0,5111;0,0000;0,4974;0,1280;0,2167;0,3882
16/05/2005;0,0773;0,3533;0,6439;0,4787;0,8310;0,3199;0,0773;0,2388;0,0000;0,4486;0,0735
17/05/2005;0,0792;0,4750;0,5963;0,4763;0,6784;0,3753;0,0000;0,5210;0,0311;0,4640;0,2041
18/05/2005;0,0832;0,6023;0,5383;0,4866;0,6464;0,2133;0,0152;0,5958;0,0000;0,6248;0,0989
19/05/2005;0,0886;0,6942;0,6130;0,5278;0,5692;0,2548;0,0000;0,6903;0,0000;0,6968;0,7938
20/05/2005;0,0940;0,6942;0,7005;0,5912;0,5900;0,3380;0,0000;0,7139;0,0000;0,3155;0,4094
21/05/2005;0,0968;0,5305;0,7057;0,6189;0,6668;0,3199;0,0018;0,4593;0,0212;0,4056;0,0327
22/05/2005;0,0990;0,4918;0,6403;0,6073;0,6217;0,5360;0,0000;0,6102;0,0063;0,5599;0,0564
23/05/2005;0,1024;0,5619;0,5744;0,5767;0,5790;0,1828;0,0000;0,6050;0,0335;0,6330;0,5471
24/05/2005;0,1081;0,7173;0,6165;0,5744;0,4797;0,1607;0,0271;0,6890;0,0053;0,6581;0,2688
25/05/2005;0,1155;0,8212;0,7131;0,6243;0,4776;0,2493;0,0000;0,8360;0,0067;0,6080;0,2702
26/05/2005;0,1234;0,8428;0,7968;0,7065;0,4936;0,2382;0,0000;0,8438;0,0000;0,7670;0,0000
27/05/2005;0,1305;0,7595;0,8244;0,7702;0,5239;0,4307;0,0000;0,8858;0,0000;0,7218;0,1187
28/05/2005;0,1373;0,7562;0,8080;0,7911;0,5825;0,3310;0,0005;0,7651;0,0000;0,4430;0,5902
29/05/2005;0,1420;0,6525;0,7732;0,7617;0,7430;0,2825;0,0000;0,4370;0,0319;0,6013;0,3330
30/05/2005;0,1468;0,6550;0,7287;0,7218;0,6268;0,3172;0,0000;0,7126;0,0200;0,5657;0,4468
31/05/2005;0,1523;0,7060;0,5892;0,6858;0,4500;0,2313;0,0000;0,7152;0,0000;0,7078;0,3936
01/06/2005;0,1585;0,7459;0,6165;0,6739;0,4524;0,1953;0,0000;0,7625;0,0069;0,7094;0,0000
02/06/2005;0,1656;0,8044;0,7169;0,7040;0,4962;0,1898;0,0008;0,7782;0,0000;0,8153;0,2354
03/06/2005;0,1716;0,7341;0,7604;0,7277;0,4834;0,4501;0,0000;0,8661;0,0000;0,5977;1,0000
04/06/2005;0,1780;0,7560;0,6896;0,7416;0,5372;0,1620;0,0000;0,7428;0,0000;0,5145;0,5155
05/06/2005;0,1851;0,8044;0,6896;0,7517;0,5434;0,1524;0,0083;0,7703;0,0127;0,5487;0,2596
06/06/2005;0,1919;0,7843;0,7114;0,7460;0,4672;0,2341;0,0152;0,7979;0,0000;0,6971;0,4014
07/06/2005;0,1982;0,7560;0,7076;0,7396;0,5134;0,2701;0,0000;0,8163;0,0000;0,7094;0,3006
08/06/2005;0,2059;0,8413;0,7092;0,7647;0,3792;0,2562;0,0000;0,9055;0,0044;0,5336;0,0000
09/06/2005;0,2136;0,8463;0,6876;0,7794;0,3546;0,1884;0,0114;0,8491;0,0000;0,6415;0,4547
10/06/2005;0,2199;0,7530;0,6876;0,7764;0,4267;0,2230;0,0000;0,6850;0,0000;0,6709;1,0000
11/06/2005;0,2275;0,8227;0,7951;0,7929;0,5017;0,2687;0,0000;0,8543;0,0040;0,5435;0,3813
12/06/2005;0,2336;0,7394;0,7459;0,7798;0,5390;0,3033;0,0000;0,8123;0,0093;0,5030;0,2453
13/06/2005;0,2381;0,6124;0,8042;0,7408;0,7010;0,3019;0,0095;0,5223;0,0616;0,6201;0,3534
14/06/2005;0,2431;0,6691;0,7678;0,7236;0,6235;0,3449;0,0097;0,6772;0,0000;0,6506;0,7810
15/06/2005;0,2487;0,7075;0,7678;0,7048;0,6189;0,3283;0,0000;0,7192;0,0069;0,6968;0,4888
16/06/2005;0,2559;0,8062;0,7823;0,7201;0,5683;0,1787;0,0000;0,7900;0,0030;0,5713;0,0995
17/06/2005;0,2640;0,8833;0,8006;0,7791;0,5114;0,1704;0,0000;0,8399;0,0127;0,8095;0,2575
18/06/2005;0,2735;0,9199;0,8972;0,8418;0,4695;0,2618;0,0000;0,9173;0,0000;0,5306;0,3599
19/06/2005;0,2825;0,8983;0,8627;0,8787;0,5410;0,2618;0,0000;0,8451;0,0000;0,6636;0,0138
20/06/2005;0,2911;0,8581;0,8334;0,8861;0,6033;0,1870;0,0021;0,7572;0,0011;0,4486;0,5285
21/06/2005;0,2993;0,8396;0,8151;0,8783;0,5908;0,1801;0,0069;0,7743;0,0324;0,8494;0,2898
22/06/2005;0,3075;0,8933;0,8042;0,8625;0,5565;0,1759;0,0209;0,7467;0,0000;0,5436;0,3123
23/06/2005;0,3166;0,7710;0,9554;0,8549;0,5799;0,3878;0,0060;0,7546;0,0117;0,5755;0,4286
24/06/2005;0,3254;0,8094;0,8917;0,8491;0,6267;0,2853;0,0000;0,7664;0,0000;0,5817;0,5447
25/06/2005;0,3334;0,7660;0,8859;0,8305;0,6661;0,2715;0,0000;0,7192;0,0308;0,7001;0,3729
26/06/2005;0,3406;0,7994;0,7897;0,8132;0,5820;0,1787;0,0213;0,7756;0,0183;0,5264;0,1471
27/06/2005;0,3475;0,7929;0,7732;0,7985;0,4784;0,3241;0,0197;0,8320;0,0395;0,4512;0,0000
28/06/2005;0,3523;0,6540;0,7623;0,7638;0,6394;0,4169;0,0002;0,7178;0,0075;0,4029;0,3222
29/06/2005;0,3564;0,6124;0,7347;0,7361;0,6502;0,4294;0,0000;0,6509;0,0000;0,7109;0,5363
30/06/2005;0,3616;0,6842;0,7530;0,7126;0,6101;0,4391;0,0017;0,7743;0,0000;0,5181;1,0000
01/07/2005;0,3679;0,7542;0,7202;0,6994;0,5657;0,1759;0,0034;0,7297;0,0416;0,5870;0,0000
02/07/2005;0,3757;0,8428;0,7858;0,7388;0,5844;0,1440;0,0130;0,7795;0,0000;0,7752;0,3635
03/07/2005;0,3852;0,8983;0,8933;0,7935;0,5627;0,3601;0,0140;1,0000;0,0090;0,6812;0,2723
04/07/2005;0,3908;0,7007;0,7897;0,7968;0,5439;0,3864;0,0112;0,8255;0,0173;0,7265;0,1157
05/07/2005;0,3975;0,7778;0,7787;0,7999;0,5832;0,2313;0,0000;0,7822;0,0229;0,6201;0,5133
06/07/2005;0,4048;0,7678;0,8334;0,7824;0,6257;0,2008;0,0062;0,7703;0,0000;0,7777;0,1210
07/07/2005;0,4112;0,7562;0,7495;0,7406;0,5411;0,2673;0,0000;0,8018;0,0148;0,4381;0,2528
08/07/2005;0,4172;0,7326;0,6805;0,7338;0,5943;0,1939;0,0162;0,7310;0,0000;0,5094;0,2981
09/07/2005;0,4234;0,7494;0,7131;0,7267;0,6216;0,1842;0,0000;0,7270;0,0089;0,6684;0,0678
10/07/2005;0,4294;0,7326;0,7221;0,7148;0,5643;0,2355;0,0037;0,7598;0,0000;0,7330;0,6680
11/07/2005;0,4363;0,7911;0,7243;0,7291;0,5358;0,1856;0,0067;0,7861;0,0112;0,6411;0,2352
12/07/2005;0,4437;0,8227;0,7842;0,7635;0,5323;0,2368;0,0000;0,8136;0,0000;0,8715;0,4978
13/07/2005;0,4519;0,8328;0,8206;0,7930;0,5558;0,2091;0,0000;0,7848;0,0083;0,8914;0,1151
14/07/2005;0,4607;0,9084;0,8479;0,8362;0,5245;0,2244;0,0000;0,8885;0,0152;0,7580;0,2498
15/07/2005;0,4693;0,8632;0,8334;0,8569;0,5619;0,2216;0,0214;0,8491;0,0289;0,8409;0,6792
16/07/2005;0,4768;0,8295;0,7787;0,8512;0,5442;0,2382;0,0156;0,8412;0,0000;0,3722;0,4524
17/07/2005;0,4829;0,7359;0,7877;0,8265;0,6673;0,2382;0,0000;0,6745;0,0000;0,5254;0,1771
18/07/2005;0,4890;0,7007;0,8206;0,7847;0,6120;0,3601;0,0038;0,7585;0,0000;0,5901;0,5971
19/07/2005;0,4957;0,7760;0,7366;0,7598;0,6466;0,1496;0,0000;0,7087;0,0198;0,4634;0,7763
20/07/2005;0,5039;0,8632;0,8080;0,7688;0,5294;0,1704;0,0000;0,7887;0,0209;0,7380;0,3459
21/07/2005;0,5120;0,8898;0,8006;0,7952;0,5135;0,1662;0,0000;0,7848;0,0084;0,6019;0,1304
22/07/2005;0,5202;0,8378;0,8170;0,8188;0,5515;0,1745;0,0000;0,7638;0,0007;0,6219;0,7277
23/07/2005;0,5278;0,8212;0,7951;0,8298;0,5691;0,2701;0,0073;0,8110;0,0000;0,7641;0,3758
24/07/2005;0,5352;0,7344;0,8791;0,8183;0,6465;0,3435;0,0000;0,7507;0,0102;0,4185;0,2972
25/07/2005;0,5421;0,7293;0,8408;0,7979;0,6777;0,2521;0,0119;0,6273;0,0328;0,3715;0,2272
26/07/2005;0,5481;0,7108;0,8022;0,7839;0,6962;0,1427;0,0090;0,4934;0,0291;0,4150;0,0737
27/07/2005;0,5540;0,6307;0,8879;0,7656;0,7590;0,3878;0,0203;0,4961;0,3219;0,4632;0,3876
28/07/2005;0,5594;0,6573;0,8170;0,7396;0,7640;0,3920;0,2522;0,5919;0,0001;0,4501;0,6583
29/07/2005;0,5630;0,5805;0,7732;0,7074;0,6708;0,4432;0,0000;0,6365;0,0000;0,4291;0,0000
30/07/2005;0,5676;0,6440;0,6967;0,6747;0,6352;0,1856;0,0000;0,6339;0,0194;0,4483;0,3973
31/07/2005;0,5727;0,6756;0,7131;0,6589;0,6439;0,1967;0,0000;0,6378;0,0000;0,5569;0,6544
01/08/2005;0,5772;0,6390;0,7347;0,6483;0,6409;0,3338;0,0000;0,6575;0,0000;0,5249;0,4173
02/08/2005;0,5825;0,6874;0,6567;0,6539;0,6333;0,1620;0,0000;0,6299;0,0000;0,5916;0,1097
03/08/2005;0,5889;0,7562;0,7076;0,6721;0,6362;0,1413;0,0000;0,6640;0,0000;0,7980;0,4378
04/08/2005;0,5959;0,8012;0,7166;0,6897;0,5823;0,1094;0,0011;0,6772;0,0214;0,5682;0,5833
05/08/2005;0,6036;0,8413;0,7040;0,7206;0,5338;0,1537;0,0099;0,7310;0,0001;0,6777;0,9217
06/08/2005;0,6110;0,8263;0,7475;0,7518;0,5399;0,1537;0,0000;0,7126;0,0580;0,4345;0,5221
07/08/2005;0,6189;0,8782;0,7823;0,7788;0,5785;0,1343;0,0429;0,6824;0,0000;0,4748;0,2885
08/08/2005;0,6277;0,8597;0,8498;0,8038;0,5546;0,1814;0,0000;0,6745;0,0166;0,6302;0,1539
09/08/2005;0,6348;0,7929;0,7877;0,8075;0,6424;0,1828;0,0015;0,5919;0,0000;0,4064;0,0000
10/08/2005;0,6402;0,6339;0,8496;0,7902;0,7620;0,2465;0,0000;0,4318;0,0153;0,7184;0,5866
11/08/2005;0,6467;0,7627;0,7732;0,7794;0,5783;0,2105;0,0000;0,6864;0,0000;0,5571;0,0000
