Fecha;KC_calculada;ETo_calculada;ETc_calculada;Altura_planta_m;Fase;GDU_acumulado;Temp_suelo_est_C
01/01/2005;0,00;0,26;0,00;0,00;Barbecho / Sin cultivo;0,00;
02/01/2005;0,00;0,25;0,00;0,00;Barbecho / Sin cultivo;0,00;
03/01/2005;0,00;0,29;0,00;0,00;Barbecho / Sin cultivo;0,00;
04/01/2005;0,00;0,31;0,00;0,00;Barbecho / Sin cultivo;0,00;-0,55
05/01/2005;0,00;0,28;0,00;0,00;Barbecho / Sin cultivo;0,00;-0,79
06/01/2005;0,00;0,33;0,00;0,00;Barbecho / Sin cultivo;0,00;-0,94
07/01/2005;0,00;0,29;0,00;0,00;Barbecho / Sin cultivo;0,00;-0,99
08/01/2005;0,00;0,26;0,00;0,00;Barbecho / Sin cultivo;0,00;-1,37
09/01/2005;0,00;0,22;0,00;0,00;Barbecho / Sin cultivo;0,00;-2,01
10/01/2005;0,00;0,25;0,00;0,00;Barbecho / Sin cultivo;0,00;-2,95
11/01/2005;0,00;0,29;0,00;0,00;Barbecho / Sin cultivo;0,00;-3,24
12/01/2005;0,00;0,33;0,00;0,00;Barbecho / Sin cultivo;0,00;-2,25
13/01/2005;0,00;0,37;0,00;0,00;Barbecho / Sin cultivo;0,00;-0,21
14/01/2005;0,00;0,37;0,00;0,00;Barbecho / Sin cultivo;0,00;2,13
15/01/2005;0,00;0,44;0,00;0,00;Barbecho / Sin cultivo;0,00;3,69
16/01/2005;0,00;0,49;0,00;0,00;Barbecho / Sin cultivo;0,00;3,71
17/01/2005;0,00;0,47;0,00;0,00;Barbecho / Sin cultivo;0,00;2,85
18/01/2005;0,00;0,95;0,00;0,00;Barbecho / Sin cultivo;0,00;2,48
19/01/2005;0,00;1,19;0,00;0,00;Barbecho / Sin cultivo;0,00;2,67
20/01/2005;0,00;0,98;0,00;0,00;Barbecho / Sin cultivo;0,00;3,51
21/01/2005;0,00;0,46;0,00;0,00;Barbecho / Sin cultivo;0,00;3,29
22/01/2005;0,00;0,33;0,00;0,00;Barbecho / Sin cultivo;0,00;2,08
23/01/2005;0,00;0,51;0,00;0,00;Barbecho / Sin cultivo;0,00;0,88
24/01/2005;0,00;0,93;0,00;0,00;Barbecho / Sin cultivo;0,00;-0,36
25/01/2005;0,00;1,14;0,00;0,00;Barbecho / Sin cultivo;0,00;-0,39
26/01/2005;0,00;1,44;0,00;0,00;Barbecho / Sin cultivo;0,00;-0,32
27/01/2005;0,00;1,14;0,00;0,00;Barbecho / Sin cultivo;0,00;-0,93
28/01/2005;0,00;1,11;0,00;0,00;Barbecho / Sin cultivo;0,00;-0,92
29/01/2005;0,00;1,39;0,00;0,00;Barbecho / Sin cultivo;0,00;-0,47
30/01/2005;0,00;1,34;0,00;0,00;Barbecho / Sin cultivo;0,00;-0,08
31/01/2005;0,00;1,25;0,00;0,00;Barbecho / Sin cultivo;0,00;0,62
01/02/2005;0,00;0,86;0,00;0,00;Barbecho / Sin cultivo;0,00;1,07
02/02/2005;0,00;1,22;0,00;0,00;Barbecho / Sin cultivo;0,00;1,22
03/02/2005;0,00;0,95;0,00;0,00;Barbecho / Sin cultivo;0,00;1,03
04/02/2005;0,00;0,83;0,00;0,00;Barbecho / Sin cultivo;0,00;0,66
05/02/2005;0,00;0,74;0,00;0,00;Barbecho / Sin cultivo;0,00;0,18
06/02/2005;0,00;0,58;0,00;0,00;Barbecho / Sin cultivo;0,00;-0,25
07/02/2005;0,00;0,53;0,00;0,00;Barbecho / Sin cultivo;0,00;0,03
08/02/2005;0,00;1,01;0,00;0,00;Barbecho / Sin cultivo;0,00;0,97
09/02/2005;0,00;1,17;0,00;0,00;Barbecho / Sin cultivo;0,00;1,47
10/02/2005;0,00;1,27;0,00;0,00;Barbecho / Sin cultivo;0,00;1,90
11/02/2005;0,00;1,46;0,00;0,00;Barbecho / Sin cultivo;0,00;2,86
12/02/2005;0,00;1,97;0,00;0,00;Barbecho / Sin cultivo;0,00;3,76
13/02/2005;0,00;2,26;0,00;0,00;Barbecho / Sin cultivo;0,00;4,83
14/02/2005;0,00;1,87;0,00;0,00;Barbecho / Sin cultivo;0,00;4,91
15/02/2005;0,00;1,65;0,00;0,00;Barbecho / Sin cultivo;0,00;4,30
16/02/2005;0,00;1,68;0,00;0,00;Barbecho / Sin cultivo;0,00;2,75
17/02/2005;0,00;1,59;0,00;0,00;Barbecho / Sin cultivo;0,00;1,18
18/02/2005;0,00;1,24;0,00;0,00;Barbecho / Sin cultivo;0,00;0,36
19/02/2005;0,00;2,00;0,00;0,00;Barbecho / Sin cultivo;0,00;0,38
20/02/2005;0,00;1,59;0,00;0,00;Barbecho / Sin cultivo;0,00;0,93
21/02/2005;0,00;1,45;0,00;0,00;Barbecho / Sin cultivo;0,00;0,63
22/02/2005;0,00;1,49;0,00;0,00;Barbecho / Sin cultivo;0,00;1,18
23/02/2005;0,00;0,86;0,00;0,00;Barbecho / Sin cultivo;0,00;0,29
24/02/2005;0,00;1,34;0,00;0,00;Barbecho / Sin cultivo;0,00;-0,39
25/02/2005;0,00;1,52;0,00;0,00;Barbecho / Sin cultivo;0,00;-0,31
26/02/2005;0,00;1,67;0,00;0,00;Barbecho / Sin cultivo;0,00;-0,69
27/02/2005;0,00;1,62;0,00;0,00;Barbecho / Sin cultivo;0,00;-0,75
28/02/2005;0,00;1,81;0,00;0,00;Barbecho / Sin cultivo;0,00;-1,60
01/03/2005;0,00;1,52;0,00;0,00;Barbecho / Sin cultivo;0,00;-2,68
02/03/2005;0,00;2,12;0,00;0,00;Barbecho / Sin cultivo;0,00;-3,16
03/03/2005;0,00;1,80;0,00;0,00;Barbecho / Sin cultivo;0,00;-2,97
04/03/2005;0,00;1,84;0,00;0,00;Barbecho / Sin cultivo;0,00;-2,52
05/03/2005;0,00;2,47;0,00;0,00;Barbecho / Sin cultivo;0,00;-0,42
06/03/2005;0,00;2,08;0,00;0,00;Barbecho / Sin cultivo;0,00;0,47
07/03/2005;0,00;1,92;0,00;0,00;Barbecho / Sin cultivo;0,00;0,50
08/03/2005;0,00;1,67;0,00;0,00;Barbecho / Sin cultivo;0,00;0,57
09/03/2005;0,00;2,04;0,00;0,00;Barbecho / Sin cultivo;0,00;-0,03
10/03/2005;0,00;2,30;0,00;0,00;Barbecho / Sin cultivo;0,00;0,08
11/03/2005;0,00;2,23;0,00;0,00;Barbecho / Sin cultivo;0,00;0,60
12/03/2005;0,00;2,44;0,00;0,00;Barbecho / Sin cultivo;0,00;1,98
13/03/2005;0,00;2,52;0,00;0,00;Barbecho / Sin cultivo;0,00;3,50
14/03/2005;0,00;2,03;0,00;0,00;Barbecho / Sin cultivo;0,00;4,88
15/03/2005;0,00;2,79;0,00;0,00;Barbecho / Sin cultivo;0,00;6,53
16/03/2005;0,00;2,90;0,00;0,00;Barbecho / Sin cultivo;0,00;7,93
17/03/2005;0,00;2,82;0,00;0,00;Barbecho / Sin cultivo;0,00;8,82
18/03/2005;0,00;3,45;0,00;0,00;Barbecho / Sin cultivo;0,00;9,86
19/03/2005;0,00;2,92;0,00;0,00;Barbecho / Sin cultivo;0,00;10,56
20/03/2005;0,00;2,54;0,00;0,00;Barbecho / Sin cultivo;0,00;11,00
21/03/2005;0,00;1,28;0,00;0,00;Barbecho / Sin cultivo;0,00;11,17
22/03/2005;0,00;2,86;0,00;0,00;Barbecho / Sin cultivo;0,00;10,41
23/03/2005;0,00;1,64;0,00;0,00;Barbecho / Sin cultivo;0,00;9,46
24/03/2005;0,00;2,23;0,00;0,00;Barbecho / Sin cultivo;0,00;8,75
25/03/2005;0,00;1,40;0,00;0,00;Barbecho / Sin cultivo;0,00;7,79
26/03/2005;0,00;2,29;0,00;0,00;Barbecho / Sin cultivo;0,00;7,59
27/03/2005;0,00;2,22;0,00;0,00;Barbecho / Sin cultivo;0,00;7,60
28/03/2005;0,00;1,67;0,00;0,00;Barbecho / Sin cultivo;0,00;7,47
29/03/2005;0,00;2,38;0,00;0,00;Barbecho / Sin cultivo;0,00;7,97
30/03/2005;0,00;2,74;0,00;0,00;Barbecho / Sin cultivo;0,00;8,56
31/03/2005;0,00;2,92;0,00;0,00;Barbecho / Sin cultivo;0,00;9,34
01/04/2005;0,00;2,60;0,00;0,00;Barbecho / Sin cultivo;0,00;10,10
02/04/2005;0,00;2,15;0,00;0,00;Barbecho / Sin cultivo;0,00;10,11
03/04/2005;0,00;1,36;0,00;0,00;Barbecho / Sin cultivo;0,00;9,82
04/04/2005;0,00;2,24;0,00;0,00;Barbecho / Sin cultivo;0,00;9,84
05/04/2005;0,00;2,53;0,00;0,00;Barbecho / Sin cultivo;0,00;9,65
06/04/2005;0,00;2,70;0,00;0,00;Barbecho / Sin cultivo;0,00;10,23
07/04/2005;0,00;2,09;0,00;0,00;Barbecho / Sin cultivo;0,00;10,56
08/04/2005;0,00;2,82;0,00;0,00;Barbecho / Sin cultivo;0,00;9,13
09/04/2005;0,00;2,55;0,00;0,00;Barbecho / Sin cultivo;0,00;7,25
10/04/2005;0,00;3,23;0,00;0,00;Barbecho / Sin cultivo;0,00;5,38
11/04/2005;0,00;3,57;0,00;0,00;Barbecho / Sin cultivo;0,00;4,53
12/04/2005;0,00;3,24;0,00;0,00;Barbecho / Sin cultivo;0,00;5,37
13/04/2005;0,00;3,34;0,00;0,00;Barbecho / Sin cultivo;0,00;6,80
14/04/2005;0,00;2,14;0,00;0,00;Barbecho / Sin cultivo;0,00;7,54
15/04/2005;0,00;2,39;0,00;0,00;Barbecho / Sin cultivo;0,00;6,74
16/04/2005;0,00;2,87;0,00;0,00;Barbecho / Sin cultivo;0,00;6,13
17/04/2005;0,00;2,18;0,00;0,00;Barbecho / Sin cultivo;0,00;6,34
18/04/2005;0,00;3,00;0,00;0,00;Barbecho / Sin cultivo;0,00;6,30
19/04/2005;0,00;2,42;0,00;0,00;Barbecho / Sin cultivo;0,00;7,02
20/04/2005;0,00;2,08;0,00;0,00;Barbecho / Sin cultivo;0,00;7,65
21/04/2005;0,00;2,44;0,00;0,00;Barbecho / Sin cultivo;0,00;8,06
22/04/2005;0,00;2,66;0,00;0,00;Barbecho / Sin cultivo;0,00;8,99
23/04/2005;1,20;2,18;2,62;0,05;Fase Inicial (VE-V4);1,17;9,18
24/04/2005;1,20;2,61;3,13;0,05;Fase Inicial (VE-V4);2,44;8,97
25/04/2005;1,20;3,93;4,72;0,05;Fase Inicial (VE-V4);5,64;8,56
26/04/2005;1,20;3,70;4,44;0,05;Fase Inicial (VE-V4);9,54;8,44
27/04/2005;1,18;4,30;5,09;0,05;Fase Inicial (VE-V4);14,94;9,48
28/04/2005;1,17;4,96;5,80;0,05;Fase Inicial (VE-V4);21,74;11,23
29/04/2005;1,16;5,06;5,87;0,05;Fase Inicial (VE-V4);29,47;12,93
30/04/2005;1,15;4,90;5,66;0,05;Fase Inicial (VE-V4);36,34;14,44
01/05/2005;1,15;4,16;4,79;0,05;Fase Inicial (VE-V4);41,54;15,23
02/05/2005;1,18;4,56;5,40;0,05;Fase Inicial (VE-V4);45,81;14,67
03/05/2005;1,22;3,25;3,96;0,05;Fase Inicial (VE-V4);49,51;13,25
04/05/2005;1,25;4,00;5,00;0,05;Fase Inicial (VE-V4);53,45;11,99
05/05/2005;1,28;4,42;5,67;0,05;Fase Inicial (VE-V4);57,85;10,80
06/05/2005;1,32;4,64;6,11;0,05;Fase Inicial (VE-V4);63,45;10,74
07/05/2005;1,35;4,92;6,64;0,05;Fase Inicial (VE-V4);70,25;11,61
08/05/2005;1,38;5,25;7,26;0,05;Fase Inicial (VE-V4);77,58;12,82
09/05/2005;1,42;5,00;7,08;0,05;Fase Inicial (VE-V4);83,84;13,98
10/05/2005;1,45;2,60;3,77;0,05;Fase Inicial (VE-V4);86,52;13,66
11/05/2005;1,50;1,78;2,67;0,05;Fase Inicial (VE-V4);88,52;12,58
12/05/2005;1,57;2,84;4,45;0,05;Fase Inicial (VE-V4);91,95;11,32
13/05/2005;1,60;2,58;4,13;0,05;Fase Inicial (VE-V4);93,92;10,00
14/05/2005;1,63;3,78;6,17;0,05;Fase Inicial (VE-V4);96,39;9,89
15/05/2005;1,65;3,79;6,24;0,05;Fase Inicial (VE-V4);98,90;9,91
16/05/2005;1,66;1,82;3,03;0,05;Fase Inicial (VE-V4);99,01;8,97
17/05/2005;1,73;3,97;6,86;0,05;Fase Inicial (VE-V4);101,54;8,90
18/05/2005;1,73;4,54;7,87;0,06;Fase Inicial (VE-V4);106,61;9,23
19/05/2005;1,75;5,26;9,23;0,07;Fase Inicial (VE-V4);113,51;10,59
20/05/2005;1,78;5,44;9,71;0,08;Fase Inicial (VE-V4);120,41;12,68
21/05/2005;1,82;3,50;6,36;0,08;Fase Inicial (VE-V4);124,05;13,59
22/05/2005;1,85;4,65;8,60;0,09;Fase Inicial (VE-V4);126,92;13,21
23/05/2005;1,88;4,61;8,68;0,09;Fase Inicial (VE-V4);131,19;12,20
24/05/2005;1,92;5,25;10,06;0,10;Fase Inicial (VE-V4);138,55;12,12
25/05/2005;1,95;6,37;12,42;0,12;Fase Inicial (VE-V4);147,98;13,76
26/05/2005;1,98;6,43;12,75;0,13;Fase Inicial (VE-V4);158,18;16,47
27/05/2005;2,02;6,75;13,61;0,14;Fase Inicial (VE-V4);167,22;18,56
28/05/2005;2,05;5,83;11,95;0,16;Fase Inicial (VE-V4);175,91;19,25
29/05/2005;2,08;3,33;6,94;0,16;Fase Inicial (VE-V4);181,97;18,29
30/05/2005;2,12;5,43;11,49;0,17;Fase Inicial (VE-V4);188,09;16,97
31/05/2005;2,15;5,45;11,72;0,18;Fase Inicial (VE-V4);195,23;15,79
01/06/2005;0,15;5,81;0,87;0,19;Fase Inicial (VE-V4);203,16;15,40
02/06/2005;0,15;5,93;0,89;0,21;Fase Inicial (VE-V4);212,25;16,39
03/06/2005;0,15;6,60;0,99;0,22;Fase Inicial (VE-V4);219,95;17,16
04/06/2005;0,15;5,66;0,85;0,23;Fase Inicial (VE-V4);228,08;17,62
05/06/2005;0,15;5,87;0,88;0,24;Fase Inicial (VE-V4);237,17;17,96
06/06/2005;0,15;6,08;0,91;0,25;Fase Inicial (VE-V4);245,87;17,77
07/06/2005;0,15;6,22;0,93;0,27;Fase Inicial (VE-V4);254,00;17,56
08/06/2005;0,15;6,90;1,03;0,28;Fase Inicial (VE-V4);263,83;18,38
09/06/2005;0,15;6,47;0,97;0,29;Fase Inicial (VE-V4);273,76;18,87
10/06/2005;0,15;5,22;0,78;0,30;Fase Inicial (VE-V4);281,83;18,77
11/06/2005;0,15;6,51;0,98;0,32;Fase Inicial (VE-V4);291,60;19,31
12/06/2005;0,17;6,19;1,06;0,33;Fase Inicial (VE-V4);299,40;18,88
13/06/2005;0,16;3,98;0,63;0,34;Fase Inicial (VE-V4);305,14;17,60
14/06/2005;0,46;5,16;2,39;0,35;Fase Inicial (VE-V4);311,54;17,03
15/06/2005;0,30;5,48;1,63;0,36;Fase Inicial (VE-V4);318,71;16,41
16/06/2005;0,21;6,02;1,28;0,37;Fase Inicial (VE-V4);327,91;16,91
17/06/2005;0,17;6,40;1,12;0,38;Fase Inicial (VE-V4);338,32;18,86
18/06/2005;0,16;6,99;1,11;0,40;Fase de Desarrollo (V5-V12);350,50;20,92
19/06/2005;0,15;6,44;0,98;0,48;Fase de Desarrollo (V5-V12);362,05;22,13
20/06/2005;0,25;5,77;1,45;0,54;Fase de Desarrollo (V5-V12);373,06;22,38
21/06/2005;0,21;5,90;1,25;0,61;Fase de Desarrollo (V5-V12);383,52;22,12
22/06/2005;0,18;5,69;1,00;0,68;Fase de Desarrollo (V5-V12);394,00;21,60
23/06/2005;0,20;5,75;1,17;0,75;Fase de Desarrollo (V5-V12);405,67;21,35
24/06/2005;0,33;5,84;1,94;0,82;Fase de Desarrollo (V5-V12);416,94;21,16
25/06/2005;0,26;5,48;1,44;0,89;Fase de Desarrollo (V5-V12);427,24;20,55
26/06/2005;0,20;5,91;1,19;0,94;Fase de Desarrollo (V5-V12);436,44;19,98
27/06/2005;0,17;6,34;1,09;1,00;Fase de Desarrollo (V5-V12);445,31;19,49
28/06/2005;0,16;5,47;0,86;1,04;Fase de Desarrollo (V5-V12);451,41;18,35
29/06/2005;0,15;4,96;0,76;1,07;Fase de Desarrollo (V5-V12);456,68;17,44
30/06/2005;0,15;5,90;0,89;1,11;Fase de Desarrollo (V5-V12);463,38;16,67
01/07/2005;0,15;5,56;0,84;1,16;Fase de Desarrollo (V5-V12);471,48;16,23
02/07/2005;0,15;5,94;0,89;1,23;Fase de Desarrollo (V5-V12);481,48;17,53
03/07/2005;0,15;7,62;1,14;1,30;Fase de Desarrollo (V5-V12);493,58;19,33
04/07/2005;0,15;6,29;0,94;1,35;Fase de Desarrollo (V5-V12);500,82;19,44
05/07/2005;0,15;5,96;0,89;1,40;Fase de Desarrollo (V5-V12);509,40;19,54
06/07/2005;0,15;5,87;0,88;1,46;Fase de Desarrollo (V5-V12);518,77;18,96
07/07/2005;0,15;6,11;0,92;1,51;Fase de Desarrollo (V5-V12);526,90;17,59
08/07/2005;0,15;5,57;0,84;1,56;Fase de Desarrollo (V5-V12);534,57;17,37
09/07/2005;0,15;5,54;0,83;1,61;Fase de Desarrollo (V5-V12);542,57;17,13
10/07/2005;0,15;5,79;0,87;1,66;Fase de Desarrollo (V5-V12);550,23;16,74
11/07/2005;0,15;5,99;0,90;1,71;Fase de Desarrollo (V5-V12);559,06;17,21
12/07/2005;0,15;6,20;0,93;1,77;Fase de Desarrollo (V5-V12);568,63;18,34
13/07/2005;0,15;5,98;0,90;1,84;Fase de Desarrollo (V5-V12);579,07;19,31
14/07/2005;0,15;6,77;1,02;1,91;Fase de Desarrollo (V5-V12);590,34;20,73
15/07/2005;0,15;6,47;0,97;1,98;Fase de Desarrollo (V5-V12);601,35;21,41
16/07/2005;0,15;6,41;0,96;2,04;Fase de Desarrollo (V5-V12);610,96;21,23
17/07/2005;0,15;5,14;0,77;2,09;Fase de Desarrollo (V5-V12);618,86;20,41
18/07/2005;0,15;5,78;0,87;2,14;Fase de Desarrollo (V5-V12);626,67;19,04
19/07/2005;0,15;5,40;0,81;2,19;Fase de Desarrollo (V5-V12);635,20;18,22
20/07/2005;0,15;6,01;0,90;2,26;Fase de Desarrollo (V5-V12);645,74;18,52
21/07/2005;0,15;5,98;0,90;2,32;Fase de Desarrollo (V5-V12);656,15;19,39
22/07/2005;0,15;5,82;0,87;2,39;Fase de Madurez (V13-R3);666,62;20,16
23/07/2005;0,15;6,18;0,93;2,45;Fase de Madurez (V13-R3);676,36;20,52
24/07/2005;0,15;5,72;0,86;2,51;Fase de Madurez (V13-R3);685,91;20,15
25/07/2005;0,15;4,78;0,72;2,57;Fase de Madurez (V13-R3);694,65;19,48
26/07/2005;0,15;3,76;0,56;2,60;Fase de Madurez (V13-R3);702,32;19,02
27/07/2005;0,15;3,78;0,57;2,60;Fase de Madurez (V13-R3);709,96;18,41
28/07/2005;0,48;4,51;2,16;2,60;Fase de Madurez (V13-R3);716,84;17,56
29/07/2005;1,17;4,85;5,67;2,60;Fase de Madurez (V13-R3);721,47;16,50
30/07/2005;0,84;4,83;4,05;2,60;Fase de Madurez (V13-R3);727,37;15,42
31/07/2005;0,52;4,86;2,52;2,60;Fase de Madurez (V13-R3);733,90;14,90
01/08/2005;0,36;5,01;1,78;2,60;Fase de Madurez (V13-R3);739,70;14,55
02/08/2005;0,25;4,80;1,19;2,60;Fase de Madurez (V13-R3);746,47;14,74
03/08/2005;0,20;5,06;1,03;2,60;Fase de Madurez (V13-R3);754,60;15,34
04/08/2005;0,18;5,16;0,92;2,60;Fase de Madurez (V13-R3);763,63;15,91
05/08/2005;0,16;5,57;0,92;2,60;Fase de Madurez (V13-R3);773,46;16,93
06/08/2005;0,16;5,43;0,85;2,60;Fase de Madurez (V13-R3);782,99;17,96
07/08/2005;0,15;5,20;0,80;2,60;Fase de Madurez (V13-R3);793,07;18,85
08/08/2005;0,15;5,14;0,78;2,60;Fase de Madurez (V13-R3);804,38;19,67
09/08/2005;0,15;4,51;0,68;2,60;Fase de Madurez (V13-R3);813,42;19,79
10/08/2005;0,15;3,29;0,49;2,60;Fase de Madurez (V13-R3);820,42;19,22
11/08/2005;0,23;5,23;1,20;2,60;Fase de Madurez (V13-R3);828,69;18,87
12/08/2005;0,19;5,00;0,93;2,60;Fase de Madurez (V13-R3);837,58;18,16
13/08/2005;0,17;5,27;0,89;2,60;Fase de Madurez (V13-R3);847,22;18,21
14/08/2005;0,16;5,32;0,85;2,60;Fase de Madurez (V13-R3);857,43;19,03
15/08/2005;0,15;4,94;0,76;2,60;Fase de Madurez (V13-R3);867,56;19,31
16/08/2005;0,15;5,04;0,77;2,60;Fase de Madurez (V13-R3);877,01;19,76
17/08/2005;0,15;4,14;0,63;2,60;Fase de Madurez (V13-R3);885,20;19,32
18/08/2005;0,15;5,03;0,76;2,60;Fase de Madurez (V13-R3);894,16;18,79
19/08/2005;0,15;4,91;0,74;2,60;Fase de Madurez (V13-R3);900,09;17,61
20/08/2005;0,15;4,55;0,68;2,60;Fase de Madurez (V13-R3);905,26;16,00
21/08/2005;0,15;4,12;0,62;2,60;Fase de Madurez (V13-R3);910,82;14,88
22/08/2005;0,15;4,27;0,64;2,60;Fase de Madurez (V13-R3);918,15;14,05
23/08/2005;0,15;4,31;0,65;2,60;Fase de Madurez (V13-R3);925,32;14,22
24/08/2005;0,15;4,72;0,71;2,60;Fase de Madurez (V13-R3);933,85;15,04
25/08/2005;0,15;5,30;0,80;2,60;Fase de Madurez (V13-R3);943,45;16,52
26/08/2005;0,15;4,53;0,68;2,60;Fase de Madurez (V13-R3);952,62;17,55
27/08/2005;0,15;4,95;0,74;2,60;Fase de Madurez (V13-R3);962,09;18,29
28/08/2005;0,17;3,95;0,66;2,60;Fase de Madurez (V13-R3);970,13;18,63
29/08/2005;0,16;4,61;0,75;2,60;Fase de Madurez (V13-R3);979,83;18,74
30/08/2005;0,16;5,07;0,80;2,60;Fase de Madurez (V13-R3);990,68;19,24
31/08/2005;0,15;4,67;0,72;2,60;Fase de Madurez (V13-R3);1000,31;19,24
01/09/2005;0,15;4,05;0,62;2,60;Fase de Madurez (V13-R3);1008,07;18,92
02/09/2005;0,15;4,62;0,70;2,60;Fase de Madurez (V13-R3);1017,28;18,61
03/09/2005;0,15;4,98;0,75;2,60;Fase de Madurez (V13-R3);1026,74;18,11
04/09/2005;0,15;5,16;0,78;2,60;Fase de Madurez (V13-R3);1035,67;18,10
05/09/2005;0,15;4,49;0,67;2,60;Fase de Madurez (V13-R3);1040,78;17,68
06/09/2005;0,15;3,04;0,46;2,60;Fase de Madurez (V13-R3);1045,16;16,48
07/09/2005;0,28;3,08;0,87;2,60;Fase de Madurez (V13-R3);1050,49;15,29
08/09/2005;0,25;3,86;0,95;2,60;Fase de Madurez (V13-R3);1057,09;14,33
09/09/2005;0,23;3,07;0,70;2,60;Fase de Madurez (V13-R3);1062,33;14,10
10/09/2005;0,27;2,81;0,75;2,60;Fase de Madurez (V13-R3);1065,60;13,48
11/09/2005;0,23;3,31;0,77;2,60;Fase de Madurez (V13-R3);1069,93;13,12
12/09/2005;0,47;3,19;1,51;2,60;Fase de Madurez (V13-R3);1075,40;12,87
13/09/2005;0,36;3,32;1,21;2,60;Fase de Madurez (V13-R3);1081,66;12,79
14/09/2005;0,30;3,71;1,12;2,60;Fase de Madurez (V13-R3);1089,42;13,82
15/09/2005;0,25;3,85;0,97;2,60;Fase de Madurez (V13-R3);1097,95;14,91
16/09/2005;0,22;4,36;0,95;2,60;Fase de Madurez (V13-R3);1105,15;15,40
17/09/2005;0,19;3,59;0,68;2,60;Fase de Madurez (V13-R3);1108,66;14,73
18/09/2005;0,17;3,32;0,58;2,60;Fase de Madurez (V13-R3);1113,15;13,55
19/09/2005;0,17;3,00;0,50;2,60;Fase de Madurez (V13-R3);1118,22;11,70
20/09/2005;0,16;3,36;0,54;2,60;Fase de Madurez (V13-R3);1124,65;10,67
21/09/2005;0,16;3,47;0,55;2,60;Fase de Madurez (V13-R3);1131,75;11,11
22/09/2005;0,16;3,82;0,59;2,60;Fase de Madurez (V13-R3);1139,51;12,15
23/09/2005;0,15;3,47;0,53;2,60;Fase de Madurez (V13-R3);1147,31;13,62
24/09/2005;0,15;3,67;0,56;2,60;Fase de Madurez (V13-R3);1154,81;14,77
25/09/2005;0,15;3,47;0,53;2,60;Fase de Madurez (V13-R3);1160,24;14,94
26/09/2005;0,15;2,93;0,44;2,60;Fase de Madurez (V13-R3);1165,71;13,73
27/09/2005;0,15;2,97;0,45;2,60;Fase de Madurez (V13-R3);1172,44;13,08
28/09/2005;0,15;2,88;0,43;2,60;Fase de Madurez (V13-R3);1179,20;12,31
29/09/2005;0,15;2,70;0,41;2,60;Fase de Madurez (V13-R3);1185,27;12,14
30/09/2005;0,15;3,03;0,46;2,60;Fase de Madurez (V13-R3);1192,63;12,98
01/10/2005;0,15;3,57;0,54;2,60;Fase de Madurez (V13-R3);1199,76;13,12
02/10/2005;0,15;2,77;0,42;2,60;Fase de Madurez (V13-R3);1203,59;12,00
03/10/2005;0,15;2,14;0,32;2,60;Fase de Madurez (V13-R3);1207,19;10,67
04/10/2005;0,15;2,33;0,35;2,60;Fase de Madurez (V13-R3);1211,66;9,27
05/10/2005;0,15;2,61;0,39;2,60;Fase de Madurez (V13-R3);1217,09;8,22
06/10/2005;0,17;2,63;0,45;2,60;Fase de Madurez (V13-R3);1222,88;8,52
07/10/2005;0,16;2,65;0,44;2,60;Fase de Madurez (V13-R3);1229,08;9,32
08/10/2005;0,16;2,38;0,38;2,60;Fase de Madurez (V13-R3);1235,61;10,47
09/10/2005;0,16;2,46;0,39;2,60;Fase de Madurez (V13-R3);1241,98;11,81
10/10/2005;0,24;1,45;0,36;2,60;Fase de Madurez (V13-R3);1246,69;12,86
11/10/2005;0,25;1,49;0,38;2,60;Fase Final (R4-R5);1252,44;13,89
12/10/2005;0,93;0,98;0,91;2,60;Fase Final (R4-R5);1254,81;13,73
13/10/2005;1,08;0,87;0,94;2,60;Fase Final (R4-R5);1254,81;12,04
14/10/2005;1,05;1,53;1,60;2,60;Fase Final (R4-R5);1256,64;10,56
15/10/2005;1,02;1,22;1,24;2,60;Fase Final (R4-R5);1258,24;8,62
16/10/2005;1,06;1,85;1,96;2,60;Fase Final (R4-R5);1261,74;8,35
17/10/2005;1,01;0,90;0,91;2,60;Fase Final (R4-R5);1263,21;9,05
18/10/2005;1,10;2,04;2,24;2,60;Fase Final (R4-R5);1265,81;9,68
19/10/2005;1,10;2,00;2,19;2,60;Fase Final (R4-R5);1269,25;10,55
20/10/2005;1,01;0,68;0,69;2,60;Fase Final (R4-R5);1270,02;10,53
21/10/2005;1,04;1,21;1,26;2,60;Fase Final (R4-R5);1272,36;10,39
22/10/2005;1,09;1,87;2,03;2,60;Fase Final (R4-R5);1275,53;10,49
23/10/2005;1,05;1,73;1,82;2,60;Fase Final (R4-R5);1278,86;10,20
24/10/2005;0,99;0,97;0,96;2,60;Fase Final (R4-R5);1280,70;9,56
25/10/2005;1,01;1,20;1,22;2,60;Fase Final (R4-R5);1284,33;9,91
26/10/2005;1,08;2,05;2,21;2,60;Fase Final (R4-R5);1288,87;10,25
27/10/2005;1,07;1,47;1,58;2,60;Fase Final (R4-R5);1291,67;10,53
28/10/2005;1,04;0,86;0,90;2,60;Fase Final (R4-R5);1293,04;11,20
29/10/2005;1,12;1,41;1,58;2,60;Fase Final (R4-R5);1295,85;11,39
30/10/2005;1,03;0,74;0,76;2,60;Fase Final (R4-R5);1296,79;11,07
31/10/2005;1,05;1,08;1,14;2,60;Fase Final (R4-R5);1297,93;10,48
