Fecha;KC_calculada;ETo_calculada;ETc_calculada;Altura_planta_m;Fase;GDU_acumulado;Temp_suelo_est_C
25/11/2007;1,07;1,24;1,33;2,60;Fase de Madurez (V13-R3);1214,76;3,18
26/11/2007;1,11;1,29;1,43;2,60;Fase de Madurez (V13-R3);1216,63;3,59
27/11/2007;1,00;0,59;0,59;2,60;Fase de Madurez (V13-R3);1216,74;3,52
28/11/2007;1,00;0,51;0,51;2,60;Fase de Madurez (V13-R3);1216,74;3,18
29/11/2007;1,00;0,53;0,53;2,60;Fase de Madurez (V13-R3);1216,74;2,56
30/11/2007;0,99;0,48;0,48;2,60;Fase de Madurez (V13-R3);1216,78;1,25
01/12/2007;0,95;0,35;0,33;2,60;Fase de Madurez (V13-R3);1216,78;1,23
02/12/2007;0,00;0,49;0,00;0,00;Barbecho / Sin cultivo;0,00;1,77
03/12/2007;0,00;0,74;0,00;0,00;Barbecho / Sin cultivo;0,00;3,44
04/12/2007;0,00;0,35;0,00;0,00;Barbecho / Sin cultivo;0,00;3,99
05/12/2007;0,00;0,33;0,00;0,00;Barbecho / Sin cultivo;0,00;4,33
06/12/2007;0,00;0,31;0,00;0,00;Barbecho / Sin cultivo;0,00;4,31
07/12/2007;0,00;0,59;0,00;0,00;Barbecho / Sin cultivo;0,00;3,77
08/12/2007;0,00;0,88;0,00;0,00;Barbecho / Sin cultivo;0,00;4,50
09/12/2007;0,00;1,38;0,00;0,00;Barbecho / Sin cultivo;0,00;5,48
10/12/2007;0,00;1,09;0,00;0,00;Barbecho / Sin cultivo;0,00;5,64
11/12/2007;0,00;0,49;0,00;0,00;Barbecho / Sin cultivo;0,00;4,38
12/12/2007;0,00;0,60;0,00;0,00;Barbecho / Sin cultivo;0,00;2,64
13/12/2007;0,00;1,04;0,00;0,00;Barbecho / Sin cultivo;0,00;0,70
14/12/2007;0,00;1,05;0,00;0,00;Barbecho / Sin cultivo;0,00;-0,41
15/12/2007;0,00;1,64;0,00;0,00;Barbecho / Sin cultivo;0,00;-0,37
16/12/2007;0,00;0,51;0,00;0,00;Barbecho / Sin cultivo;0,00;-1,02
17/12/2007;0,00;0,52;0,00;0,00;Barbecho / Sin cultivo;0,00;-1,95
18/12/2007;0,00;0,42;0,00;0,00;Barbecho / Sin cultivo;0,00;-2,11
19/12/2007;0,00;0,68;0,00;0,00;Barbecho / Sin cultivo;0,00;-1,43
20/12/2007;0,00;0,58;0,00;0,00;Barbecho / Sin cultivo;0,00;0,34
21/12/2007;0,00;0,57;0,00;0,00;Barbecho / Sin cultivo;0,00;2,44
22/12/2007;0,00;0,42;0,00;0,00;Barbecho / Sin cultivo;0,00;3,81
23/12/2007;0,00;0,83;0,00;0,00;Barbecho / Sin cultivo;0,00;3,57
24/12/2007;0,00;0,77;0,00;0,00;Barbecho / Sin cultivo;0,00;2,81
25/12/2007;0,00;0,32;0,00;0,00;Barbecho / Sin cultivo;0,00;1,61
26/12/2007;0,00;0,72;0,00;0,00;Barbecho / Sin cultivo;0,00;1,01
27/12/2007;0,00;0,86;0,00;0,00;Barbecho / Sin cultivo;0,00;0,28
28/12/2007;0,00;0,52;0,00;0,00;Barbecho / Sin cultivo;0,00;-0,30
29/12/2007;0,00;0,26;0,00;0,00;Barbecho / Sin cultivo;0,00;-0,54
30/12/2007;0,00;0,47;0,00;0,00;Barbecho / Sin cultivo;0,00;-0,64
31/12/2007;0,00;0,29;0,00;0,00;Barbecho / Sin cultivo;0,00;-0,98
01/01/2008;0,00;0,28;0,00;0,00;Barbecho / Sin cultivo;0,00;-1,23
02/01/2008;0,00;0,41;0,00;0,00;Barbecho / Sin cultivo;0,00;-0,07
03/01/2008;0,00;0,67;0,00;0,00;Barbecho / Sin cultivo;0,00;0,54
04/01/2008;0,00;0,39;0,00;0,00;Barbecho / Sin cultivo;0,00;1,52
05/01/2008;0,00;0,57;0,00;0,00;Barbecho / Sin cultivo;0,00;3,83
06/01/2008;0,00;0,82;0,00;0,00;Barbecho / Sin cultivo;0,00;5,30
07/01/2008;0,00;0,49;0,00;0,00;Barbecho / Sin cultivo;0,00;6,05
08/01/2008;0,00;0,44;0,00;0,00;Barbecho / Sin cultivo;0,00;7,09
09/01/2008;0,00;0,50;0,00;0,00;Barbecho / Sin cultivo;0,00;6,84
10/01/2008;0,00;0,87;0,00;0,00;Barbecho / Sin cultivo;0,00;6,03
11/01/2008;0,00;0,84;0,00;0,00;Barbecho / Sin cultivo;0,00;5,29
12/01/2008;0,00;0,72;0,00;0,00;Barbecho / Sin cultivo;0,00;4,33
13/01/2008;0,00;0,37;0,00;0,00;Barbecho / Sin cultivo;0,00;3,41
14/01/2008;0,00;0,78;0,00;0,00;Barbecho / Sin cultivo;0,00;2,80
15/01/2008;0,00;0,79;0,00;0,00;Barbecho / Sin cultivo;0,00;3,28
16/01/2008;0,00;1,18;0,00;0,00;Barbecho / Sin cultivo;0,00;3,83
17/01/2008;0,00;1,11;0,00;0,00;Barbecho / Sin cultivo;0,00;5,16
18/01/2008;0,00;0,95;0,00;0,00;Barbecho / Sin cultivo;0,00;6,07
19/01/2008;0,00;0,55;0,00;0,00;Barbecho / Sin cultivo;0,00;5,83
20/01/2008;0,00;0,56;0,00;0,00;Barbecho / Sin cultivo;0,00;4,70
21/01/2008;0,00;0,50;0,00;0,00;Barbecho / Sin cultivo;0,00;2,69
22/01/2008;0,00;0,67;0,00;0,00;Barbecho / Sin cultivo;0,00;1,27
23/01/2008;0,00;0,54;0,00;0,00;Barbecho / Sin cultivo;0,00;0,60
24/01/2008;0,00;0,81;0,00;0,00;Barbecho / Sin cultivo;0,00;1,43
25/01/2008;0,00;1,07;0,00;0,00;Barbecho / Sin cultivo;0,00;2,42
26/01/2008;0,00;1,01;0,00;0,00;Barbecho / Sin cultivo;0,00;2,95
27/01/2008;0,00;1,17;0,00;0,00;Barbecho / Sin cultivo;0,00;3,30
28/01/2008;0,00;1,28;0,00;0,00;Barbecho / Sin cultivo;0,00;3,32
29/01/2008;0,00;1,27;0,00;0,00;Barbecho / Sin cultivo;0,00;3,23
30/01/2008;0,00;1,15;0,00;0,00;Barbecho / Sin cultivo;0,00;2,86
31/01/2008;0,00;0,95;0,00;0,00;Barbecho / Sin cultivo;0,00;2,36
01/02/2008;0,00;0,95;0,00;0,00;Barbecho / Sin cultivo;0,00;2,50
02/02/2008;0,00;0,92;0,00;0,00;Barbecho / Sin cultivo;0,00;2,07
03/02/2008;0,00;0,67;0,00;0,00;Barbecho / Sin cultivo;0,00;2,25
04/02/2008;0,00;1,22;0,00;0,00;Barbecho / Sin cultivo;0,00;2,72
05/02/2008;0,00;0,77;0,00;0,00;Barbecho / Sin cultivo;0,00;2,68
06/02/2008;0,00;0,68;0,00;0,00;Barbecho / Sin cultivo;0,00;3,02
07/02/2008;0,00;1,35;0,00;0,00;Barbecho / Sin cultivo;0,00;3,63
08/02/2008;0,00;1,43;0,00;0,00;Barbecho / Sin cultivo;0,00;4,08
09/02/2008;0,00;1,55;0,00;0,00;Barbecho / Sin cultivo;0,00;4,21
10/02/2008;0,00;1,54;0,00;0,00;Barbecho / Sin cultivo;0,00;4,51
11/02/2008;0,00;1,42;0,00;0,00;Barbecho / Sin cultivo;0,00;3,96
12/02/2008;0,00;1,18;0,00;0,00;Barbecho / Sin cultivo;0,00;3,04
13/02/2008;0,00;1,53;0,00;0,00;Barbecho / Sin cultivo;0,00;2,39
14/02/2008;0,00;1,10;0,00;0,00;Barbecho / Sin cultivo;0,00;2,29
15/02/2008;0,00;1,25;0,00;0,00;Barbecho / Sin cultivo;0,00;3,14
16/02/2008;0,00;1,53;0,00;0,00;Barbecho / Sin cultivo;0,00;3,89
17/02/2008;0,00;1,27;0,00;0,00;Barbecho / Sin cultivo;0,00;4,47
18/02/2008;0,00;0,76;0,00;0,00;Barbecho / Sin cultivo;0,00;5,08
19/02/2008;0,00;0,51;0,00;0,00;Barbecho / Sin cultivo;0,00;5,19
20/02/2008;0,00;1,01;0,00;0,00;Barbecho / Sin cultivo;0,00;5,96
21/02/2008;0,00;1,53;0,00;0,00;Barbecho / Sin cultivo;0,00;6,75
22/02/2008;0,00;1,77;0,00;0,00;Barbecho / Sin cultivo;0,00;6,96
23/02/2008;0,00;1,62;0,00;0,00;Barbecho / Sin cultivo;0,00;7,08
24/02/2008;0,00;0,97;0,00;0,00;Barbecho / Sin cultivo;0,00;7,26
25/02/2008;0,00;1,60;0,00;0,00;Barbecho / Sin cultivo;0,00;7,44
26/02/2008;0,00;0,92;0,00;0,00;Barbecho / Sin cultivo;0,00;7,47
27/02/2008;0,00;0,64;0,00;0,00;Barbecho / Sin cultivo;0,00;7,43
28/02/2008;0,00;1,55;0,00;0,00;Barbecho / Sin cultivo;0,00;7,71
29/02/2008;0,00;2,09;0,00;0,00;Barbecho / Sin cultivo;0,00;8,07
01/03/2008;0,00;2,62;0,00;0,00;Barbecho / Sin cultivo;0,00;8,81
02/03/2008;0,00;2,09;0,00;0,00;Barbecho / Sin cultivo;0,00;9,01
03/03/2008;0,00;2,72;0,00;0,00;Barbecho / Sin cultivo;0,00;8,55
04/03/2008;0,00;2,33;0,00;0,00;Barbecho / Sin cultivo;0,00;6,92
05/03/2008;0,00;2,27;0,00;0,00;Barbecho / Sin cultivo;0,00;5,09
06/03/2008;0,00;1,93;0,00;0,00;Barbecho / Sin cultivo;0,00;3,47
07/03/2008;0,00;2,74;0,00;0,00;Barbecho / Sin cultivo;0,00;2,47
08/03/2008;0,00;2,57;0,00;0,00;Barbecho / Sin cultivo;0,00;3,23
09/03/2008;0,00;2,29;0,00;0,00;Barbecho / Sin cultivo;0,00;3,91
10/03/2008;0,00;2,06;0,00;0,00;Barbecho / Sin cultivo;0,00;5,23
11/03/2008;0,00;1,97;0,00;0,00;Barbecho / Sin cultivo;0,00;6,80
12/03/2008;0,00;2,53;0,00;0,00;Barbecho / Sin cultivo;0,00;7,53
13/03/2008;0,00;2,37;0,00;0,00;Barbecho / Sin cultivo;0,00;8,12
14/03/2008;0,00;2,51;0,00;0,00;Barbecho / Sin cultivo;0,00;8,81
15/03/2008;0,00;2,62;0,00;0,00;Barbecho / Sin cultivo;0,00;8,55
16/03/2008;0,00;2,51;0,00;0,00;Barbecho / Sin cultivo;0,00;8,08
17/03/2008;0,00;2,34;0,00;0,00;Barbecho / Sin cultivo;0,00;7,65
18/03/2008;0,00;2,14;0,00;0,00;Barbecho / Sin cultivo;0,00;6,53
19/03/2008;0,00;2,13;0,00;0,00;Barbecho / Sin cultivo;0,00;5,22
20/03/2008;0,00;2,59;0,00;0,00;Barbecho / Sin cultivo;0,00;4,06
21/03/2008;0,00;3,59;0,00;0,00;Barbecho / Sin cultivo;0,00;4,02
22/03/2008;0,00;2,04;0,00;0,00;Barbecho / Sin cultivo;0,00;3,80
23/03/2008;0,00;2,33;0,00;0,00;Barbecho / Sin cultivo;0,00;3,35
24/03/2008;0,00;2,42;0,00;0,00;Barbecho / Sin cultivo;0,00;4,18
25/03/2008;0,00;2,68;0,00;0,00;Barbecho / Sin cultivo;0,00;4,69
26/03/2008;0,00;1,69;0,00;0,00;Barbecho / Sin cultivo;0,00;4,55
27/03/2008;0,00;2,21;0,00;0,00;Barbecho / Sin cultivo;0,00;6,21
28/03/2008;0,00;2,26;0,00;0,00;Barbecho / Sin cultivo;0,00;6,94
29/03/2008;0,00;3,33;0,00;0,00;Barbecho / Sin cultivo;0,00;7,23
30/03/2008;0,00;2,22;0,00;0,00;Barbecho / Sin cultivo;0,00;7,76
31/03/2008;0,00;3,04;0,00;0,00;Barbecho / Sin cultivo;0,00;7,36
01/04/2008;0,00;3,53;0,00;0,00;Barbecho / Sin cultivo;0,00;7,56
02/04/2008;0,00;3,41;0,00;0,00;Barbecho / Sin cultivo;0,00;7,78
03/04/2008;0,00;4,24;0,00;0,00;Barbecho / Sin cultivo;0,00;9,03
04/04/2008;0,00;4,02;0,00;0,00;Barbecho / Sin cultivo;0,00;9,90
05/04/2008;0,00;4,11;0,00;0,00;Barbecho / Sin cultivo;0,00;10,07
06/04/2008;0,00;4,95;0,00;0,00;Barbecho / Sin cultivo;0,00;10,39
07/04/2008;0,00;1,24;0,00;0,00;Barbecho / Sin cultivo;0,00;8,76
08/04/2008;0,00;2,39;0,00;0,00;Barbecho / Sin cultivo;0,00;8,46
09/04/2008;0,00;2,68;0,00;0,00;Barbecho / Sin cultivo;0,00;8,45
10/04/2008;0,00;1,56;0,00;0,00;Barbecho / Sin cultivo;0,00;7,55
11/04/2008;0,00;2,68;0,00;0,00;Barbecho / Sin cultivo;0,00;7,74
12/04/2008;0,00;2,35;0,00;0,00;Barbecho / Sin cultivo;0,00;6,91
13/04/2008;0,00;1,87;0,00;0,00;Barbecho / Sin cultivo;0,00;5,71
14/04/2008;0,00;3,17;0,00;0,00;Barbecho / Sin cultivo;0,00;5,32
15/04/2008;0,00;3,00;0,00;0,00;Barbecho / Sin cultivo;0,00;5,89
16/04/2008;0,00;3,95;0,00;0,00;Barbecho / Sin cultivo;0,00;6,92
17/04/2008;0,00;2,44;0,00;0,00;Barbecho / Sin cultivo;0,00;7,33
18/04/2008;0,00;2,19;0,00;0,00;Barbecho / Sin cultivo;0,00;7,48
19/04/2008;0,00;1,46;0,00;0,00;Barbecho / Sin cultivo;0,00;7,13
20/04/2008;0,00;1,91;0,00;0,00;Barbecho / Sin cultivo;0,00;6,26
21/04/2008;0,00;2,63;0,00;0,00;Barbecho / Sin cultivo;0,00;6,31
22/04/2008;0,00;1,73;0,00;0,00;Barbecho / Sin cultivo;0,00;6,87
23/04/2008;0,00;3,07;0,00;0,00;Barbecho / Sin cultivo;0,00;8,37
24/04/2008;1,17;4,24;4,95;0,05;Fase Inicial (VE-V4);5,47;9,90
25/04/2008;1,17;4,28;4,99;0,05;Fase Inicial (VE-V4);11,67;11,58
26/04/2008;1,17;4,25;4,97;0,05;Fase Inicial (VE-V4);18,74;13,33
27/04/2008;0,77;4,75;3,66;0,05;Fase Inicial (VE-V4);25,58;14,40
28/04/2008;0,48;4,21;2,01;0,05;Fase Inicial (VE-V4);27,48;13,83
29/04/2008;0,32;2,71;0,88;0,05;Fase Inicial (VE-V4);28,86;12,01
30/04/2008;0,44;3,30;1,45;0,05;Fase Inicial (VE-V4);30,00;9,72
01/05/2008;0,34;3,73;1,26;0,05;Fase Inicial (VE-V4);32,97;7,68
02/05/2008;0,27;3,74;1,00;0,05;Fase Inicial (VE-V4);37,60;7,92
03/05/2008;0,22;3,79;0,84;0,05;Fase Inicial (VE-V4);44,14;9,86
04/05/2008;0,19;4,06;0,79;0,05;Fase Inicial (VE-V4);50,48;12,15
05/05/2008;0,50;3,92;1,95;0,05;Fase Inicial (VE-V4);56,31;13,68
06/05/2008;0,36;6,22;2,26;0,05;Fase Inicial (VE-V4);66,31;14,92
07/05/2008;1,16;3,56;4,11;0,05;Fase Inicial (VE-V4);72,55;14,94
08/05/2008;1,15;3,41;3,91;0,05;Fase Inicial (VE-V4);77,45;14,27
09/05/2008;1,16;2,55;2,96;0,05;Fase Inicial (VE-V4);80,06;13,37
10/05/2008;1,17;2,01;2,35;0,05;Fase Inicial (VE-V4);82,00;11,80
11/05/2008;1,16;2,66;3,10;0,05;Fase Inicial (VE-V4);85,80;11,20
12/05/2008;1,16;4,46;5,18;0,05;Fase Inicial (VE-V4);90,64;11,17
13/05/2008;1,14;3,12;3,55;0,05;Fase Inicial (VE-V4);93,65;11,39
14/05/2008;1,17;3,55;4,14;0,05;Fase Inicial (VE-V4);96,32;11,36
15/05/2008;0,90;2,61;2,36;0,05;Fase Inicial (VE-V4);98,66;10,73
16/05/2008;0,85;3,66;3,09;0,05;Fase Inicial (VE-V4);102,13;10,20
17/05/2008;0,62;4,06;2,50;0,06;Fase Inicial (VE-V4);105,50;10,08
18/05/2008;0,41;1,63;0,67;0,06;Fase Inicial (VE-V4);106,41;9,80
19/05/2008;1,15;3,41;3,92;0,06;Fase Inicial (VE-V4);109,58;9,96
20/05/2008;1,15;4,14;4,77;0,07;Fase Inicial (VE-V4);113,85;10,20
21/05/2008;0,97;2,88;2,81;0,07;Fase Inicial (VE-V4);117,62;10,51
22/05/2008;1,16;3,20;3,70;0,08;Fase Inicial (VE-V4);121,22;11,50
23/05/2008;1,17;3,44;4,02;0,08;Fase Inicial (VE-V4);124,83;12,12
24/05/2008;1,16;2,87;3,32;0,09;Fase Inicial (VE-V4);126,44;11,46
25/05/2008;1,14;2,95;3,38;0,09;Fase Inicial (VE-V4);129,11;10,64
26/05/2008;1,15;2,33;2,68;0,09;Fase Inicial (VE-V4);130,62;9,76
27/05/2008;1,15;3,38;3,89;0,10;Fase Inicial (VE-V4);133,59;9,13
28/05/2008;1,10;2,21;2,42;0,10;Fase Inicial (VE-V4);135,12;9,40
29/05/2008;1,14;2,92;3,33;0,10;Fase Inicial (VE-V4);138,03;9,86
30/05/2008;1,14;3,79;4,34;0,11;Fase Inicial (VE-V4);141,83;10,66
31/05/2008;1,13;2,03;2,29;0,11;Fase Inicial (VE-V4);144,81;10,91
01/06/2008;1,13;2,58;2,93;0,12;Fase Inicial (VE-V4);147,81;11,45
02/06/2008;1,17;4,50;5,26;0,12;Fase Inicial (VE-V4);152,12;11,87
03/06/2008;1,15;3,86;4,43;0,13;Fase Inicial (VE-V4);156,75;11,96
04/06/2008;0,94;3,37;3,18;0,14;Fase Inicial (VE-V4);161,09;12,38
05/06/2008;1,15;2,86;3,28;0,14;Fase Inicial (VE-V4);165,19;12,55
06/06/2008;1,15;4,60;5,31;0,15;Fase Inicial (VE-V4);170,03;12,88
07/06/2008;0,80;4,31;3,45;0,15;Fase Inicial (VE-V4);174,60;12,79
08/06/2008;0,52;3,26;1,68;0,16;Fase Inicial (VE-V4);177,91;12,16
09/06/2008;0,57;3,89;2,22;0,16;Fase Inicial (VE-V4);181,91;12,17
10/06/2008;0,40;3,71;1,47;0,17;Fase Inicial (VE-V4);186,91;12,44
11/06/2008;0,31;3,88;1,19;0,18;Fase Inicial (VE-V4);192,25;13,17
12/06/2008;0,26;5,30;1,40;0,19;Fase Inicial (VE-V4);199,09;14,54
13/06/2008;0,20;5,12;1,04;0,20;Fase Inicial (VE-V4);205,79;15,04
14/06/2008;0,18;4,67;0,82;0,21;Fase Inicial (VE-V4);211,86;15,11
15/06/2008;0,16;4,20;0,69;0,21;Fase Inicial (VE-V4);216,77;15,15
16/06/2008;0,34;4,01;1,37;0,22;Fase Inicial (VE-V4);221,11;14,56
17/06/2008;0,40;4,77;1,93;0,23;Fase Inicial (VE-V4);226,05;14,22
18/06/2008;0,28;6,06;1,71;0,24;Fase Inicial (VE-V4);233,82;14,70
19/06/2008;0,20;5,83;1,17;0,25;Fase Inicial (VE-V4);242,32;15,55
20/06/2008;0,17;6,18;1,05;0,26;Fase Inicial (VE-V4);251,83;17,17
21/06/2008;0,16;6,68;1,05;0,28;Fase Inicial (VE-V4);262,97;19,16
22/06/2008;0,15;6,81;1,04;0,29;Fase Inicial (VE-V4);274,02;20,43
23/06/2008;0,15;6,27;0,95;0,31;Fase Inicial (VE-V4);285,43;21,09
24/06/2008;0,15;5,85;0,88;0,32;Fase Inicial (VE-V4);295,30;21,07
25/06/2008;0,17;5,96;1,01;0,34;Fase Inicial (VE-V4);306,22;20,85
26/06/2008;0,16;6,16;0,97;0,35;Fase Inicial (VE-V4);317,00;20,45
27/06/2008;0,17;6,08;1,05;0,37;Fase Inicial (VE-V4);326,20;19,78
28/06/2008;0,16;6,23;0,99;0,38;Fase Inicial (VE-V4);336,11;19,86
29/06/2008;0,15;6,18;0,95;0,40;Fase Inicial (VE-V4);346,62;19,95
30/06/2008;0,15;6,38;0,96;0,44;Fase de Desarrollo (V5-V12);356,70;20,12
01/07/2008;0,15;6,45;0,97;0,51;Fase de Desarrollo (V5-V12);367,05;20,57
02/07/2008;0,15;4,60;0,69;0,54;Fase de Desarrollo (V5-V12);371,63;19,23
03/07/2008;0,15;5,80;0,87;0,57;Fase de Desarrollo (V5-V12);377,16;17,58
04/07/2008;0,15;5,40;0,81;0,62;Fase de Desarrollo (V5-V12);385,20;16,61
05/07/2008;0,15;5,81;0,87;0,67;Fase de Desarrollo (V5-V12);392,89;15,79
06/07/2008;0,15;5,30;0,80;0,70;Fase de Desarrollo (V5-V12);397,29;15,43
07/07/2008;0,15;5,28;0,79;0,72;Fase de Desarrollo (V5-V12);401,66;14,98
08/07/2008;0,15;5,46;0,82;0,77;Fase de Desarrollo (V5-V12);408,93;14,56
09/07/2008;0,15;6,35;0,95;0,83;Fase de Desarrollo (V5-V12);418,24;15,03
10/07/2008;0,15;6,45;0,97;0,89;Fase de Desarrollo (V5-V12);427,82;16,45
11/07/2008;0,15;4,53;0,68;0,93;Fase de Desarrollo (V5-V12);434,97;17,42
12/07/2008;0,15;4,97;0,75;0,97;Fase de Desarrollo (V5-V12);440,21;16,99
13/07/2008;0,15;5,04;0,76;1,01;Fase de Desarrollo (V5-V12);446,35;15,74
14/07/2008;0,15;5,47;0,82;1,06;Fase de Desarrollo (V5-V12);454,29;15,19
15/07/2008;0,15;6,07;0,91;1,11;Fase de Desarrollo (V5-V12);463,13;15,65
16/07/2008;0,15;6,14;0,92;1,17;Fase de Desarrollo (V5-V12);472,46;17,03
17/07/2008;0,15;5,63;0,84;1,23;Fase de Desarrollo (V5-V12);481,40;18,28
18/07/2008;0,15;5,72;0,86;1,29;Fase de Desarrollo (V5-V12);491,18;19,06
19/07/2008;0,15;6,44;0,97;1,36;Fase de Desarrollo (V5-V12);502,49;20,29
20/07/2008;0,15;4,76;0,71;1,43;Fase de Desarrollo (V5-V12);513,67;20,58
21/07/2008;0,15;5,36;0,80;1,48;Fase de Desarrollo (V5-V12);522,46;20,34
22/07/2008;0,15;5,57;0,84;1,54;Fase de Desarrollo (V5-V12);531,53;19,83
23/07/2008;0,15;6,50;0,98;1,60;Fase de Desarrollo (V5-V12);541,65;19,21
24/07/2008;0,15;4,45;0,67;1,65;Fase de Desarrollo (V5-V12);549,03;18,38
25/07/2008;0,15;4,46;0,67;1,70;Fase de Desarrollo (V5-V12);557,28;18,44
26/07/2008;0,15;5,18;0,78;1,75;Fase de Desarrollo (V5-V12);565,25;18,40
27/07/2008;0,15;5,46;0,82;1,81;Fase de Desarrollo (V5-V12);574,57;18,02
28/07/2008;0,15;5,46;0,82;1,85;Fase de Desarrollo (V5-V12);581,02;18,14
29/07/2008;0,15;5,19;0,78;1,90;Fase de Desarrollo (V5-V12);588,46;17,71
30/07/2008;0,15;5,75;0,86;1,96;Fase de Desarrollo (V5-V12);597,50;17,96
31/07/2008;0,15;4,74;0,71;2,00;Fase de Desarrollo (V5-V12);605,25;17,61
01/08/2008;0,15;6,02;0,90;2,05;Fase de Desarrollo (V5-V12);612,69;17,51
02/08/2008;0,15;5,77;0,87;2,11;Fase de Desarrollo (V5-V12);622,63;18,45
03/08/2008;0,15;6,00;0,90;2,18;Fase de Desarrollo (V5-V12);633,81;19,20
04/08/2008;0,15;6,09;0,91;2,25;Fase de Desarrollo (V5-V12);644,88;20,33
05/08/2008;0,15;6,51;0,98;2,33;Fase de Desarrollo (V5-V12);656,33;21,59
06/08/2008;0,17;5,44;0,93;2,38;Fase de Madurez (V13-R3);665,61;21,42
07/08/2008;0,16;5,61;0,89;2,42;Fase de Madurez (V13-R3);672,15;20,06
08/08/2008;0,15;4,89;0,75;2,47;Fase de Madurez (V13-R3);679,22;18,45
09/08/2008;0,15;5,01;0,76;2,53;Fase de Madurez (V13-R3);688,12;17,32
10/08/2008;0,15;6,00;0,91;2,59;Fase de Madurez (V13-R3);698,56;17,66
11/08/2008;0,15;4,60;0,69;2,60;Fase de Madurez (V13-R3);709,27;18,45
12/08/2008;0,15;5,17;0,78;2,60;Fase de Madurez (V13-R3);714,42;18,54
13/08/2008;0,15;4,86;0,73;2,60;Fase de Madurez (V13-R3);720,49;17,70
14/08/2008;0,15;5,18;0,78;2,60;Fase de Madurez (V13-R3);725,62;15,93
15/08/2008;0,15;4,88;0,73;2,60;Fase de Madurez (V13-R3);731,73;14,59
16/08/2008;0,15;3,71;0,56;2,60;Fase de Madurez (V13-R3);737,40;14,30
17/08/2008;0,49;4,62;2,27;2,60;Fase de Madurez (V13-R3);744,43;14,71
18/08/2008;0,37;4,97;1,82;2,60;Fase de Madurez (V13-R3);752,33;15,57
19/08/2008;0,27;5,24;1,39;2,60;Fase de Madurez (V13-R3);759,04;15,82
20/08/2008;0,20;4,43;0,89;2,60;Fase de Madurez (V13-R3);766,21;15,81
21/08/2008;0,18;4,42;0,80;2,60;Fase de Madurez (V13-R3);773,95;16,20
22/08/2008;0,17;4,97;0,83;2,60;Fase de Madurez (V13-R3);781,12;16,15
23/08/2008;0,16;4,35;0,69;2,60;Fase de Madurez (V13-R3);788,15;15,87
24/08/2008;0,16;4,94;0,77;2,60;Fase de Madurez (V13-R3);795,79;16,17
25/08/2008;0,15;4,27;0,65;2,60;Fase de Madurez (V13-R3);803,33;15,97
26/08/2008;0,15;4,66;0,71;2,60;Fase de Madurez (V13-R3);811,93;16,31
27/08/2008;0,15;5,49;0,83;2,60;Fase de Madurez (V13-R3);822,50;18,08
28/08/2008;0,15;5,18;0,78;2,60;Fase de Madurez (V13-R3);832,14;18,90
29/08/2008;0,15;4,83;0,73;2,60;Fase de Madurez (V13-R3);841,66;19,61
30/08/2008;0,15;3,93;0,59;2,60;Fase de Madurez (V13-R3);849,20;19,32
31/08/2008;0,15;3,19;0,48;2,60;Fase de Madurez (V13-R3);855,31;17,96
01/09/2008;0,15;3,83;0,57;2,60;Fase de Madurez (V13-R3);862,51;17,26
02/09/2008;0,15;4,05;0,61;2,60;Fase de Madurez (V13-R3);870,33;16,66
03/09/2008;0,15;2,12;0,32;2,60;Fase de Madurez (V13-R3);874,27;16,01
04/09/2008;0,15;3,30;0,50;2,60;Fase de Madurez (V13-R3);879,87;15,99
05/09/2008;0,17;1,81;0,31;2,60;Fase de Madurez (V13-R3);882,25;14,95
06/09/2008;0,59;3,64;2,13;2,60;Fase de Madurez (V13-R3);885,92;13,68
07/09/2008;0,46;3,16;1,45;2,60;Fase de Madurez (V13-R3);890,59;12,74
08/09/2008;0,38;3,75;1,41;2,60;Fase de Madurez (V13-R3);897,70;12,43
09/09/2008;0,29;3,61;1,06;2,60;Fase de Madurez (V13-R3);904,73;13,36
10/09/2008;0,25;4,02;0,99;2,60;Fase de Madurez (V13-R3);912,57;14,67
11/09/2008;0,21;3,02;0,64;2,60;Fase de Madurez (V13-R3);915,84;14,90
12/09/2008;0,29;2,65;0,77;2,60;Fase de Madurez (V13-R3);918,54;13,63
13/09/2008;0,25;3,17;0,80;2,60;Fase de Madurez (V13-R3);923,18;12,35
14/09/2008;0,22;3,12;0,68;2,60;Fase de Madurez (V13-R3);928,58;10,79
15/09/2008;0,20;3,50;0,71;2,60;Fase de Madurez (V13-R3);935,15;11,31
16/09/2008;0,19;3,84;0,71;2,60;Fase de Madurez (V13-R3);942,52;12,66
17/09/2008;0,17;3,62;0,62;2,60;Fase de Madurez (V13-R3);949,25;13,67
18/09/2008;0,16;3,46;0,57;2,60;Fase de Madurez (V13-R3);956,19;14,73
19/09/2008;0,16;3,49;0,56;2,60;Fase de Madurez (V13-R3);962,82;15,06
20/09/2008;0,16;3,41;0,53;2,60;Fase de Madurez (V13-R3);969,82;15,17
21/09/2008;0,15;2,15;0,33;2,60;Fase de Madurez (V13-R3);976,13;15,41
22/09/2008;0,24;1,26;0,30;2,60;Fase de Madurez (V13-R3);979,71;14,87
23/09/2008;0,49;2,56;1,26;2,60;Fase de Madurez (V13-R3);983,78;14,39
24/09/2008;0,43;2,58;1,11;2,60;Fase de Madurez (V13-R3);987,62;13,48
